token_num,term_rank,term_str,n,num,stop,p_stem,pos_max,zipf_k,p,h,df,idf,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max,h2,x_factor
22321,3071,japan,31,0,0,japan,NNP,95201,3.4437556933057834e-05,0.0005105594302752355,19,0.3233063903751334,0.5274999000857441,10.022498101629136,0.3233063903751334,1.2932255615005337,4.0667842134731025,32.65529518892987
42068,2002,utilize,53,0,0,util,VBP,106106,5.887711346619565e-05,0.0008273372849520369,24,0.2218487496163564,0.48991598873612024,11.75798372966689,0.4436974992327128,1.3310924976981384,4.289451945930605,32.607993154560205
12014,1890,date,57,0,0,date,VB,107730,6.332066919949344e-05,0.0008831310920001921,24,0.2218487496163564,0.5268907803388463,12.645378728132314,0.4436974992327128,1.5529412473144948,4.307702348032329,32.498737136198564
17845,2969,generated,32,0,0,gener,VBN,95008,3.554844586638228e-05,0.0005254008393356795,19,0.3233063903751334,0.5445160258949616,10.34580449200427,0.3233063903751334,1.2932255615005337,4.054229296672174,32.417538296405915
38020,3461,staying,25,0,0,stay,VBG,86525,2.7772223333111154e-05,0.000420360311167281,17,0.37161106994968846,0.5464868675730713,9.290276748742212,0.37161106994968846,1.1148332098490654,3.9736606896881863,32.38260409472482
31918,2247,pro,47,0,0,pro,NNP,105609,5.221177986624897e-05,0.0007427264117342105,22,0.2596373105057561,0.5546797088077514,12.202953593770538,0.5192746210115122,1.8174611735402928,4.1946708312330925,32.3717482758154
2917,2196,africa,48,0,0,africa,NNP,105408,5.3322668799573416e-05,0.0007569094973173947,21,0.2798406965940431,0.6396358779292411,13.432353436514068,0.5596813931880862,1.3992034829702154,4.199473053554117,32.312395238102994
15793,2092,extremely,50,0,0,extrem,RB,104600,5.554444666622231e-05,0.0007851761756683397,22,0.2596373105057561,0.5900847966039909,12.981865525287805,0.5192746210115122,1.5578238630345367,4.225979129983102,32.31131166767335
7089,3636,brazil,24,0,0,brazil,NNP,87264,2.6661334399786708e-05,0.00040511608305848404,17,0.37161106994968846,0.5246273928701485,8.918665678792523,0.37161106994968846,1.1148332098490654,3.938721875540867,32.29216057225221
33230,1576,recently,72,0,0,recent,RB,113472,7.998400319936013e-05,0.0010885766034469055,26,0.18708664335714445,0.5180860892967075,13.470238321714401,0.3741732867142889,1.4966931468571556,4.384126009981689,32.27876463230746
2949,2682,again,37,0,1,again,RB,99234,4.110289053300451e-05,0.0005988855817226633,19,0.3233063903751334,0.6295966549410495,11.962336443879936,0.6466127807502668,1.2932255615005337,4.087567554701195,32.26855838425058
21745,1665,internationally,68,0,0,intern,VB,113220,7.554044746606234e-05,0.0010343293539575528,27,0.17069622716897506,0.42990160916630743,11.607343447490305,0.3413924543379501,1.8776584988587257,4.349334704596988,32.26153986836007
10704,3960,continents,21,0,0,contin,NNS,83160,2.332866759981337e-05,0.00035897072566423184,16,0.3979400086720376,0.5222962613820493,8.356740182112791,0.3979400086720376,1.193820026016113,3.8801799226757376,32.14340777980491
33229,2328,recent,44,0,0,recent,JJ,102432,4.887911306627563e-05,0.0006999695440529647,21,0.2798406965940431,0.5863328881018044,12.312990650137897,0.5596813931880862,1.3992034829702154,4.144106550888951,32.128283431862116
3735,4325,amongst,18,0,0,amongst,NN,77850,1.9996000799840032e-05,0.0003121361524614064,15,0.4259687322722811,0.5111624787267374,7.667437180901059,0.4259687322722811,0.8519374645445622,3.8365916681089787,32.12058776515297
30813,3338,pioneered,27,0,0,pioneer,VBN,90126,2.999400119976005e-05,0.00045065886274366464,18,0.3467874862246563,0.5201812293369845,9.36326212806572,0.3467874862246563,1.3871499448986253,3.958229168669878,32.11361635305683
17538,1321,further,88,0,1,further,JJ,116248,9.775822613255126e-05,0.0013021808619733783,30,0.12493873660829993,0.3664869607176798,10.994608821530395,0.24987747321659987,1.2493873660829993,4.468446188316212,32.110899126233036
43918,4570,wont,17,0,0,wont,VBP,77690,1.8885111866515586e-05,0.00029635256222241933,15,0.4259687322722811,0.4827645632419186,7.241468448628778,0.4259687322722811,1.2779061968168433,3.807763576417194,32.08904598163823
35610,2821,searching,35,0,0,search,VBG,98735,3.888111266635562e-05,0.0005696305004757158,21,0.2798406965940431,0.46640116099007173,9.794424380791508,0.2798406965940431,1.9588848761583018,4.0319581039002035,32.03328908066938
10154,1514,competition,76,0,0,competit,NN,115064,8.442755893265791e-05,0.0011424675197372952,28,0.1549019599857432,0.42044817710416,11.772548958916484,0.3098039199714864,1.5490195998574319,4.373221435613914,32.02295959246395
11747,2499,customize,41,0,0,custom,VB,102459,4.5546446266302294e-05,0.0006568846022330931,20,0.3010299956639812,0.6171114911111615,12.342229822223228,0.6020599913279624,1.505149978319906,4.092325102644249,32.01690263695641
41811,2112,until,50,0,1,until,IN,105600,5.554444666622231e-05,0.0007851761756683397,23,0.2403321553103695,0.5224612071964554,12.016607765518476,0.2403321553103695,1.6823250871725866,4.175337750470313,31.963841553939908
40899,2842,tremendous,34,0,0,tremend,JJ,96628,3.777022373303117e-05,0.0005549349007118075,19,0.3233063903751334,0.5785482775133969,10.992417272754537,0.3233063903751334,1.6165319518756671,4.017917900762095,31.95154109942675
10544,4204,consistency,19,0,0,consist,NN,79876,2.1106889733164478e-05,0.0003278306594006527,15,0.4259687322722811,0.539560394211556,8.09340591317334,0.4259687322722811,0.8519374645445622,3.826874881864638,31.930646998688555
797,4151,23,19,1,0,23,CD,78869,2.1106889733164478e-05,0.0003278306594006527,15,0.4259687322722811,0.539560394211556,8.09340591317334,0.4259687322722811,0.8519374645445622,3.826874881864638,31.882094733132423
13540,3013,dozens,31,0,0,dozen,NNS,93403,3.4437556933057834e-05,0.0005105594302752355,17,0.37161106994968846,0.6776437157906083,11.519943168440342,0.7432221398993769,1.1148332098490654,3.9779168746936366,31.865865051471964
21022,3016,incredible,31,0,0,incred,JJ,93496,3.4437556933057834e-05,0.0005105594302752355,18,0.3467874862246563,0.5972451151646858,10.750412072964345,0.5201812293369845,1.7339374311232816,3.9746954079158985,31.844014451925197
43357,2156,welcome,49,0,0,welcom,VB,105644,5.443355773289786e-05,0.0007710591914441333,20,0.3010299956639812,0.7375234893767539,14.750469787535078,0.6020599913279624,1.505149978319906,4.147887334300368,31.83922437502645
36579,2793,simplicity,35,0,0,simplic,NN,97755,3.888111266635562e-05,0.0005696305004757158,20,0.3010299956639812,0.5268024924119671,10.53604984823934,0.3010299956639812,1.505149978319906,4.011585431837431,31.831415177446736
4225,2544,applied,40,0,0,appli,NNP,101760,4.443555733297785e-05,0.0006424459948521356,20,0.3010299956639812,0.6020599913279624,12.041199826559247,0.45154499349597177,1.806179973983887,4.0586949695628425,31.82622788636848
12650,2265,details,46,0,0,detail,NNS,104190,5.1100890932924524e-05,0.0007285092241319412,21,0.2798406965940431,0.6129843830155228,12.87267204332598,0.5596813931880862,1.6790441795642586,4.118579554250694,31.817386344004248
33817,2814,renowned,35,0,0,renown,JJ,98490,3.888111266635562e-05,0.0005696305004757158,19,0.3233063903751334,0.5955644033226143,11.31572366312967,0.3233063903751334,1.6165319518756671,4.004023645937705,31.80140620425074
20650,4336,ie,18,0,0,ie,NN,78048,1.9996000799840032e-05,0.0003121361524614064,15,0.4259687322722811,0.5111624787267374,7.667437180901059,0.4259687322722811,1.2779061968168433,3.794653473544342,31.779113068416347
23436,3489,largescale,25,0,0,largescal,JJ,87225,2.7772223333111154e-05,0.000420360311167281,17,0.37161106994968846,0.5464868675730713,9.290276748742212,0.37161106994968846,1.4864442797987538,3.8936606896881854,31.762032618073313
2060,2591,above,39,0,1,abov,IN,101049,4.33246683996534e-05,0.0006279673164476271,20,0.3010299956639812,0.5870084915447633,11.740169830895265,0.45154499349597177,1.806179973983887,4.038499898783,31.741798195154786
25431,2294,maximum,45,0,0,maximum,JJ,103230,4.999000199960008e-05,0.0007142571930467693,22,0.2596373105057561,0.5310763169435919,11.683678972759026,0.2596373105057561,1.8174611735402928,4.096944208925964,31.70236854938449
7977,2338,capability,44,0,0,capabl,NN,102872,4.887911306627563e-05,0.0006999695440529647,20,0.3010299956639812,0.6622659904607586,13.245319809215172,0.6020599913279624,1.806179973983887,4.083765141069552,31.677975051324097
21256,3774,inform,22,0,0,inform,VB,83028,2.4439556533137816e-05,0.0003744243285596202,16,0.3979400086720376,0.5471675119240517,8.754680190784828,0.3979400086720376,1.193820026016113,3.8453509366224363,31.669890116869176
37888,2570,stand,39,0,0,stand,VBP,100230,4.33246683996534e-05,0.0006279673164476271,19,0.3233063903751334,0.6636289065594846,12.608949224630205,0.6466127807502668,1.6165319518756671,4.025930027099076,31.61023849867249
37723,3630,spread,24,0,0,spread,VBD,87120,2.6661334399786708e-05,0.00040511608305848404,16,0.3979400086720376,0.5969100130080564,9.550560208128903,0.3979400086720376,1.193820026016113,3.8553885422075336,31.60257333536743
15498,4201,excited,19,0,0,excit,VBN,79819,2.1106889733164478e-05,0.0003278306594006527,15,0.4259687322722811,0.539560394211556,8.09340591317334,0.4259687322722811,1.2779061968168433,3.787143960698139,31.596436973433416
583,4135,1974,19,1,0,1974,CD,78565,2.1106889733164478e-05,0.0003278306594006527,15,0.4259687322722811,0.539560394211556,8.09340591317334,0.4259687322722811,1.2779061968168433,3.787143960698139,31.536466550102006
41719,2543,unlimited,40,0,0,unlimit,JJ,101720,4.443555733297785e-05,0.0006424459948521356,21,0.2798406965940431,0.5330298982743676,11.193627863761725,0.2798406965940431,2.2387255727523447,4.021928094887363,31.536339441365932
9971,2571,coming,39,0,0,come,VBG,100269,4.33246683996534e-05,0.0006279673164476271,21,0.2798406965940431,0.5197041508175085,10.91378716716768,0.2798406965940431,1.9588848761583018,4.0155102333409545,31.52998795998314
22564,4121,jr,19,0,0,jr,NNP,78299,2.1106889733164478e-05,0.0003278306594006527,15,0.4259687322722811,0.539560394211556,8.09340591317334,0.4259687322722811,1.2779061968168433,3.787143960698139,31.523622541800172
3483,1765,almost,62,0,0,almost,RB,109430,6.887511386611567e-05,0.0009522437466843555,25,0.2041199826559248,0.5062175569866937,12.655438924667337,0.4082399653118496,2.2453198092151725,4.215448668985831,31.51429786803302
40517,1843,touch,60,0,0,touch,NN,110580,6.665333599946678e-05,0.0009246792901705479,23,0.2403321553103695,0.6269534486357464,14.419929318622172,0.480664310620739,1.6823250871725866,4.18560497294446,31.472191455137935
26640,4564,monetize,17,0,0,monet,VB,77588,1.8885111866515586e-05,0.00029635256222241933,14,0.4559319556497244,0.5536316604318082,7.750843246045315,0.4559319556497244,0.9118639112994488,3.7345216647797512,31.466910414615157
4111,2445,apart,42,0,0,apart,RB,102690,4.665733519962674e-05,0.000671284116128837,21,0.2798406965940431,0.5596813931880861,11.753309256949809,0.2798406965940431,2.2387255727523447,4.032331339951051,31.45944426866026
8863,3747,charlotte,22,0,0,charlott,NNP,82434,2.4439556533137816e-05,0.0003744243285596202,16,0.3979400086720376,0.5471675119240517,8.754680190784828,0.3979400086720376,1.5917600346881504,3.823067982273661,31.458920790257665
12668,2466,determine,42,0,0,determin,VB,103572,4.665733519962674e-05,0.000671284116128837,21,0.2798406965940431,0.5596813931880862,11.75330925694981,0.2798406965940431,1.9588848761583018,4.025033566463985,31.43693171791233
21225,2902,influence,33,0,0,influenc,NN,95766,3.6659334799706726e-05,0.0005401921566802197,18,0.3467874862246563,0.6357770580785365,11.443987045413659,0.5201812293369845,1.7339374311232816,3.9424387261281417,31.43367675024916
42746,2096,vital,50,0,0,vital,JJ,104800,5.554444666622231e-05,0.0007851761756683397,22,0.2596373105057561,0.5900847966039912,12.981865525287805,0.38945596575863417,2.077098484046049,4.108758439731455,31.42290545946588
33980,4489,researching,17,0,0,research,VBG,76313,1.8885111866515586e-05,0.00029635256222241933,14,0.4559319556497244,0.5536316604318082,7.750843246045315,0.4559319556497244,0.9118639112994488,3.7345216647797512,31.405031361710165
35010,2810,safer,35,0,0,safer,NN,98350,3.888111266635562e-05,0.0005696305004757158,19,0.3233063903751334,0.5955644033226143,11.31572366312967,0.3233063903751334,1.6165319518756671,3.954442574694574,31.401990279234028
18625,1516,ground,76,0,0,ground,NN,115216,8.442755893265791e-05,0.0011424675197372952,26,0.18708664335714445,0.5468686498131914,14.218584895142978,0.3741732867142889,1.8708664335714444,4.283790758217469,31.3737576942481
38306,3976,stream,21,0,0,stream,NN,83496,2.332866759981337e-05,0.00035897072566423184,15,0.4259687322722811,0.5963562251811935,8.945343377717903,0.4259687322722811,1.2779061968168433,3.7849418274376423,31.36971734800072
15511,1586,exclusively,71,0,0,exclus,RB,112606,7.887311426603568e-05,0.0010750489763423007,26,0.18708664335714445,0.5108904491675866,13.283151678357257,0.3741732867142889,2.619213007000022,4.25683792459472,31.3685126732788
5800,1938,beautiful,56,0,0,beauti,JJ,108528,6.220978026616899e-05,0.0008692260965394255,24,0.2218487496163564,0.5176470824381648,12.423529978515958,0.3327731244245346,1.9966387465472075,4.143062788556927,31.360548328566534
23964,3114,lifetime,30,0,0,lifetim,NN,93420,3.332666799973339e-05,0.0004956663130850073,17,0.37161106994968846,0.6557842410876855,11.148332098490654,0.37161106994968846,1.4864442797987538,3.8980685120588388,31.35475083556847
12490,1522,denver,75,0,0,denver,NNP,114150,8.331666999933347e-05,0.0011290271358679403,26,0.18708664335714445,0.5396730096840704,14.031498251785834,0.3741732867142889,1.6837797902143001,4.278446277498078,31.351515366932887
20607,2360,ideal,44,0,0,ideal,JJ,103840,4.887911306627563e-05,0.0006999695440529647,20,0.3010299956639812,0.6622659904607586,13.245319809215172,0.6020599913279624,2.1072099696478683,4.035089926295091,31.338190588607077
17342,1955,front,55,0,0,front,NN,107525,6.109889133284455e-05,0.0008552924803796934,22,0.2596373105057561,0.6490932762643902,14.280052077816585,0.5192746210115122,2.336735794551805,4.134661076610323,31.333063117703514
21665,3601,intent,24,0,0,intent,NN,86424,2.6661334399786708e-05,0.00040511608305848404,16,0.3979400086720376,0.5969100130080564,9.550560208128903,0.3979400086720376,1.193820026016113,3.823934896284056,31.314076154420732
31713,1374,presence,85,0,0,presenc,NN,116790,9.442555933257793e-05,0.0012625134520223304,28,0.1549019599857432,0.47023809281386303,13.166666598788172,0.3098039199714864,2.0137254798146613,4.333764639040119,31.313536106783427
2209,3176,accomplish,29,0,0,accomplish,VB,92104,3.221577906640894e-05,0.0004807197635321609,18,0.3467874862246563,0.5587131722508352,10.056837100515034,0.3467874862246563,2.080724917347938,3.8833374604210062,31.312817155125835
41117,2840,trying,34,0,0,tri,VBG,96560,3.777022373303117e-05,0.0005549349007118075,18,0.3467874862246563,0.6550430295354618,11.790774531638316,0.5201812293369845,1.7339374311232816,3.9368917977572875,31.304428710205535
9412,3093,click,30,0,0,click,NN,92790,3.332666799973339e-05,0.0004956663130850073,17,0.37161106994968846,0.6557842410876855,11.148332098490654,0.7432221398993769,1.8580553497484422,3.8947396630551756,31.30162062845668
42487,2461,veteran,42,0,0,veteran,NN,103362,4.665733519962674e-05,0.000671284116128837,19,0.3233063903751334,0.7146772839871373,13.578868395755604,0.6466127807502668,1.9398383422508005,4.008056339745007,31.29619870489694
33264,5115,recognizing,14,0,0,recogn,VBG,71610,1.5552445066542248e-05,0.0002484114142679409,13,0.4881166390211256,0.5256640727919815,6.83363294629576,0.4881166390211256,0.9762332780422512,3.664497779200461,31.29456433446594
15060,2900,equipped,33,0,0,equip,VBN,95700,3.6659334799706726e-05,0.0005401921566802197,17,0.37161106994968846,0.7213626651964541,12.263165308339719,0.7432221398993769,1.4864442797987538,3.9225895736416696,31.27271207047437
19660,3411,hightech,26,0,0,hightech,JJ,88686,2.88831122664356e-05,0.00043554041521173543,16,0.3979400086720376,0.646652514092061,10.346440225472978,0.3979400086720376,1.193820026016113,3.844106544814538,31.270887164196147
31716,1756,present,63,0,0,present,JJ,110628,6.998600279944011e-05,0.0009659869869802172,24,0.2218487496163564,0.5823529677429354,13.976471225830455,0.4436974992327128,2.662184995396277,4.185314003030375,31.26761779689074
22827,1853,keeping,59,0,0,keep,VBG,109327,6.554244706614233e-05,0.0009108572121840621,25,0.2041199826559248,0.48172315906798263,12.043078976699563,0.4082399653118496,2.6535597745270225,4.154168145687919,31.258292556513066
41390,2192,uk,48,0,0,uk,NNP,105216,5.3322668799573416e-05,0.0007569094973173947,21,0.2798406965940431,0.6396358779292411,13.432353436514068,0.5596813931880862,1.9588848761583018,4.063388283228294,31.25789737587673
10137,2576,compelling,39,0,0,compel,JJ,100464,4.33246683996534e-05,0.0006279673164476271,17,0.37161106994968846,0.8525195134139911,14.49283172803785,0.7432221398993769,1.4864442797987538,3.9772086288967645,31.236969077803803
28299,3230,nothing,28,0,0,noth,NN,90440,3.1104890133084496e-05,0.0004657179384027973,17,0.37161106994968846,0.6120652916818399,10.405109958591277,0.37161106994968846,1.8580553497484422,3.8657646371790224,31.23629606362132
11758,3225,cut,28,0,0,cut,NN,90300,3.1104890133084496e-05,0.0004657179384027973,18,0.3467874862246563,0.5394472007939098,9.710049614290376,0.3467874862246563,1.7339374311232816,3.865764637179022,31.23030727135125
5082,2801,automatic,35,0,0,automat,JJ,98035,3.888111266635562e-05,0.0005696305004757158,19,0.3233063903751334,0.5955644033226143,11.31572366312967,0.3233063903751334,1.9398383422508005,3.9328743603470455,31.21810177823252
30777,3190,pilot,29,0,0,pilot,NN,92510,3.221577906640894e-05,0.0004807197635321609,17,0.37161106994968846,0.6339247663847627,10.776721028540965,0.37161106994968846,1.4864442797987538,3.8664331502253835,31.193517331958734
42461,2465,vertical,42,0,0,vertic,JJ,103530,4.665733519962674e-05,0.000671284116128837,19,0.3233063903751334,0.7146772839871371,13.578868395755602,0.6466127807502668,1.6165319518756671,3.9940065667501754,31.1929799493597
20100,2520,however,40,0,0,howev,NNP,100800,4.443555733297785e-05,0.0006424459948521356,19,0.3233063903751334,0.680645032368702,12.932255615005335,0.6466127807502668,1.6165319518756671,3.9823328717505153,31.189687523043105
2564,2055,adding,52,0,0,ad,VBG,106860,5.77662245328712e-05,0.0008133146058905997,22,0.2596373105057561,0.6136881884681507,13.501140146299317,0.5192746210115122,2.336735794551805,4.088640919523302,31.18828020096481
611,1912,1996,57,1,0,1996,CD,108984,6.332066919949344e-05,0.0008831310920001921,22,0.2596373105057561,0.6726966681285497,14.799326698828098,0.5192746210115122,2.336735794551805,4.127620549672848,31.18790913576794
18510,4314,greatly,18,0,0,greatli,RB,77652,1.9996000799840032e-05,0.0003121361524614064,14,0.4559319556497244,0.5861982286925028,8.20677520169504,0.4559319556497244,0.9118639112994488,3.7254805569978675,31.180859660243293
14880,3028,enter,31,0,0,enter,VB,93868,3.4437556933057834e-05,0.0005105594302752355,17,0.37161106994968846,0.6776437157906083,11.519943168440344,0.37161106994968846,1.4864442797987538,3.889049535914169,31.173289525941094
35353,3686,schedules,23,0,0,schedul,NN,84778,2.5550445466462262e-05,0.0003898050575324328,16,0.3979400086720376,0.572038762466054,9.152620199456864,0.3979400086720376,1.5917600346881504,3.795088586397732,31.166395137402553
5877,1471,behind,78,0,0,behind,IN,114738,8.66493367993068e-05,0.0011692852960959474,24,0.2218487496163564,0.7210084362531584,17.3042024700758,0.4436974992327128,1.9966387465472075,4.272251663455863,31.160512219583733
7863,2656,came,37,0,0,came,VBD,98272,4.110289053300451e-05,0.0005988855817226633,20,0.3010299956639812,0.5569054919783653,11.138109839567303,0.3010299956639812,1.806179973983887,3.951904040953793,31.15908977343497
10163,1896,competitors,57,0,0,competitor,NN,108072,6.332066919949344e-05,0.0008831310920001921,23,0.2403321553103695,0.5956057762039592,13.698932852691062,0.480664310620739,2.403321553103695,4.127741779078589,31.154138023821293
23474,1892,later,57,0,0,later,RB,107844,6.332066919949344e-05,0.0008831310920001921,26,0.18708664335714445,0.4101514873598936,10.663938671357236,0.18708664335714445,2.0579530769285888,4.127363570941225,31.14256678110117
5809,1561,became,73,0,0,becam,VBD,113953,8.109489213268457e-05,0.0011020819704753246,25,0.2041199826559248,0.5960303493553005,14.900758733882508,0.4082399653118496,2.2453198092151725,4.235263760412881,31.142241385306157
35723,3514,seen,25,0,0,seen,VBN,87850,2.7772223333111154e-05,0.000420360311167281,16,0.3979400086720376,0.6217812635500587,9.94850021680094,0.3979400086720376,1.5917600346881504,3.813660689688186,31.136671862476124
566,4050,1962,20,1,0,1962,CD,81000,2.2217778666488924e-05,0.00034344077609255673,15,0.4259687322722811,0.5679583096963747,8.519374645445621,0.4259687322722811,1.2779061968168433,3.7464393446710154,31.119694116015268
15421,2791,evolved,35,0,0,evolv,VBN,97685,3.888111266635562e-05,0.0005696305004757158,18,0.3467874862246563,0.6743090009923872,12.137562017862972,0.6935749724493127,2.080724917347938,3.9217212310452405,31.115545029768104
16981,2312,forefront,45,0,0,forefront,NN,104040,4.999000199960008e-05,0.0007142571930467693,21,0.2798406965940431,0.5996586355586636,12.592831346731938,0.2798406965940431,1.9588848761583018,4.016729976160702,31.11306110999744
13221,2407,distribute,43,0,0,distribut,VB,103501,4.7768224132951186e-05,0.0006856454675147319,20,0.3010299956639812,0.6472144906775597,12.94428981355119,0.45154499349597177,2.1072099696478683,3.9954324887641803,31.108982485469088
36688,3488,sit,25,0,0,sit,VB,87200,2.7772223333111154e-05,0.000420360311167281,17,0.37161106994968846,0.5464868675730713,9.290276748742212,0.37161106994968846,1.4864442797987538,3.813660689688186,31.108349773457523
43146,2772,watch,35,0,0,watch,VB,97020,3.888111266635562e-05,0.0005696305004757158,17,0.37161106994968846,0.7650816146022997,13.006387448239096,0.7432221398993769,1.4864442797987538,3.9217212310452405,31.088756249209048
26321,1394,minutes,84,0,0,minut,NNS,117096,9.331467039925348e-05,0.0012492535618584205,28,0.1549019599857432,0.4647058799572294,13.011764638802427,0.3098039199714864,1.5490195998574319,4.2873281096198195,31.03996651052091
20856,1727,implement,64,0,0,implement,VB,110528,7.109689173276456e-05,0.0009797047869385944,24,0.2218487496163564,0.591596665643617,14.198319975446811,0.3327731244245346,2.218487496163564,4.163560221444561,31.035765278007382
606,2492,1992,41,1,0,1992,CD,102172,4.5546446266302294e-05,0.0006568846022330931,18,0.3467874862246563,0.7899048297339396,14.218286935210909,0.6935749724493127,1.3871499448986253,3.9668312726996966,31.023956181224666
23911,2405,licensing,43,0,0,licens,NN,103415,4.7768224132951186e-05,0.0006856454675147319,21,0.2798406965940431,0.5730071406449453,12.033149953543852,0.2798406965940431,1.9588848761583018,3.984031907469458,31.01690425662614
8810,1323,changes,88,0,0,chang,NNS,116424,9.775822613255126e-05,0.0013021808619733783,25,0.2041199826559248,0.7185023389488555,17.96255847372138,0.6123599479677744,2.2453198092151725,4.313990525578044,31.00748490709507
401,2548,18,40,1,0,18,CD,101920,4.443555733297785e-05,0.0006424459948521356,20,0.3010299956639812,0.6020599913279624,12.041199826559247,0.3010299956639812,2.4082399653118496,3.953055907333276,31.004070542777576
37907,3897,stands,21,0,0,stand,VBZ,81837,2.332866759981337e-05,0.00035897072566423184,15,0.4259687322722811,0.5963562251811935,8.945343377717903,0.4259687322722811,1.2779061968168433,3.748994803525097,30.996547718456203
33524,3836,regarded,22,0,0,regard,VBN,84392,2.4439556533137816e-05,0.0003744243285596202,15,0.4259687322722811,0.6247541406660122,9.371312109990184,0.4259687322722811,1.2779061968168433,3.7544418457133455,30.982350319517124
35899,4969,sending,15,0,0,send,VBG,74535,1.6663333999866694e-05,0.00026449649054237037,13,0.4881166390211256,0.5632115065628372,7.321749585316885,0.4881166390211256,0.9762332780422512,3.640223928941852,30.981850818810123
2219,2454,according,42,0,0,accord,VBG,103068,4.665733519962674e-05,0.000671284116128837,19,0.3233063903751334,0.7146772839871373,13.578868395755602,0.6466127807502668,2.5864511230010674,3.9691165296640616,30.980838357035953
15872,1874,facebook,59,0,0,facebook,NNP,110566,6.554244706614233e-05,0.0009108572121840621,21,0.2798406965940431,0.7862190999546923,16.510601099048543,0.5596813931880862,1.9588848761583018,4.110688177429904,30.97744919054137
41879,1428,upon,81,0,0,upon,IN,115668,8.998200359928014e-05,0.0012093584867863788,24,0.2218487496163564,0.7487395299552028,17.96974871892487,0.6655462488490692,2.4403362457799203,4.26443197506584,30.976962409222836
3862,1910,andor,57,0,0,andor,NN,108870,6.332066919949344e-05,0.0008831310920001921,21,0.2798406965940431,0.759567605040974,15.950919705860455,0.5596813931880862,2.5185662693463877,4.100115348015473,30.975791374204352
30812,1594,pioneer,71,0,0,pioneer,NN,113174,7.887311426603568e-05,0.0010750489763423007,24,0.2218487496163564,0.6563025509483875,15.751261222761304,0.4436974992327128,1.9966387465472075,4.200400246351048,30.973759226607502
35260,4111,saw,20,0,0,saw,VBD,82220,2.2217778666488924e-05,0.00034344077609255673,15,0.4259687322722811,0.5679583096963747,8.519374645445621,0.4259687322722811,1.7038749290891244,3.721928094887362,30.97173279367739
44515,1427,yet,81,0,0,yet,RB,115587,8.998200359928014e-05,0.0012093584867863788,25,0.2041199826559248,0.6613487438051965,16.53371859512991,0.4082399653118496,2.2453198092151725,4.262482753334318,30.959817226277366
37524,2521,specialist,40,0,0,specialist,NN,100840,4.443555733297785e-05,0.0006424459948521356,20,0.3010299956639812,0.6020599913279624,12.041199826559247,0.3010299956639812,2.1072099696478683,3.9526555965581878,30.958822885892836
