Organization Name,Organization Name URL,Website,Industries,Industry Groups,Description,Full Description,LinkedIn,Hub Tags,Twitter,Facebook
Adext AI,https://www.crunchbase.com/organization/adext,https://adext.ai,"Advertising Platforms, Artificial Intelligence, Machine Learning, Marketing, SaaS, Sales","Advertising, Artificial Intelligence, Data and Analytics, Sales and Marketing, Science and Engineering, Software",Real autonomous AI automation for Google & Facebook Ads. Adext AI technology cannot be found in  any AI framework within the market today.,"Next generation Artificial Intelligence (AI) startup, applying experimental AI technology only found in theory and academia to solving autonomous resource allocation by generating performance 10x superior to its closest substitutes without human-in-the-loop assistance.  The unprecedented technology is currently being applied to an ad tech Software as a Service (SaaS) solution for Google & Facebook Ads automation.  Adext AI technology cannot be found in any AI framework within the market today. For more information, please visit: https://adext.ai",https://www.linkedin.com/company/16154944,,https://twitter.com/poweredbyadext,https://www.facebook.com/poweredbyadext
AdFury,https://www.crunchbase.com/organization/adfury,https://adfury.io,"Ad Targeting, Advertising, Advertising Platforms, Digital Marketing, Enterprise Software, Lead Generation, Marketing, Search Engine, Software","Advertising, Internet Services, Sales and Marketing, Software",Landing pages that automatically synchronize with advertising.,"AdFury is a self-service platform that helps marketers build landing pages that automatically synchronize with ads. When landing page copy reflects ad copy, conversion rates increase up to 40%. Most marketers say they lack the resources to build dedicated landing pages. Even for modest-sized campaigns, it can be unwieldy. As a result, the average campaign converts only about 2% of ad traffic. Twenty-five percent of advertisers convert less than 1%.  AdFury landing pages automatically reflect campaign information, including ad copy, location, campaign name, and more. Even for large campaigns, it's easy to create landing pages, no technical skills required. With an WYSIWYG landing page builder and wide template library, AdFury makes creating high converting landing pages easy for any business or agency.  Check out AdFury at https://adfury.io. ",https://www.linkedin.com/company/adfury,,https://twitter.com/adfuryppc,https://www.facebook.com/getadfury/
adHUBS,https://www.crunchbase.com/organization/adhubs,http://adhubs.com,"Advertising Platforms, Apps, Developer APIs, Software","Advertising, Apps, Software",adHUBS supports frustrated developers of software applications.,"adHUBS was develop by frustrated developers whose mission is to empower the builders of such apps.  They hope you will find a change in your earning by utilizing adHUBs services. They don't have all the answers, but will try to hear you out and create more transparency to publishers and advertisers.  Please send us feedback and help us increase your revenue.",,,,
Adme,https://www.crunchbase.com/organization/adme-2,http://www.adme.mobi,"Advertising Platforms, Android, Mobile Advertising","Advertising, Mobile, Platforms, Sales and Marketing, Software",Adme is an Android lock screen app that rewards users with cash just for using their phone like they normally do.,Adme is an Android lock screen app that rewards users with cash just for using their phone like they normally do.,,,,
Adolade,https://www.crunchbase.com/organization/adolade,http://www.adolade.com/,"Advertising Platforms, Brand Marketing, Developer Tools, Marketing Automation, Mobile, Mobile Advertising","Advertising, Mobile, Sales and Marketing, Software",Hosted reward-serving platform for developers and brands.,"Mobile advertising is broken. We fixed it. Adolade's hosted moments-based reward platform helps developers and brands meaningfully engage with customers through rewards. Adolade accomplishes this by focusing on “moments” in applications – like setting a new personal best, completing a task, or leveling up in a game. With just a few lines of code, developers can capture and easily sell these moments to brands through Adolade's moments marketplace. Brands finally have a way to effectively advertise on mobile, developers finally have a way to retain, engage, and monetize users without annoying or interrupting them, and users finally have a way to be acknowledged in moments of achievement from brands they love.",,,http://twitter.com/adolade,
AdRobin,https://www.crunchbase.com/organization/adrobin,https://www.adrobin.co/,"Ad Targeting, Advertising, Advertising Platforms, Marketing Automation, SaaS","Advertising, Sales and Marketing, Software","AdRobin is a tech-enabled advertising service for omni-channel paid media. SaaS-based, people-driven, tech-powered.","AdRobin is a tech-enabled advertising service for omni-channel paid media. The platform offers customized advertising services to brands and agencies, powered by proprietary technology to scale multi-variant creative and automate performance management. AdRobin is disrupting the paid media landscape with an unprecedented tech-approach to amplify the experts behind the scenes.",https://www.linkedin.com/company/adrobin/,,https://twitter.com/adrobinco,https://www.facebook.com/adrobinco/
adSage,https://www.crunchbase.com/organization/adsage,http://www.adsage.com,"Ad Network, Advertising, Advertising Platforms, Data Mining, Marketing, Software","Advertising, Data and Analytics, Information Technology, Sales and Marketing, Software",AdSage is a digital marketing agency offering search engine optimization and advertising solutions.,"AdSage (艾德思奇) is a digital marketing agency offering search engine optimization and advertising solutions. It was founded in 2007, with offices in both China and America. The flagship product of adSage is adSage for Search (AFS), a professional delivery and automation software tool set. AFS helps advertisers effectively manage and optimize the online advertising, and at the same time, it crosses different search engines. AdSage mobile advertising platform (mobiSage) and adSage mobile advertising aggregation platform, which is called mobiSage mediator for short, provide accurate intelligent marketing platform for extensive advertisers and developers to enjoy unlimited mobile marketing value.",http://www.linkedin.com/company/adsage,,http://twitter.com/adsageaff,http://www.facebook.com/pages/AdSage/162496510434939
AdStage,https://www.crunchbase.com/organization/adstage,https://www.adstage.io,"Advertising, Advertising Platforms, Analytics, Enterprise Software, Search Engine, Social Media, Software","Advertising, Data and Analytics, Internet Services, Media and Entertainment, Sales and Marketing, Software",AdStage is an advertising technology startup powering paid marketers to understand the business impact of their campaigns.,"From paid search and web analytics, to social media and emerging new tech, AdStage unleashes the power of data to help marketers make decisions that drive business growth. Today, paid marketers at leading agencies and companies in almost every industry depend on our platform as their trusted source of truth. ",http://www.linkedin.com/company/2757895,,http://twitter.com/adstage,http://www.facebook.com/getadstage
Adterminal,https://www.crunchbase.com/organization/adterminal,http://www.adterminal.com,"Advertising, Advertising Platforms, Developer Tools","Advertising, Sales and Marketing, Software",AdTerminal is the ultimate dashboard for ad-driven apps and websites.,"AdTerminal is a simple, yet beautiful tool that gives publishers & advertisers the power to visualize their performance metrics across multiple networks so they can make smarter decisions that drive results.",https://www.linkedin.com/company/adterminal,,https://twitter.com/adterminal,https://www.facebook.com/adterminal
AdTrader,https://www.crunchbase.com/organization/adtradr,https://adtrader.com/,"Ad Retargeting, Advertising Platforms, Digital Marketing, Marketing Automation, Video Advertising","Advertising, Sales and Marketing, Software",AdTrader delivers advanced programmatic and real-time bidding solutions.,"AdTrader delivers advanced programmatic and real-time bidding solutions, built around the needs of publishers and marketers, reinforcing the balance in a highly dynamic advertising ecosystem.",,,,https://www.facebook.com/AdTradr/
Advocado,https://www.crunchbase.com/organization/advocado-7952,https://www.myadvocado.com,"Advertising Platforms, Analytics, Big Data, Broadcasting, Business Development, Cloud Data Services, Local Advertising, Marketing Automation, Software","Advertising, Data and Analytics, Information Technology, Internet Services, Media and Entertainment, Professional Services, Sales and Marketing, Software, Video",Advocado is a real-time cross-media optimization & audience platform that makes advertising perform better.,"Advocado is the first real-time cross-media optimization & audience platform that makes advertising perform better by using signals in the physical world (like TV Ads or in-program content) to trigger real-time actions across search, social and shopping platforms and building organic digital audiences based on advertiser affinity; all the while, collecting the data to prove value created.  Ultimately, we help CMO’s and marketing leaders deliver better results while breaking down organizational silos and respecting consumer privacy.",https://www.linkedin.com/company/myadvocado/,,https://twitter.com/myadvocado,https://www.facebook.com/myadvocado/
AIFluence,https://www.crunchbase.com/organization/aifluence,http://ai-fluence.com/,"Advertising, Advertising Platforms, Artificial Intelligence, Social Media Advertising","Advertising, Artificial Intelligence, Data and Analytics, Sales and Marketing, Science and Engineering, Software",AI-Driven Influence Marketing Platform,"AIfluence is an Artificial Intelligence-driven end to end influence marketing platform. AIfluence accurately match influencers with brands, monitors & manage high impact audience based campaigns in real-time, with an ability to accurately predict and deliver measurable results and ROI.Platform utilizes advanced AI technologies that deep dives into  clients' key demographic evolving and adapting with the audience to deliver impactful and emotionally connecting campaigns.",https://www.linkedin.com/company/aifluence/,,,
Albert Technologies,https://www.crunchbase.com/organization/albert-technologies-ltd,https://www.albert.ai,"Advertising, Advertising Platforms, Artificial Intelligence, Digital Marketing, Enterprise Software, Lead Generation, Machine Learning, Marketing, Marketing Automation, Semantic Search","Advertising, Artificial Intelligence, Data and Analytics, Internet Services, Sales and Marketing, Science and Engineering, Software","Albert is an artificial intelligence marketing platform for the enterprise, driving fully autonomous digital marketing campaigns.","Albert is the first-ever artificial intelligence marketing platform for the enterprise, driving fully autonomous digital marketing campaigns for some of the world’s leading brands. Created by Albert Technologies Ltd. in 2010, Albert’s mission is to liberate businesses from the complexities of digital marketing – not just by replicating their existing efforts, but by executing them at a pace and scale not previously possible. He serves as a highly intelligent and sophisticated member of brands’ marketing teams, wading through mass amounts of data, converting this data into insights, and autonomously acting on these insights, across channels, devices and formats, in real time. This eliminates the manual and time-consuming tasks that currently limit the effectiveness and results of modern digital advertising and marketing. Brands such as Harley Davidson, EVISU, Cosabella, and Made.com credit Albert with significantly increased sales, an accelerated path to revenue, the ability to make more informed investment decisions, and reduced operational costs.",https://www.linkedin.com/company/1251176,,https://twitter.com/albertaimktg,https://www.facebook.com/albertaimktg/
Amobee,https://www.crunchbase.com/organization/amobee,http://www.amobee.com,"3D Technology, Advertising, Advertising Platforms, Big Data, Brand Marketing, Digital Media, Mobile, Social Media Marketing, Video","Advertising, Data and Analytics, Hardware, Media and Entertainment, Mobile, Sales and Marketing, Software, Video",Amobee is a global digital marketing technology company and a wholly owned subsidiary of Singtel.,"Amobee is a global marketing technology company serving the world’s leading brands and agencies. Amobee’s patented Brand Intelligence technology measures digital engagement to provide a deeper understanding of audiences, their mindset and interests. Amobee’s unified platform enables marketers to seamlessly plan and activate cross-channel, programmatic media campaigns using Brand Intelligence, and includes ads API integrations with Facebook, Twitter, Instagram, Pinterest and Snapchat. Amobee is a wholly owned subsidiary of Singtel, one of the largest telecommunications companies in the world with over 600 million mobile subscribers. Amobee operates with over 550 employees across 21 offices in North America, Europe, the Middle East, Asia and Australia.  Amobee Award Wins •Fortune Magazine’s Top 10 Workplaces in Advertising and Marketing, 2016 •Fortune Magazine’s 100 Best Medium Sized Workplaces, 2016 •Selling Power Magazine’s 50 Best Companies to Sell For, 2016 •MediaPost OMMA Award for Best Programmatic Creative, 2016 – Team One, Lexus, Amobee  •IAC Awards for Best Advertising Rich Media Online Campaign & Best Mobile Rich Media Online Campaign, 2016 – Ant-Man, OMD Entertainment, Amobee  •IMA Impact16 Awards for Best Predictive Analytics & Measurement Technology & Mobile Marketing Campaign of the Year, 2016 – Team One, Lexus, Amobee  •iMedia ASPY Awards’ Best Industry Innovation, Amobee Brand Intelligence, 2016 •American Business Awards for Most Innovative Tech Company of the Year, 2016 •American Business Awards for Mobile Marketing Campaign of the Year - Team One, Lexus, Amobee, 2016",http://www.linkedin.com/company/amobee,,http://twitter.com/amobee,http://www.facebook.com/Amobee
AOL,https://www.crunchbase.com/organization/aol,http://www.aol.com,"Advertising Platforms, Apps, Content, Content Creators, Digital Media, Internet, News, Online Portals, Publishing, Search Engine, SEO, Video","Advertising, Apps, Content and Publishing, Internet Services, Media and Entertainment, Sales and Marketing, Software, Video",AOL is an online service provider and web portal,"AOL Lifestream is a web-based application that enables users to keep track of all their comments on social networking sites. Integrated with AIM Express, AIM 7, and AIM for Mac, users can publish their statuses, reply to comments on networking sites from their Lifestream tab, and more. AOL Lifestream is a product of [AOL](https://www.crunchbase.com/organization/aol#/entity).",http://www.linkedin.com/company/aol,,http://twitter.com/aol,http://www.facebook.com/aol
"App Tech Labs, Corp.",https://www.crunchbase.com/organization/app-tech-labs-corp,https://www.wnl24.com/,"Advertising Platforms, Apps, Desktop Apps, Enterprise Software, Local Advertising, Mobile Advertising, Mobile Apps, News, Video Advertising","Advertising, Apps, Content and Publishing, Media and Entertainment, Mobile, Other, Sales and Marketing, Software",World News Live24 - Unite the reliable news to  to strengthen international cooperation -,"1.Media business  World News Live24  - Unite the reliable news to  to strengthen international cooperation -  https://www.wnl24.com/  Featured:  https://www.facebook.com/audiencenetwork/success-stories/app-tech-labs 2.Solution business IP licensing business with the US, China, Japan patented solutions",https://www.linkedin.com/in/taro-kaneko-45677329,,,https://www.facebook.com/audiencenetwork/success-stories/app-tech-labs
Appadia,https://www.crunchbase.com/organization/appadia,http://www.appadia.com,"Advertising, Advertising Platforms, Android, Apps, Internet, Location Based Services, Mobile","Advertising, Apps, Data and Analytics, Internet Services, Mobile, Navigation and Mapping, Platforms, Sales and Marketing, Software",Appadia is a mobile advertisement platform.,Simplifying Proximity Advertising,https://www.linkedin.com/company/appadia-inc-,,http://twitter.com/Appadia,https://www.facebook.com/Appadia/
AppAve,https://www.crunchbase.com/organization/appave,http://appave.mobi/,"Advertising Platforms, Apps, Mobile","Advertising, Apps, Mobile, Software",AppAve Network is a leading global mobile apps platform.,"Founded in 2015 by veteran mobile marketers, Las Vegas Nevada USA-based AppAve Network is a leading global mobile apps platform committed to helping advertisers achieve a truly global reach and recruit the most responsive and profitable users. AppAve Network offers publishers a wide range of international direct campaigns which payout regularly every Monday with no holds. Join us today and find out why both veteran mobile advertisers and affiliates are raving about us!",https://www.linkedin.com/company/appave,,https://twitter.com/appave_mobi,https://www.facebook.com/appavenetwork
AppRedeem,https://www.crunchbase.com/organization/appredeem,http://www.AppRedeem.com,"Advertising, Advertising Platforms, iOS, Mobile","Advertising, Mobile, Platforms, Sales and Marketing, Software",AppRedeem is a mobile application-based promotion and advertising platform.,"AppRedeem is an early-stage, high-growth promotion and advertising platform that drives mobile application engagement and is used by over 90% of the App Store's 100 top grossing developers.",http://www.linkedin.com/company/appredeem,,http://twitter.com/appredeem,http://www.facebook.com/AppRedeem/114783778574701
AppThis,https://www.crunchbase.com/organization/appthis,http://www.appthis.com,"Advertising, Advertising Platforms, Apps, Internet, Machine Learning, Mobile","Advertising, Apps, Artificial Intelligence, Data and Analytics, Internet Services, Mobile, Sales and Marketing, Software",AppThis is an international mobile ad tech company focused on the global app ecosystem.,"AppThis is an international mobile ad tech company focused on the global app ecosystem. It was created as a global app discovery and mobile ad platform to provide more effective advertising on mobile devices. The company targets users via a variety of ad formats, including native or in-stream and targeted appwalls. AppThis utilizes machine learning and data analytics to show advertisements to each user. It was founded in 2014 and is based in Denver, Colorado.",https://www.linkedin.com/company/appthis-llc,,,https://www.facebook.com/appthisco
Assemble,https://www.crunchbase.com/organization/assemble-7e73,http://www.assemble.tv,"Advertising, Advertising Platforms, Collaboration, Content Marketing, Information Technology, Marketing, Project Management, SaaS, Software, Video Advertising","Administrative Services, Advertising, Information Technology, Other, Sales and Marketing, Software",The project management platform for video production teams.,"A project management platform for video production, featuring production calendars, task management, asset review, approvals and more.",https://www.linkedin.com/company/assembletv,,https://twitter.com/assembletv,https://www.facebook.com/asmbltv/
AudienceScience,https://www.crunchbase.com/organization/audiencescience-inc,http://www.AudienceScience.com,"Ad Targeting, Advertising, Advertising Platforms, Digital Media, SaaS","Advertising, Media and Entertainment, Sales and Marketing, Software",AudienceScience is an enterprise digital marketing technology company empowering global marketing organizations.,"AudienceScience has transformed how global advertisers measurably connect their consumers, data, and media with an easy to use and fully transparent Enterprise Advertising Management system. It specializes in the fields of digital media, advertising platforms, and SaaS. It was founded in 2003 and headquartered in Bellevue, Washington.",http://www.linkedin.com/company/audiencescience,,http://twitter.com/AudienceScience,http://www.facebook.com/AudienceScience
Audioair,https://www.crunchbase.com/organization/airborne-media-group,http://audioair.com,"Advertising Platforms, Android, Consumer Electronics, Hardware, iOS, Mobile, Software","Advertising, Consumer Electronics, Hardware, Mobile, Platforms, Software",Audioair is a mobile application that enables its users to selectively listen to muted televisions in private and public locations.,"Audioair is a mobile application that enables smartphone and tablet users to selectively listen to muted televisions in private and public locations. The application offers many features such as social and interactive gaming capabilities, geo-specific targeting, loyalty program integration, and a dedicated advertising platform which shares its ad revenues with subscribing establishments on the Audioair network. Audioair is useful in venues such as sports bars, airports, casinos, stadiums, fitness centers, and hospitals where public televisions have been muted due to noise considerations. Audioair was launched on March 7, 2011 in Durango, Colorado.",http://www.linkedin.com/company/airborne-media-group,,http://twitter.com/AudioairNation,http://www.facebook.com/pages/Audioair/191390117602221
Bar Stars,https://www.crunchbase.com/organization/bar-stars,http://www.barstarsapp.com/,"Advertising Platforms, Apps, Location Based Services, Mobile","Advertising, Apps, Data and Analytics, Internet Services, Mobile, Navigation and Mapping, Software",Bar Stars is a social discovery app making it easier to meet new people and connect with friends in real life and in person.,"Bar Stars is a social discovery application designed to take all of the logistical, social, and emotional aspects of going out to bars. They enable its users to engage with each other in bars. It uses device location to show the number of other users, average age of the users, guy/girl ratio, and the number of Facebook friends the user has in nearby bars. The app is on the iOS platform.  Bar Stars was founded by Joe Wernig and Alex Lourido in 2015; and is headquartered in Baltimore, Maryland, United States.",https://www.linkedin.com/company/10167498?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A10167498%2Cidx%3A3-1-5%2CtarId%3A1461951478736%2Ctas%3Abar%20stars,,https://twitter.com/BarStarsApp,https://www.facebook.com/barstarsapp
Bazomb,https://www.crunchbase.com/organization/bazomb,http://www.bazomb.com/,"Advertising, Advertising Platforms, E-Commerce, Gamification, iOS, Location Based Services, Mobile, Mobile Advertising","Advertising, Commerce and Shopping, Data and Analytics, Gaming, Internet Services, Mobile, Navigation and Mapping, Platforms, Sales and Marketing, Software",Hyperlocal Mobile Advertising Platform,"Bazomb is a social media company and the creator of a next generation Hyperlocal Mobile Advertising Platform called Where's Bazomb?.  Bazomb's mission is to take online click-though rate (CTR) to a new level leveraging mobile devices. Bazomb has created hyperlocal CTR where consumers are taken beyond a business' website and delivered to the front door of a business generating brand engagement and driving incremental revenue.  Where's Bazomb? is a social game where consumers play to win money and earn deals from local businesses. Where's Bazomb? embraces the success of location-based check-in, mobile deals, and sweepstakes to engage and reward consumers through gamification with local businesses in ways not found today! Where's Bazomb? is patent pending and available to play in Bakersfield, California.",https://www.linkedin.com/company/bazomb-inc-/,,https://twitter.com/bazomb_kc,https://www.facebook.com/bazomb.kc
Be Smart Mobile LLC,https://www.crunchbase.com/organization/be-smart-mobile-llc,http://besmart.technology,"Advertising Platforms, Developer Platform, E-Commerce, E-Commerce Platforms, Information Technology, Mobile Apps, Music Streaming, Social Media, Software, Web Apps","Advertising, Apps, Commerce and Shopping, Information Technology, Internet Services, Media and Entertainment, Mobile, Music and Audio, Software","Be Smart Mobile specializes in the fields of information technology, advertising, developer, and E-commerce platforms.","Be Smart Mobile is a computer software company that specializes in the fields of information technology, advertising, developer, and E-commerce platforms. It helps the new Influencers with the control and power of the business are held by the owners' content. The company was founded in 2015 and headquartered in Florida, United States.",https://www.linkedin.com/company/11325096/,,https://twitter.com/BeSmartMobile,https://www.facebook.com/besmartmobilellc/
"Become, Inc.",https://www.crunchbase.com/organization/become,http://www.become.com,"Advertising Platforms, E-Commerce Platforms, Price Comparison, SaaS, Search Engine, Shopping","Advertising, Commerce and Shopping, Internet Services, Software",Become is a large syndication network for Product Ads. Become helps online merchants increase sales and publishers monetize their traffic.,"Become, Inc. provides cloud-based performance marketing and SaaS solutions that benefit online retailers, web & mobile publishers and online shoppers (Product Ads, Channel Management, Feed Optimization, Analytics and more).  Become helps merchants increase sales, publishers monetize traffic and consumers make more informed shopping decisions.  With over 500 publishers, Become operates the world’s largest syndication network for Product Ads. A truly global company, Become, Inc. generates over 70% of its revenue outside the US. With operations in the United States, the United Kingdom, Germany, Italy, France, Austria, Japan, and the Philippines, we leverage our growing global footprint to provide unmatched solutions to our partners and shoppers. Become, Inc. is a profitable, privately held company with headquarters in Sunnyvale, California. Key investors include TPG, Transcosmos, Inc., European Founders Fund and Ron Conway.",http://www.linkedin.com/company/41860,,http://twitter.com/Become,http://www.facebook.com/becomecom
