Organization Name,Organization Name URL,Website,Industries,Industry Groups,Description,Full Description,LinkedIn,Hub Tags,Twitter,Facebook
ACS Technologies,https://www.crunchbase.com/organization/acs-technologies-2,http://www.acstechnologies.com,"Information Services, Project Management, Software","Administrative Services, Information Technology, Other, Software","ACS Technologies is the leading provider of information management solutions for churches, schools and other faith-based organizations.","ACS Technologies is the leading provider of information management software and service solutions to nearly 50,000 churches, schools, and organizations. With brands such as ACS™, PDS™, The City, Realm®, and HeadMaster™, ACS Technologies enables churches, schools, and organizations to manage every area of their ministry. ACS Technologies is headquartered in Florence, SC with offices in Phoenix and Seattle.",,,http://twitter.com/acstech,http://www.facebook.com/acstechnologies
Acunote,https://www.crunchbase.com/organization/acunote,http://www.acunote.com,"Collaboration, Project Management, Public Relations, Software","Administrative Services, Other, Sales and Marketing, Software",Acunote provides online project management and scrum software for enterprises.,"Acunote is a project management and Scrum software made by Pluron, Inc. (DBA Acunote), a web startup based in Silicon Valley.  Acunote provides companies with the ability to manage software development, online project management and IT project management for the whole company. It is fast and easy to use, shows actual progress, provides powerful analytics, works for the whole company as a unified project means of communication and collaboration tool and integrates well with existing tools.",https://www.linkedin.com/company/pluron-inc.,,https://twitter.com/acunote,https://www.facebook.com/acunote
Adeaca,https://www.crunchbase.com/organization/adeaca,https://www.adeaca.com/,"Enterprise Software, Information Technology, Project Management, SaaS, Software","Administrative Services, Information Technology, Other, Software","SaaS, Project Business Automation","Adeaca is the creator of Project Business Automation, a single platform for project-based companies to run their entire business.  •	Integrate project management, financials and analytics in one system •	Eliminate point solutions and the resources needed to maintain them  •	Gain real-time insight for better business decisions and better outcomes  Whether you call them projects, jobs, engagements or contracts, they are still projects. If your company’s products and services are delivered to your clients through projects, you are a Project Business. You need a Project Business solution. Adeaca Project Business Automation is an all-in-one business management cloud solution for project-based companies, including construction & engineering, engineer-to-order manufacturing and professional services firms. Adeaca brings all the project functionality (project management and operations, project financials and accounting, project and portfolio analytics) inside the Microsoft Dynamics ERP so everything works together seamlessly in real time. This gives you unprecedented insight and control into your business. Run your project business in real time on one cloud platform that supports every project business stakeholder with Adeaca Project Business Automation. Adeaca counts blue-chip project-based enterprises like Northrop Grumman, Johns Hopkins, and APi Group as its customers.",https://www.linkedin.com/company/adeaca-corp.,,https://twitter.com/AdeacaNews,https://www.facebook.com/AdeacaCorp/
Administrative Controls Management,https://www.crunchbase.com/organization/administrative-controls-management,http://www.acmpm.com,"Consulting, CRM, Information Technology, Project Management, Training","Administrative Services, Education, Information Technology, Other, Professional Services, Sales and Marketing, Software","Administrative Controls Management provide the most timely, cost effective solutions to your project management concerns.","ACM is a full service program and project management consulting firm that was incorporated in 1985.  ACM is headquartered in Ann Arbor, Michigan, and has offices in Westerville, Ohio; Charlotte, North Carolina; and Irvine, California.  ACM’s services include project controls, cost estimating, program and project management oversight, owner representative and project oversight, planning, scheduling, and training.",,,,
Adnova Group,https://www.crunchbase.com/organization/atomicgarden-6815,http://www.adnovagroup.com,"Consulting, Information Technology, Management Consulting, Marketing, Mobile, Product Management, Project Management, Sales, Software","Administrative Services, Information Technology, Mobile, Other, Professional Services, Sales and Marketing, Software",Agile Management Consulting,"Adnova Group, based in Alpharetta, Georgia, was founded in 2003. Since that time, we have helped businesses of all sizes, across many industries, realize growth and success. Our founders are both children of parents that owned small service businesses. Our entrepreneurial experience drives us to help other businesses grow faster. Today, Adnova Group specializes in helping businesses transform their strategic management and sales operations into an agile, high performing growth engine.",https://www.linkedin.com/company/adnova-group,,https://twitter.com/adnovagroup,https://www.facebook.com/adnova-group/
Advaiya,https://www.crunchbase.com/organization/advaiya,https://www.advaiya.com,"Analytics, Business Intelligence, Cloud Data Services, Consulting, Data Visualization, Enterprise Applications, Information Technology, Project Management, Software","Administrative Services, Apps, Data and Analytics, Design, Information Technology, Internet Services, Other, Professional Services, Software",Making technology work,"Making Technology Work is our mantra. We partner through your digitalization journey—from identifying a roadmap to deploying the right applications and effective analytics, and leveraging advanced digital opportunities. For businesses there can be multiple starting points based on the needs and current infrastructure, our role is to facilitate tailored digital transformations by enabling the nexus of analytics and business applications. With sensitivity to their current state, we implement and help adopt technology solutions which allow businesses to mature—harnessing the power of technology. Our clients gain increased productivity, smoother work management and better decisions with our products and services. Our solutions, with power of cloud, make available enterprise level innovation and tech enablement, allowing growth minded companies use right technologies quickly. Business Applications and Analytics Solutions by powered by a tailored set of relevant technologies and tools, our solutions allow business to enhance their decision-making skills, deliver superior customer experience, increase business productivity, and initiate technology-led innovation",https://www.linkedin.com/company/advaiya-inc,,https://twitter.com/Advaiyasolns,https://www.facebook.com/advaiya.solutions
Agile-Estimator,https://www.crunchbase.com/organization/agile-estimator,http://www.agile-estimator.com,"Project Management, Software","Administrative Services, Other, Software",Cloud Based IT Project Intelligence,"Agile Estimator is a cloud based IT project estimating tool. AE provides the estimating intelligence to position projects for success. AE saves time and money, increases efficiency, and drives profitability. AE is designed for individuals and teams in IT services, marketing agencies, and corporations.",http://www.linkedin.com/company/1522750,,http://twitter.com/agileestimator,http://www.facebook.com/pages/Agile-
AgileZen,https://www.crunchbase.com/organization/agilezen,http://agilezen.com,"Enterprise Software, Internet, Project Management, Software","Administrative Services, Internet Services, Other, Software","AgileZen, a project management app, allows users to organize tasks, and trace other team members’ and the overall project’s progress.",AgileZen provides agile project management applications to for software development.  The company was acquired by [Rally Software](/organization/rally-software) in April 2010.,,,http://twitter.com/agilezen,http://www.facebook.com/pages/AgileZen/145305312168265
Aha!,https://www.crunchbase.com/organization/aha,https://www.aha.io/,"Content Marketing, Digital Marketing, Enterprise Software, Innovation Management, Marketing, Product Management, Productivity Tools, Project Management, SaaS, Software","Administrative Services, Other, Professional Services, Sales and Marketing, Software",The world's #1 product roadmap and marketing planning software,"Aha! is the world's #1 product roadmap and marketing planning software. We help more than 5,000 innovative companies build and launch products customers love. More than 250,000 users worldwide trust Aha! to set brilliant strategy, capture customer ideas, create visual roadmaps, and manage breakthrough marketing programs. The company was founded in 2013 by Silicon Valley veterans and product and marketing experts Brian de Haaff and Dr. Chris Waters. Aha! is the 13th fastest-growing private software company in the U.S. on the Inc. 5000 list. The company is self-funded and profitable with an entirely remote team. Learn more at www.aha.io.",https://www.linkedin.com/company/aha-labs-inc-/,,https://twitter.com/aha_io,https://www.facebook.com/Aha.Product.Roadmap.Software/
AirCharter.com & FlightTime,https://www.crunchbase.com/organization/flighttime,https://www.flighttime.com/,"Air Transportation, Enterprise Software, Internet, Project Management, Software Engineering","Administrative Services, Internet Services, Other, Science and Engineering, Software, Transportation",FlightTime develops Air Charter Management Program for companies that charter aircraft. A booking platform for private aviation anywhere.,"FlightTime.com, formerly Flight Time Corporation, becomes The Global Aviation Network with the acquisition of Wyvern Ltd. and Mach-1. Since 1985, FlightTime.com has specialized in providing premium air charter to travelers worldwide. FlightTime.com’s expert knowledge of global air transportation has made us the leading provider of air charter services worldwide. FlightTime.com’s extensive presence with offices in Boston, New York, Washington D.C., Atlanta, Miami, San Francisco, Los Angeles, London, Amsterdam, Bremen, and Milan puts us in a unique position to ensure that even the most complex travel missions, whether domestic or international, are a success. LAS VEGAS, NEVADA, February 2, 2000 Flight Time Corporation, the global leader in air charter, today announced it will acquire Wyvern Ltd., an industry-leading safety and compliance auditing firm, and MACH-1 Software Corporation, a provider of aviation enterprise management software, and rename the company FlightTime.com. FlightTime.com will leverage the well-known safety and superior technology components associated with Wyvern and MACH-1 with the company’s existing e-commerce site AirCharter.com to create the first, audited global aviation network. FlightTime.com also announced it has received substantial financial backing from Southeast Interactive Technology Funds (SEI) and BancBoston Ventures to fund the company’s rapid growth, extensive future technology investments and commitment toward the marketing and distribution of charter going forward. “Until now, the charter industry has lacked a single one-stop resource to find and book aircraft from an aviation network, ” said Robert McBride, president of FlightTime.com. “With these acquisitions and new funds, FlightTime.com will integrate global supply and distribution to create an “end-to-end” network built on a single platform, providing real-time access to a global fleet of audited aircraft residing on a single, intelligent system via the Internet.” The acquisition of Wyvern Ltd. is one component of FlightTime.com’s move to create a seamless and fully integrated solution for the aviation industry by using the company’s extensive expertise and objective information on the safety, quality and service of specific aircraft and operators on four continents. The comprehensive standards of performance provided by Wyvern cover areas of operations, auditing, management and administration, flight operations and maintenance. Wyvern Ltd. will operate independently of FlightTime.com as a wholly-owned subsidiary. “Wyvern reinforces FlightTime.com’s commitment to providing a world-class aviation solution,” said Walter Lamon, III, president of Wyvern Ltd. “They intend to extend the network aggressively over the next eighteen months as part of their goal to create a fully audited network.” “Incorporating Wyvern data into the FlightTime.com business is an important step in their ability to offer global access to the most credible and reliable safety information in the aviation industry, ” said Jane McBride, founder and chief executive officer of Flight Time. “Their clients depend on operators cleared by Wyvern, which is synonymous with quality, safety and reliability.” MACH-1’s advanced technology and design will provide the technological infrastructure for FlightTime.com. MACH-1 is the most advanced software product available to the general and business aviation market that integrates a variety of complex aviation software functions into a seamless system, increasing productivity, supporting extensive business and industry intelligence, and eliminating data-entry duplication. With the acquisition, FlightTime.com has purchased the exclusive global aviation rights to use Visual Knowledge™, the proprietary development platform upon which MACH-1 is built. The unique design of FlightTime.com’s web-based program will allow operators using the network to book aircraft from other operators participating in the system.",https://www.linkedin.com/company/air-charter-llc,,https://twitter.com/CharterAir,https://www.facebook.com/flighttimecom/
Aisle Planner,https://www.crunchbase.com/organization/aisle-planner,http://www.aisleplanner.com,"Business Intelligence, PaaS, Project Management, Publishing, SaaS, Software, Wedding","Administrative Services, Community and Lifestyle, Content and Publishing, Data and Analytics, Events, Media and Entertainment, Other, Software","Stylish, detail oriented and highly efficient marketing, client management and planning platform for the wedding and event industry","Aisle Planner is a stylish, detail-oriented, and highly efficient marketing, client management, and planning platform for the wedding and social event industry.",http://www.linkedin.com/AislePlanner,,http://twitter.com/AislePlanner,http://www.facebook.com/aisleplanner
Akomplish,https://www.crunchbase.com/organization/akomplish,http://akomplish.com/,"Developer Tools, Project Management, Software, Task Management","Administrative Services, Other, Software","Akomplish is a few tech and productivity junkies, not to mention their addiction to creativity and innovation.","They are a few tech and productivity junkies, not to mention our addiction to creativity and innovation. So why not create tools that bring it all together? Well, they couldn't think of a reason.",https://www.linkedin.com/company/2425786?trk=tyah&trkInfo=tarId%3A1420819754263%2Ctas%3AAkomplish%2Cidx%3A2-1-2,,https://twitter.com/akomplishment,https://www.facebook.com/Akomplish
all.pro,https://www.crunchbase.com/organization/all-pro,http://all.pro,"Collaboration, Project Management, Public Relations, Software","Administrative Services, Other, Sales and Marketing, Software",Project Management Software,"all.pro is online project management software that includes an individual task manager, team sharing, and incorporates a conference call service. ",,,http://twitter.com/alldotpro,
Allant Group,https://www.crunchbase.com/organization/allant,http://www.allantgroup.com,"Advertising, Analytics, Big Data, Data Integration, Information Technology, Marketing, Marketing Automation, Predictive Analytics, Project Management","Administrative Services, Advertising, Artificial Intelligence, Data and Analytics, Information Technology, Other, Sales and Marketing, Software","Allant is a company that specializes in multi-source data data aggregation, and advance data analytics.","Allant is a marketing technology services provider that delivers end-to-end omni-channel marketing services. Allant’s expertise and market knowledge enables the delivery through faster customer and 3rd party data integration, improved analytical insights, easy to understand data visualizations, and effective campaign management execution to enable personalized communication by marketers to acquire, retain and winback customers.  Allant is a privately held company headquartered in the Chicago area. For more information, call 800.367.7311 or visit allantgroup.com.",https://www.linkedin.com/company/18801/,,https://www.twitter.com/theallantgroup,https://www.facebook.com/allantgroup/
Allocable,https://www.crunchbase.com/organization/allocable,http://Allocable.com,"Business Intelligence, Enterprise Software, Human Resources, Productivity Tools, Project Management, SaaS","Administrative Services, Data and Analytics, Other, Software",Expertly Combines Time Tracking with Business Intelligence,"Incorporate time tracking data with people and projects to visualize the past, present and future health of a single project, or your whole business, in minutes. Allocable Allows You To Better Understand Key Performance Indicators:  BUDGETING | Quickly visualize if projects are profitable and budgeted efficiently – understand real-time burn down metrics. PLANNING | Learn what your workforce spends time on and quickly gauge the accuracy of your project planning. FORECASTING | Forecast your workforce & project pipeline efficiently – save time, hire more, sell more, and make better decisions. OPTIMIZATION | Increase productivity and optimize your workforce by keeping your resources fully utilized – and profitable. Imagine having one place to track your time & expenses, handle resource allocation, view project & workforce analytics all with beautiful BI dashboards built for the different roles in your business.",https://www.linkedin.com/company/allocable,,https://twitter.com/getallocable,https://www.facebook.com/Allocable
Allucent,https://www.crunchbase.com/organization/allucent,https://allucent.io/,"Cloud Data Services, Construction, Database, Productivity Tools, Project Management, SaaS, Software","Administrative Services, Data and Analytics, Information Technology, Internet Services, Other, Real Estate, Software",Allucent develops a cloud-based short-term scheduling application for the construction industry.,"Allucent develops a cloud-based short-term scheduling application for the construction industry. It integrates scheduling and project management systems into a collaborative scheduling platform. Allucent pulls data from and pushes data to the master schedule, allows for schedule updates from the field, tracks productivity rates, prioritizes project documents based on the schedule, and allows users to see the health of the project at a glance.",https://www.linkedin.com/company/allucent/,,,
ALM Works,https://www.crunchbase.com/organization/alm-works,https://almworks.com,"Enterprise Software, Project Management, SaaS, Software","Administrative Services, Other, Software","ALM Works is a software company for SaaS, Project Management, Portfolio Management, Resource Management, Agile, and Atlassian Apps","ALM Works is a software company for SaaS, Project Management, Portfolio Management, Resource Management, Agile, and Atlassian Apps. The company develops specialized project management solutions that empower program managers and portfolio managers who oversee multiple projects. It also focuses on application lifecycle management and software development process. ALM Works provides the traceability, automated processes, and consistent reporting across the lifecycle that can improve quality, productivity, and overall management of the entire development lifecycle. The company goal is to make it easy for everyone involved in a software project to follow, maintain and improve processes that exist in an organization. ALM Works was founded in 2004 and was an early contributor to the Atlassian ecosystem and is based in Newton, Massachusetts, USA.",https://www.linkedin.com/company/alm-works/,Pledge 1%,https://twitter.com/almworks,https://www.facebook.com/almworks
AlphaBOLD,https://www.crunchbase.com/organization/alphabold,https://alphabold.com/,"Cloud Infrastructure, Cloud Management, Consulting, Information Technology, IT Infrastructure, IT Management, Management Consulting, Project Management, Software","Administrative Services, Hardware, Information Technology, Internet Services, Other, Professional Services, Software",Microsoft Dynamics Partner Consultant,"AlphaBOLD is a global leader in next-generation business transformation and consulting. We enable clients all over US to navigate their digital transformation. With collectively three decades of experience in managing the systems and working of global enterprises, we expertly steer our clients through their digital journey. We do it by enabling the enterprise with Dynamics 365 or Oracle NetSuite core that helps prioritize the execution of change.  We also empower the business with agile digital at scale to deliver unprecedented levels of performance and customer delight. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise, and ideas from our innovative ecosystem. AlphaBOLD implements Dynamics 365, SharePoint, Power BI, Oracle NetSuite and a plethora of other custom solutions for its customers. From end to end digital implementations to planning, design, development and roll-out of various business applications, BOLDEnthusiasts are capable of delivering it all. AlphaBOLD has developed vertical specific solutions for Construction, Manufacturing and Retail companies to help them reach their true potential. AlphaBOLD also offers add-ons that can be installed easily on existing systems and help boost the productivity of an organization significantly. Our add-ons include BOLD-HI, BOLDSync etc.",https://www.linkedin.com/company/alphabold,,https://twitter.com/alphaboldinc,https://facebook.com/alphabold/
Anagha Group,https://www.crunchbase.com/organization/anagha-group,http://www.AnaghaGroup.com,"CRM, Lead Generation, Project Management, Software","Administrative Services, Information Technology, Other, Sales and Marketing, Software",Sales and Marketing Technology Solutions,"Anagha Group provides sales and marketing technology / software solutions for small and medium sized businesses as well as Fortune 500 class enterprises.   It also provides consulting services in the areas of customer relationship management, loyalty management, online lead generation and marketing catalog management.  Anagha Group also serves as a online lead generation and lead aggregation service provider for several industry verticals.",,,,
