Organization Name,Organization Name URL,Website,Industries,Industry Groups,Description,Full Description,LinkedIn,Hub Tags,Twitter,Facebook
100Plus,https://www.crunchbase.com/organization/100plus,https://www.100plus.com,"Consumer Electronics, Fitness, Health Care, Software, Wellness","Consumer Electronics, Hardware, Health Care, Software, Sports",100Plus is the fastest-growing Remote Patient Monitoring Platform for doctors to manage their chronic patients to avoid episodic care.,"100Plus is the fastest-growing remote patient monitoring platform empowering doctors to manage their chronic patients remotely and proactively engage them to avoid expensive, episodic care and drive a higher quality of life. When a Medicare patient receives a 100Plus medical device, it’s at no cost to the patient or practice, fully configured, and ready to use out of the box — no smartphone, app, Bluetooth, or WiFi required. Reduce episodic care and improve patient care by continuously monitoring high-risk seniors in your population.",https://www.linkedin.com/company/100plus,,https://twitter.com/100plus,https://www.facebook.com/100plus/
101 Telco Solutions,https://www.crunchbase.com/organization/101-telco-solutions,http://www.101telco.com/,"Enterprise Software, Telecommunications, Wireless","Hardware, Mobile, Software","101 Telco Solutions is a  provides wireless, wireline, cable and enterprise services.","101 Telco Solutions is a  provides wireless, wireline, cable and enterprise services providers, OEMs, and government agencies with high-quality depot-level testing, repair, engineering and logistic services that save time and money.   They pride their selves on being able to deliver multi-vendor test and repair with the fastest turn around times for a broad range of today’s top equipment. 101 Telco Solutions also provides certified pre-owned and new products, spare parts management, warehousing and distribution, capital asset management, excess inventory disposition, as well as spare parts management, reverse logistics, all at competitive prices.",https://www.linkedin.com/company/101-telco-solutions-inc./,,,
1040.com,https://www.crunchbase.com/organization/1040-com,https://www.1040.com/,"Robotics, Software","Hardware, Science and Engineering, Software",1040 designs and develops online federal income tax return software.,"We're a small group of tax professionals, programmers, writers and designers. Our parent company, Drake Software, has been making professional tax software since 1977, and we've taken that core expertise and distilled, honed, crafted and polished it for the home user.",,,https://www.twitter.com/taxesonline,https://www.facebook.com/taxesonline/?fref=ts
11 Bridges,https://www.crunchbase.com/organization/11-bridges,http://11-bridges.com/,"Computer, Software","Consumer Electronics, Hardware, Software",11 Bridges is a web service company.,"11 Bridges is a web marketing and design firm located in Portland, Oregon. They create simple, effective websites, applications, and marketing campaigns for companies all across the USA. When you hire us you're not just paying for standard web services.  You're making a lasting investment in your brand and company's success.",https://www.linkedin.com/company/11-bridges/,,https://twitter.com/11bridges,
123Proposal Automation Software,https://www.crunchbase.com/organization/123proposal-automation-software,https://www.123pas.com/,"Computer, Industrial Automation, Software","Consumer Electronics, Hardware, Manufacturing, Science and Engineering, Software","123Proposal Automation Software, Inc. (123PAS.com) specializes in a ""Different Type"" of Proposal Automation.","123Proposal Automation Software, Inc. (123PAS.com) specializes in a ""Different Type"" of Proposal Automation. Their Software helps your Proposal Team improve response times for RFPs and other types of proposal requests, and relieves your Team of ""Tedious and Repetitive"" Production Tasks. Their tools can also be used as a ""Companion"" to software applications like SharePoint, Privia, VPC, Qvidian and other ""Content Management"" software applications with ""Little to No Overlap"" in Features. Using thier Automation Tools, simply put, allows their company to spend more time “Polishing” your Proposal to make it more “Compelling” and less time on the overall production of the proposal.",https://www.linkedin.com/company-beta/3374591/,,,
12Sided Technology,https://www.crunchbase.com/organization/12sided-technology,http://www.12sidedtech.com,"Analytics, Big Data, Network Security, Real Time, Software, Telecommunications","Data and Analytics, Hardware, Information Technology, Other, Privacy and Security, Software",12Sided Technology provides a data capture and analytics platform.,"12Sided Technology develops tools and solutions that are able to capture, analyze, store, and stream real-time data about networks. 12Sided Technology offers 1U Appliance and 2U Appliance, products that are able to capture network data from span ports, fiber taps, and packet aggregators. 12Sided Technology was founded by Peter Nabicht, Phil Vachon, and Chris Casano in November 2013. It is based in New York.",http://www.linkedin.com/company/5019190,,http://twitter.com/12sidedtech,
12th Wonder,https://www.crunchbase.com/organization/12th-wonder,https://www.12thwonder.com/,"Analytics, Artificial Intelligence, Information Technology, Robotics, Software","Artificial Intelligence, Data and Analytics, Hardware, Information Technology, Science and Engineering, Software","Enterprise Software, Data Analytics, SaaS, Robotic process automation, Big data, Artificial Intelligence, Custom Application, Cloud","Established in 2012, 12th Wonder is a California-based Software development company developing cutting edge applications to accelerate digital transformation. Our engineers and data scientists specialize in product engineering, designing and developing custom applications using both open source and propriety software technologies. We have successfully transformed many manual processes to flexible automated workflows. Our products, deployed in three continents, are intuitive to use and engineered for simplicity. We have a proven track record of delivering complex products and applications that have exceeded our customers’ expectations.",https://www.linkedin.com/company/12thwonder,,https://www.twitter.com/theme_fusion,https://www.facebook.com/12th-Wonder-LLC-1861367877417167/
133T.,https://www.crunchbase.com/organization/133t-db8f,http://www.133t.com,"Human Resources, Information Technology, Recruiting, Social Media, Social Network, Social Recruiting, Software Engineering, Staffing Agency, Virtual Reality","Administrative Services, Hardware, Information Technology, Internet Services, Media and Entertainment, Professional Services, Science and Engineering, Software",133T is the world's first patented Automated job platform. Our ideology is to develop solutions that are efficient and cost effective,"133T, (LEET), provides an automated, streamlined, modern platform for professionals and employers, yet creating the ultimate job searching experience for professionals and a highly competitive nimble product for companies of all sizes. 133T’s MVP is a profile based platform.  Our patented Auto Apply technology allows professionals to apply for multiple jobs without having to spend time in front of the desktop or mobile devices.   Employers will get perfect candidate matches while they're focusing on other business activities. As a technology application leader, we will leverage new technology to partner with companies of all sizes to provide solutions from recruiting to human capital management globally. ",https://www.linkedin.com/company/11048055/,,https://twitter.com/133TJobs,https://www.facebook.com/133TJobs/notifications/
1530 Technologies,https://www.crunchbase.com/organization/1530-technologies,http://www.1530technologies.com/,"Computer, Customer Service, Electronics, Information Technology, Service Industry, Software","Consumer Electronics, Hardware, Information Technology, Other, Professional Services, Software",1530 Technologies is a customer focused solutions company.,1530 Technologies is a customer focused solutions company. That means your problems get solved first. Sometimes that means a lot of work needs to be done & sometimes it doesn't.,https://www.linkedin.com/in/griffincaprio,,https://www.twitter.com/gcaprio,
16 Mile Solutions,https://www.crunchbase.com/organization/16-mile-solutions,,"Computer, Enterprise Software, Information Technology, Software","Consumer Electronics, Hardware, Information Technology, Software","16 Mile Solutions, LLC develops electronic data interchange solutions. It offers 16 Mile OV, a hosted purchase order visibility software","16 Mile Solutions, LLC develops electronic data interchange solutions. It offers 16 Mile OV, a hosted purchase order visibility software solution for supply chain, communication, collaboration, and data exchange. The company offers its products for retail, transportation, logistics, quality, inspection, print and packaging, and financial sectors. 16 Mile Solutions, LLC was founded in 2006 and is based in Seattle, Washington.",,,,
18Angles,https://www.crunchbase.com/organization/18angles,http://www.18angles.com/,"Augmented Reality, Collaboration, Virtualization","Hardware, Information Technology, Other, Software",Virtual and Augmented Reality (VR/AR) will transform the way people communicate and collaborate.,Virtual and Augmented Reality (VR/AR) will transform the way people communicate and collaborate. 18Angles is exploring and inventing new human communication patterns for this next wave of immersive computing... Stay tuned.,,,https://twitter.com/18angles,
1904Labs,https://www.crunchbase.com/organization/1904labs,https://1904labs.com,"Cloud Infrastructure, Data Center, Software","Hardware, Information Technology, Internet Services, Software",1904Labs offers specialized software solutions that provides companies with a sustainable competitive advantage.,"1904Labs offers specialized software solutions that provide companies with a sustainable competitive advantage. Their products include cloud software, data engineering, and decision science solutions focused on serving corporations with a culture that attracts and retains startup oriented talent using an agile team based model. 1904Labs was founded in 2016 and is based out of St. Louis,, Missouri.",https://www.linkedin.com/company/1904labs,,https://twitter.com/1904Labs,https://www.facebook.com/1904Labs
19th Hole Swag,https://www.crunchbase.com/organization/19th-hole-swag,http://19thHoleSwag.com,"Fashion, Retail Technology","Clothing and Apparel, Commerce and Shopping, Design, Hardware, Software","A members only website for golf lifestyle fashion and accessories. Unique products from all over the country, not found in most pro shops","We are a members only flash sale clothing and accessories website for brands that promote the golf lifestyle and target the golfer that likes to add a little more style and class to his/her game. Here at 19th Hole Swag, our goal is to bring you unique products from around the country at prices you won't find unless you are at the right place at the right time.",,,,http://www.facebook.com/19thHoleSwag
1Call,https://www.crunchbase.com/organization/1call,https://www.1call.com/,"Information Technology, Messaging, Privacy, Software, Telecommunications","Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Privacy and Security, Software","1Call, the best communications solutions for all your Call Center, Secure Texting, On Call Scheduling, and Automated Notifications Workflow."," 1Call has been a leading provider of communication applications since 1976. 1Call and AMTELCO are well known in various industries for continually developing innovative call center solutions, backed by superior 5-star service and support.",https://www.linkedin.com/company/1call-amtelco/,,https://twitter.com/AMTELCO1Call,https://www.facebook.com/1CallAmtelco/
1stPoint Communications,https://www.crunchbase.com/organization/1stpoint-communications,http://www.1pcom.net/,"CRM, Information Technology, Internet, iOS, Mobile, Telecommunications","Hardware, Information Technology, Internet Services, Mobile, Platforms, Sales and Marketing, Software",1stPoint Communications is a full service telecommunications carrier.,"1stPoint Communications is a full service telecommunications carrier specializing in the convergence of voice, data and video technology, bringing together wireline, wireless and mobile solutions to provide the ideal service for our clients' homes, small businesses or enterprises. Based on our state of the art metro Ethernet and long haul data networks, robust Internet network and our CLEC interconnections, we have created best of breed technology solutions that allow our customers to derive more value",https://www.linkedin.com/in/joshbland,,,https://www.facebook.com/1pcom
20/20 Display Technologies,https://www.crunchbase.com/organization/20-20-display-technologies,http://2020display.com/,"Android, Consumer Electronics, Eyewear","Consumer Electronics, Consumer Goods, Hardware, Mobile, Platforms, Software",Goodbye Glasses! Introducing Smartphone Screens that will Correct Your Vision,"A new cutting-edge technology invented by researchers at the University of California Berkeley is creating quite the buzz. This innovative technology enables people to view their smartphones, tablets, and other devices without having to wear eyeglasses!! This exciting new technology has been featured in high profile publications such as Forbes, FOXNews, CBS News and BBC News. Scientific American even called it one of the top 10 world changing inventions in 2014. Their solution allows people to view their devices without having to wear glasses, contacts, or receive extensive surgeries. Their proprietary technology can be retrofitted to your current electronic devices to help you read emails, view videos or search the web without the annoying and expensive headgear! This technology is a combination of a simple pinhole mask layer on standard screens along with their proprietary software. This software alteration in the display content will allow the individual to see the image in sharp focus without wearing corrective eyewear.",https://www.linkedin.com/company/20-20-display-technologies,,https://twitter.com/2020display,https://www.facebook.com/2020display
2020 Companies,https://www.crunchbase.com/organization/2020-companies,http://www.2020companies.com,"Consumer Electronics, Consumer Goods, Consumer Reviews, Consumer Software, Direct Sales, Events, Marketing, Retail, Retail Technology, Sales","Commerce and Shopping, Consumer Electronics, Consumer Goods, Events, Hardware, Media and Entertainment, Sales and Marketing, Software",2020 Companies is one of the premier outsourced sales and marketing agencies in the United States.,"2020 Companies, LLC provides enterprise technology and performance optimization solutions for government and commercial clients. We train our staff to succeed in any environment, whether it be retail stores, events, pop-up shops, or wholesale roadshows. Equipping our people with the experience and flexibility to build brand strength and awareness is our specialty. We have custom services for the custom client-needs.",https://www.linkedin.com/company/40052,,https://www.twitter.com/2020companies,https://www.facebook.com/2020companies
2020CV Inc.,https://www.crunchbase.com/organization/2020cv-inc,http://2020cv.com,"Augmented Reality, Computer Vision, Machine Learning, Mobile Apps","Apps, Artificial Intelligence, Data and Analytics, Hardware, Mobile, Software",2020CV utilizes machine learning and computer vision to build mobile apps.,2020CV utilizes machine learning and computer vision to build mobile apps.,,,https://twitter.com/2020cv_inc,https://www.facebook.com/2020cv/
219 Design,https://www.crunchbase.com/organization/219-design,http://www.219design.com,"Consulting, Electronics, Human Computer Interaction, Mechanical Engineering, Product Design, Software, Software Engineering, UX Design","Consumer Electronics, Design, Hardware, Professional Services, Science and Engineering, Software","219 Design is a product engineering firm w/expertise spanning mechanical, electronic, software, and firmware & cross-industry experience.","219 Design is a Silicon Valley based interdisciplinary product engineering firm with expertise in mechanical, electronic, software, and firmware engineering as well as UI/UX.  We don't stick to one sandbox. Having everything in-house allows us to move quickly and deliver high quality results. We create solutions by seamlessly integrating multiple engineering disciplines to cross boundaries and challenge assumptions.   We have deep experience across many industries and disciplines. Surgical Robotics, Consumer Electronics, Medical Devices, IoT Devices, Personal Transportation, Robotic Food Prep, Ruggedized Electronics, Embedded Computing, GUI Development, BLE Systems, Capacitive Sensing, Rechargeable Devices, VR Development, Mechanism Design, Early Prototyping, Design for Manufacturing, Battery Management, PCB Design, Test-Driven Development, and everything in between.    We accelerate your product development by extending your team, managing your development, or a mixture of both. With 219 Design, you get a true development partner that is in it for the long run.",http://www.linkedin.com/company/219-design,,http://twitter.com/219design,http://www.facebook.com/219-Design/105493716157302
247 Techies,https://www.crunchbase.com/organization/247-techies,http://www.247techies.com,"Hardware, Software","Hardware, Software",24/7 Techies is a technical support company providing remote technology support to the global micro SMB sector.,"24/7 Techies is a technical support company that operates with the goal of delivering an outstanding service to its clients. Growing at an encouraging rate, their services have been well received globally. Their company is built around the technical expertise of their enthusiastic team which is made up of certified professionals who enjoy what they do. Reaching across continents, their expert techies have made thousands of lives easier from the United States of America to Australia and Canada to the United Kingdom. They believe in their ability to come up with fast and simple solutions no matter how dire the situation may be.  24/7 Techies specializes in delivering remote tech support to the global Micro SMB sector. Their pricing plans are uniquely affordable and present a varied list of great services which spans from server maintenance to virus removal. Their world class IT solutions can be acquired by simply subscribing for a yearly plan or a one-time offer by registering on their website or giving us a call. Their tech team works 24 hours a day, 7 days a week and they guarantee that you will receive a satisfactory service. Armed with the best tools in the business, their remote support team is not automated and is powered by real people with years of experience and skill. 24/7 Techies is a Microsoft Certified Gold partner company which also boasts one of the highest Net Promoter Scores within the industry.",http://www.linkedin.com/company/247-techies,,http://twitter.com/247techies,http://www.facebook.com/247techiesonline
248 SolidState,https://www.crunchbase.com/organization/248-solidstate,,"Computer, Enterprise Software, Information Technology, Software","Consumer Electronics, Hardware, Information Technology, Software","248 SolidState is a software company based in Rolling Hills Estates, California.","248 SolidState is a software company based in Rolling Hills Estates, California.",,,,
24Fundraiser.com,https://www.crunchbase.com/organization/24fundraiser-com,http://www.24Fundraiser.com,"Cloud Computing, Computer, Non Profit","Consumer Electronics, Hardware, Internet Services, Other, Software",24Fundraiser is an all-in-one online fundraising platform and cloud-based donor management system.,"24Fundraiser manages and promotes fundraising efforts via a simple, cloud-based donor management system that can be accessed from any computer, tablet or smart phone.  With this product, organizations no longer have to pay for multiple systems that perform limited functions. Instead, this flexible, multi-functional, all-in-one system allows them to increase their donor pool and fundraising dollars without increasing their fundraising costs or efforts.  24Fundraiser makes it simple to: • create a database of auction items, accept bids, and communicate with bidders; • sell, issue and manage tickets to events; • promote fund-raising efforts for a single cause; • boost a donor base through digital media; • manage and track donors, and  • accept payments. Why is this innovative? For those in the business of raising money (charities, political campaigns, religious organizations, etc.) 24 Fundraiser incorporates a myriad of value-added solutions into one simple platform. It makes it easy for contributors to make a donation or participate in an event. It expands an organization’s existing donor base by promoting events and opportunities through social media. It reduces event administration overhead by automating many event management and tracking functions.",,,http://twitter.com/24fundraiser,http://www.facebook.com/24Fundraiser
24hrsDeals,https://www.crunchbase.com/organization/24hrsdeals,https://www.24hrsdeals.com/,"E-Commerce, E-Commerce Platforms, Retail, Retail Technology","Commerce and Shopping, Hardware, Internet Services, Software","24hrsDeals is an online retail company based in Lighthouse Point, Florida.","24hrsDeals is an online retail company based in Lighthouse Point, Florida. You may find deals on many different categories such as health and beauty, electronics, ptes, toys, and many more.",https://www.linkedin.com/company/http-www-24hrsdeals-com/,,https://twitter.com/24hrsdeals,https://www.facebook.com/24hrsDeals/
24ttl,https://www.crunchbase.com/organization/24ttl,https://www.24ttl.net/,"Augmented Reality, Consulting, Content Marketing, Digital Marketing, E-Commerce, Information Technology, Retail Technology","Commerce and Shopping, Hardware, Information Technology, Professional Services, Sales and Marketing, Software",e-retail consultancy and technology solutions,"At 24ttl we help brands and retailers broaden e-tailing horizons. We provide a sequence of services to improve the interaction between brands and retailers.  All our tools create a stable ecosystem to improve your e-commerce performance. We help brands drive conversions and sales in e-retail here and now. In today's long-term journey towards building a seamless retail infrastructure, we focus on developing strategies and tech solutions that have an immediate positive effect on the business's online- retail performance.",https://www.linkedin.com/company/24ttl/,,,https://www.facebook.com/24TTL/?__tn__=%3C-y.g&eid=ARAzydMdLqZaYYv_4k3MrQ9meOxgSEFBymxnDs_lutoal9xWABgcRs2FVw_OT_xWYK6hqW3I-tUKJ-d1&hc_ref=ARTnsPT33SeMywa-wDDbZYHfKUrkhHvIb36xuDMbXApktgDo3J2j3nYRjx0azpsX4zg&__xts__[0]=68.ARBHEdeqWpX3Cb87dTVVGbQa-kjsrxEGFO8zf-mluU3__Ase9DmnLYv9rX5mwIlm4hK37ZnHAADLtmP0f9kvSz7O9pL2INbpVFauiL7VtaMzHTVbiEvZ4tVd-KSwT4DgGjCiHxyhRIvOOV6Vo-i5NkVwM1gZHCIQ4FAPznlLa0kKUSlYSkSlVcnGkWEzxXv9YTz6rMSIxEPLGB_AFt2WVmJMoglIED95Yd5d4X0zkqRcEyb7nWGkD0JUESTK9TnWHuq12MbcOd_WQYzu2qSVaZLJaKh8RF8Kfvwv2gRWM3tL7K7tNfx1rtdFrkTiuUMuGKrLzmXFUH16fvJuBaNaQVfIFXgk6KfhUsfHiEj_stODljxTeNN8yzC-3y32Uj1JlIrCzE8
2600Hz,https://www.crunchbase.com/organization/2600hz,http://www.2600Hz.com,"Communications Infrastructure, Developer APIs, IaaS, Mobile, Open Source, PaaS, SaaS, Telecommunications, Unified Communications, VoIP","Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Software","2600Hz is a Unified Communications VoIP platform for Small Businesses, Resellers and Enterprise clients","2600Hz is the leading provider of mobile and cloud communications software, empowering users to take total control and ownership of telecom. Kazoo, the revolutionary open-source, distributed multi-tenant platform, is a thoughtfully engineered mixture of tools built by leaders in the telecom industry and implemented to offer a feature-rich enterprise telecom solution. 2600Hz has expanded to offer a full enterprise-PBX as well as a hosted version.  For developers building their own telephony apps, 2600Hz offers 100+ APIs that gives them full access to the building blocks of the entire platform. For more information, please visit http://www.2600Hz.com/ Founded in 2010, 2600Hz is a privately owned company based in San Francisco, California.",http://www.linkedin.com/company/2600hz,,http://twitter.com/2600hertz,http://www.facebook.com/2600hzOfficial
