Organization Name,Organization Name URL,Website,Industries,Industry Groups,Description,Full Description,LinkedIn,Hub Tags,Twitter,Facebook
AutopartsZ,https://www.crunchbase.com/organization/autopartsz,https://autopartsz.com/,"Automotive, Consumer Applications, Internet, Marketplace, Web Apps","Apps, Commerce and Shopping, Internet Services, Software, Transportation",AutopartsZ - The Best Auto Parts Finder App,"AutopartsZ is designed to be an online marketplace dedicated to addressing EVERY need of car owners in one single platform. The users of AutoPartsZ can connect to suppliers of auto parts, tires, auto paint, and nearby repair shops. Users will, therefore, be able to compare prices and make purchases using the same platform. Another attractive feature of AutoPartsZ is its VIN-decoding functionality designed to prevent users from ordering the wrong parts and endure a complicated and time-consuming returns process. AutopartsZ also features a unique tool, Repair Cost Estimator, developed to provide car owners reliable estimates of repair costs to protect themselves from being overcharged by repair shops. The estimates are generated through the application of our algorithm to the massive data set relating to auto repair services that we have acquired. Our online platform also provides access to Vehicle Title Reports at a much more competitive rate than the existing providers of similar information in the market.",https://www.linkedin.com/showcase/autopartsz/,,https://twitter.com/Autopartsz,https://www.facebook.com/autopartsz/
B3Ware - Software for Startups and SMB,https://www.crunchbase.com/organization/b3ware-software-for-startups-and-smb,https://www.b3ware.com,"Consumer Applications, Developer Tools, Software, Web Apps, Web Development","Apps, Software","B3Ware is a small software comparison website that highlights, and develops software and tools that are good for entrepreneurs and SMB","B3Ware is attempting to make it easy for entrepreneurs and SMBs to find the effective software that they need to be successful in today's competitive climate, all at an affordable rate. B3Ware also offers custom server and application development by expert and trained developers, so that businesses and innovate and build cutting-edge applications.",https://www.linkedin.com/company/b3ware-software-startups-smbs/,,https://twitter.com/b3ware_com,https://www.facebook.com/b3ware
BirdView Technologies,https://www.crunchbase.com/organization/birdview-technologies,http://birdview.com/,"Consumer Applications, Lead Management, Marketing, Software","Apps, Sales and Marketing, Software","BIRDVIEW Technologies, Inc. develops, licenses, and supports a range of Internet-based software products.","BIRDVIEW Technologies, Inc. develops, licenses, and supports a range of Internet-based software products for the residential real estate industry. The company’s suite of Web based applications provides website, lead management, marketing, and lead generation tools to brokerages and their agents in the United States. Its products include OfficeSite, which provides an Internet platform that connects offices and agents; AgentSite for real estate agents; and TeamSite that enables optimization of lead captures, distribution and management of leads, automated and manual distribution of leads, and delivery of a Web presence, as well as to provide drip marketing tools. The company also provides Leadmine Mobile that enables to capture, prioritize, and respond Internet leads from phone or computer; HOMECAST, a property publishing software that enable brokers to publish their listings on the portals; i-Mail, which provides email for the office using a common platform; LeadView, a lead management system; MLSBooster that enables to acquire new customers; NeighborhoodView that provides neighborhood information for consumers; and OfficeSite Anytime Anywhere, a mobile application that enables sellers to have buyers pulling up listing information in the front yards of homes. In addition, it offers ProspectPro that allows controlling the content, timing, and frequency of messages while tracking activity of the prospects and customers in the pipeline; and Real Office Assistant, intranets and information portals that allows organization of Real Office Assistant network, including single or multiple offices. Further, the company provides MLS Services, such as custom development and consulting, as well as performance and custom design services. BIRDVIEW Technologies, Inc. was founded in 1996 and is based in Houston, Texas with additional offices in the Chicago area, as well as satellite offices in Virginia, Florida, and California.",,,https://www.twitter.com/birdviewlabs,https://www.facebook.com/constellationwebsolutions
Biteline,https://www.crunchbase.com/organization/biteline,https://www.biteline.net,"Apps, Consumer Applications, Dental, Employment, Health Care, Information Technology, Mobile Apps, Mobile Payments, Peer to Peer, Staffing Agency","Administrative Services, Apps, Financial Services, Health Care, Information Technology, Mobile, Other, Payments, Professional Services, Software","Digital platform connecting dental professionals by streamlining the search, hiring, and payment of temporary dental staff.","Biteline connects dental professionals by streamlining the search, hiring, and payment of temporary dental staff. Our platform provides abundant jobs for those in search of work and immediate solutions for those in need of coverage. Finding a DMD, RDH, or CDA has never been easier. Using our platform, dentists, dental hygienists, and dental assistants can tap into a peer to peer network filled with rich professional profiles. Biteline users can display their past experience, certifications, resume, and much more! Our guaranteed service makes both planned and emergency hires easy.  If you understand the pain of trying to find temporary dental staff last minute, Biteline is here to help.",https://www.linkedin.com/company/biteline-llc/,,,https://www.facebook.com/biteline.net/
BizShake,https://www.crunchbase.com/organization/bizshake,http://www.bizshake.io,"Blockchain, Consumer Applications, E-Commerce, Information Technology, Sharing Economy","Apps, Commerce and Shopping, Information Technology, Other, Software",The P2P Sharing Ecosystem on Neo Blockchain Through Tokenization of Real-World Assets,"BizShake is committed to improving community life by creating a fully decentralized P2P sharing ecosystem based on NEO blockchain technology, aiming to allow users to monetize their assets in forms of renting and pawning, while greatly reducing intermediary costs. The essence of a decentralized, innovative business model is realized by the ability to tokenize high-value assets on the Blockchain, the transparency of user profiling through digital identity, as well as security provided by an automated dispute system which is regulated under peer control.  Founded in 2018 in the USA, BizShake was established by an outstanding team from retail, e-commerce, technology and research companies, who apply innovative technology and business model to create a decentralized P2P sharing ecosystem through tokenization of real-world assets based on NEO Blockchain, aiming to benefit users from the peer-to-pee transactions by sharing their own properties.  BizShake will release the NEP-5 BZS token for crowdfunding during an STO (security token offering) which will be held in 2018 in order to raise the necessary capital to execute the company mission to its full potential. ",https://www.linkedin.com/company/bizshake/,,https://twitter.com/BizShake_ico,https://www.facebook.com/bizshake
Bizteon Inc.,https://www.crunchbase.com/organization/bizteon-inc,https://www.bizteon.com,"Artificial Intelligence, Cloud Computing, Consumer Applications, Information Technology, Mobile Apps, Software","Apps, Artificial Intelligence, Data and Analytics, Information Technology, Internet Services, Mobile, Science and Engineering, Software","Bizteon is a Tech solutions provider specializing in Application Development, BPM, RPA, AI/ML, Digital Transformation, Blockchain and Cloud",Services Offered: - Software Development - Blockchain | AI | BPM | RPA | Digital Process Automation | Cloud | Mobility | Emerging Techs - Project ideas evaluation and refining - Technology Design and Architecture strategy - Project planning and management - Full-service Digital Transformation,,,,
BLITZ,https://www.crunchbase.com/organization/blitz,http://www.blitzagency.com,"App Marketing, Brand Marketing, Consumer Applications, Content Marketing, Digital Marketing, Enterprise Applications, Information Technology, Marketing Automation, Mobile Apps, Web Development","Apps, Information Technology, Mobile, Sales and Marketing, Software","BLITZ is a digital agency. We craft beautifully useful marketing, experiences and digital products that grow businesses.","Brands that design better CX ecosystems lead the world in business performance. CMO responsibilities are shifting to managing the entire customer experience. As brands continue to fragment into a series of complex, yet must-be-personalized moments, there is a clear demand for a new breed of rigorous, multi-disciplinary lead agency.",http://www.linkedin.com/company/blitz,,http://twitter.com/blitzagency,http://www.facebook.com/BLITZagency
BLUECHXP,https://www.crunchbase.com/organization/bluechxp,https://bluechxp.com,"Consumer Applications, Financial Services, FinTech, Mobile Apps","Apps, Financial Services, Mobile, Software",Mobile App | Gamified Stock Market Education,"BLUECHXP is a mobile app that gamifies stock market education and gives users the opportunity to earn trading capital as they learn. Novice traders lack the experience, knowledge and funds to enter and succeed in the stock market. BLUECHXP aims to eliminate those barriers.",https://www.linkedin.com/company/bluechxp/,,https://twitter.com/bluechxp?lang=en,https://www.facebook.com/BLUECHXP/
Bonsai,https://www.crunchbase.com/organization/butterflyone,http://joinbonsai.co/,"Career Planning, Consumer Applications, Education","Apps, Education, Professional Services, Software",Bonsai is on a mission to democratize access to social capital - giving you the advice you need for the career you want.,"Bonsai is an online platform that connects individuals seeking career advice with professionals doing relevant work over 1:1 video chats.  Based in New York City, the company is led by entrepreneurs and veterans of the NYC tech ecosystem who have started and sold companies to Google and Facebook and built products at YouTube, GIPHY, Facebook, and 2U.",https://www.linkedin.com/company/joinbonsai/,,https://twitter.com/joinbonsai,https://www.facebook.com/joinbonsai
cab2share,https://www.crunchbase.com/organization/cab2share,https://cab2share.com,Consumer Applications,"Apps, Software",C2S is a high-tech ride-sharing product company.,"C2S is a high-tech ride-sharing product with a goal to offer on-demand, on-time, economical and friendly rides to the riders while maximizing the earnings of driving partners. Our cutting-edge algorithms, massively scalable data platform and newer paradigms of routing and matching brings revolutionary efficiency to ride-sharing creating a win-win situation for all. We consider every technical factor, both real-time and historical, and perform a series of online and offline analytics to bring the best riding experience.",,,https://twitter.com/cab2share,https://www.facebook.com/C2STransit/
Campfire,https://www.crunchbase.com/organization/campfire-4,http://www.campfireapp.co/,"App Discovery, Apps, Consumer Applications","Apps, Sales and Marketing, Software",Campfire allows anyone to create and explore recreational activities happening near the user.,Campfire allows anyone to create and explore recreational activities happening near the user.,,,https://twitter.com/campfire__app,
Cannabinder,https://www.crunchbase.com/organization/cannabinder,https://cannabinder.com,"Big Data, Cannabis, Consumer Applications, Data Visualization, Product Research","Apps, Community and Lifestyle, Data and Analytics, Design, Food and Beverage, Health Care, Information Technology, Software",Mobile app that helps connect cannabis consumers with the exact products they are looking for.,"Our web app lets users log their experiences and saving favorites to find later. When they want to recreate an experience they click it in their favorites and the system will tell them what’s on the market today that has the same or very similar terpene profile as what they liked before, it will also tell them where to buy it.  Our label that producers can use for free visualizes the terpene and cannabinoid profile, and allows users to compare cannabis products head to head instantly by just focusing on the colors of the products they like. It also encourages them to start learning about the importance of terpenes in their cannabis experience.",https://www.linkedin.com/company/cannabinder/,,https://twitter.com/cannabinder,https://www.facebook.com/cannabinder
Cariocas,https://www.crunchbase.com/organization/cariocas,http://www.cariocas.com,"Advertising, Consumer, Consumer Applications, E-Commerce, iOS, Marketing","Advertising, Apps, Commerce and Shopping, Mobile, Other, Platforms, Sales and Marketing, Software",Cariocas are provides a promotional platform for consumer brands.,"Brands and their agencies are challenged more than ever to reach consumers where they are (e.g. on the Internet‚ TV‚ in stores‚ wireless phones‚ sporting events‚ etc.)‚ and to run programs that produce measurable results. Integrated promotions provide the answer because they reach consumers where they interact with their brands‚ they have a specific call to action (e.g. go to the store‚ buy my product‚ provide some information‚ tell your friends)‚ and they are measurable. Cariocas delivers an Intelligent Promotion Platform helping consumer brands and their agencies engage and retain consumers through smart‚ integrated promotions that gather behavioral information across campaigns and help improve sales over time. Cariocas’ technology is based on common components that can be quickly assembled to create unique promotion ""engines"" such as games‚ auctions‚ multi-round tournaments‚ currency systems and other innovative activities. Cariocas’ expertise is supported by a broad patent portfolio stemming from the company’s experience in the promotions arena.",,,,
ClassPass,https://www.crunchbase.com/organization/classpass,http://classpass.com/,"Consumer Applications, Fitness, Health Care, Subscription Service, Wellness","Apps, Health Care, Other, Software, Sports","ClassPass is a membership program for fitness classes across multiple gyms and studios, making working out more accessible.","ClassPass is a membership program for fitness classes across multiple gyms and studios, making working out more accessible. With over 25,000 studio, gym, and wellness partners across the globe, ClassPass connects members to a variety of classes and appointments including yoga, cycling, Pilates, boxing, massage, acupuncture, and more. It facilitates the discovery process, using machine learning to surface the most relevant recommendations to its members from a catalog of more than 5 million classes a month. In addition, ClassPass helps to lift the fitness industry daily, working directly with studio partners around the globe to merchandise their excess inventory, find new customers, and generate new streams of revenue.",https://www.linkedin.com/company/classpass/,Unicorn,http://twitter.com/classpass,http://www.facebook.com/classpass/
CodeSpout,https://www.crunchbase.com/organization/codespout,https://www.codespout.io/,"Apps, Consumer Applications, Finance, Mobile Apps, Software, Venture Capital","Apps, Financial Services, Lending and Investments, Mobile, Software",Digital Entertainment Company,"The CodeSpout team is offers a wide range of services focused around utilizing our skills and expertise to solve your problems. Our team specializes in mobile app development, software development, UX & UI design, digital marketing engagements, data visualization, and more. CodeSpout’s mission is to solve any problem that can be encountered by our clients in this digital age. we are building for tomorrow.",https://www.linkedin.com/company/codespout-llc/,,https://twitter.com/CodeSpout,https://www.facebook.com/CodeSpoutDev/
Comrade,https://www.crunchbase.com/organization/comrade,http://comradeagency.com,"Advertising, Brand Marketing, Consumer Applications, Digital Marketing, Digital Media, Market Research, UX Design, Web Design","Advertising, Apps, Data and Analytics, Design, Media and Entertainment, Sales and Marketing, Software",Comrade is a full-service digital agency focused on creating brand and digital experiences people love.,"Comrade is a strategy and design agency that helps companies transform how they deliver differentiated customer experiences. We provide UX design, rapid prototyping, mobile development, content management and custom development for clients from financial services to technology, nonprofit and beyond. We are design thinking practitioners who believe that identifying the right problem is the first step to the right solution. By using lean delivery, we are able to go fast, at scale, to provide our clients with a sustainable competitive advantage.",http://www.linkedin.com/company/112495,,http://twitter.com/comradeagency,http://www.facebook.com/comradeagency
CookUnity,https://www.crunchbase.com/organization/cookunity,http://www.cookunity.com,"Consumer Applications, Food and Beverage, Food Delivery, Food Processing, Subscription Service","Apps, Food and Beverage, Other, Software, Transportation",CookUnity is a meal subscription and delivery platform that connects private chefs with consumers.,"CookUnity is a food-tech company that develops a platform that connects talented chefs and artisanal food crafters to provide handcrafted meals and an at-home dining experience to its customers. It offers a personalized weekly meal subscription service for busy people who want to eat healthily. The platform enables food lovers to select from a wide array of fully prepared dishes that features sustainably-sourced proteins and seasonal produce. The company was founded in 2015 by Lucia Cisilotto, Mateo Marietti, and Matias Serebrinsky and is based in Brooklyn, New York.",https://www.linkedin.com/company/cookunity,,https://twitter.com/Cookunity,https://www.facebook.com/Cookunity
Courtroom5,https://www.crunchbase.com/organization/courtroom5,https://courtroom5.com/,"Consumer Applications, Legal, Legal Tech","Apps, Professional Services, Software",Courtroom5 offers an end-to-end legal toolbox for people in civil court without a lawyer.,"Courtroom5 is an intelligent, tech-enabled service that combines legal tools, on-demand training, and an online community to help non-lawyers navigate the civil justice system.",https://www.linkedin.com/company/courtroom5/,,http://www.twitter.com/Courtroom5Legal,https://www.facebook.com/Courtroom5Legal/
CraftHounds,https://www.crunchbase.com/organization/register-my-info,http://www.crafthounds.com,"B2C, Coffee, Consumer Applications, Consumer Software, Delivery Service, Digital Marketing, E-Commerce, Local Advertising, Marketplace, Same Day Delivery","Advertising, Apps, Commerce and Shopping, Food and Beverage, Other, Sales and Marketing, Software, Transportation",CraftHounds is the world's first Fresh Craft marketplace providing consumers with on-demand delivery of local craft beverages in U.S. cities,"CraftHounds is a revolutionary e-commerce logistics and marketing platform providing consumers with real-time access to local Fresh Craft products sourced from craft manufacturers and retailers across major U.S. cities. CraftHounds has a network of trained drivers in our Fresh Craft Fleet, delivering products on-demand within one hour to the consumers location (i.e. home, work, etc) or scheduled up to one week in advance. Beta launched in San Diego, CA, the #1 craft market in the U.S., CraftHounds partnered with 34 retailers, manufacturers and merchants (with exclusivity) and achieved 3X revenue on spend in 8 months (December 2016-July 2017). Having built a customized web app and mobile app based on consumer and partner feedback, CraftHounds is raising our Seed Round to launch in 2-3 U.S. cities in 2018.",https://www.linkedin.com/company/crafthounds,,https://www.twitter.com/crafthounds,https://www.facebook.com/crafthounds
CYVision,https://www.crunchbase.com/organization/cyvision,https://www.cyvision.com/,"Consumer Applications, Consumer Electronics, Developer Platform, Electronics","Apps, Consumer Electronics, Hardware, Software",CYVision is developing 3D Augmented Reality Head-Up Displays for Next-Generation Vehicles.,CY Vision is a vision systems and applications company with offices in Mountain View and Istanbul focused on developing a new platform for AR & VR.Our revolutionary platform enables  fully immersive and realistic VR and exceptionally high-quality AR. ,https://www.linkedin.com/company/cy-vision/,,,
DanJi Co,https://www.crunchbase.com/organization/danji-co,https://www.danjico.com/,"Consumer Applications, Consumer Software, Fashion, Internet","Apps, Clothing and Apparel, Design, Internet Services, Software",DanJi Co is an internet company and a leading fashion sales agency.,"DanJi Co is an internet company and a leading fashion sales agency. We work to expand a brand's wholesale business throughout the U.S. as well as within many top retailers from around the world. Combining global reach with local market knowledge, DanJi creates a complementary channel to facilitate the management of luxury wholesale sales.",,,,
Dashing,https://www.crunchbase.com/organization/dashing-a0f1,https://getdashing.com/,"Blockchain, Consumer Applications, Home Improvement, Home Services","Apps, Other, Real Estate, Software",Dashing is a home services platform that uses blockchain technology to create an ecosystem for homeowners and service providers.,"Dashing is a home services platform that uses blockchain technology to create an ecosystem where homeowners and service providers can trust one another through automated dispute resolution, unalterable reviews, and token voting. ",https://www.linkedin.com/company/getdashing/,,https://twitter.com/Getdashing,https://www.facebook.com/Get-Dashing-108258806526743/
DePalma Studios,https://www.crunchbase.com/organization/depalma-studios,https://www.depalmastudios.com,"Consumer Applications, Enterprise Applications, Enterprise Software, Information Technology, Software, Software Engineering, UX Design","Apps, Design, Information Technology, Science and Engineering, Software",We build applications people love to use! ,"DePalma Studios is a UX Design and Frontend Development shop based in Nashville, TN. We build applications according to the human-centered process, the same one used by brands like Google, Apple, Slack and Airbnb. Our team has decades of experience creating UX that behaves the same way people think and act, leading to higher adoption rates and happier users.",https://www.linkedin.com/company/depalma-studios/,,https://twitter.com/DePalmaStudios?lang=en,https://www.facebook.com/DepalmaStudios/?ref=bookmarks
Dwellsy,https://www.crunchbase.com/organization/dwellsy,https://www.dwellsy.com,"Consumer Applications, Internet, Property Management, Rental Property","Apps, Internet Services, Real Estate, Software",Dwellsy is the largest residential rental listing marketplace in the U.S.,"Dwellsy is an internet company that specializes in the fields of consumer applications, internet, and property management. It features a web-based platform for residential home rentals, built on the radical concept that true, organic search in a free eco-system creates more value than the pay-to-play model embraced by all of the current rental listing services. The company was founded in 2019 and headquartered in Los Altos, California.",https://www.linkedin.com/company/dwellsy,,https://twitter.com/DwellsyRents,https://www.facebook.com/DwellsyRents/
Eagle Speak,https://www.crunchbase.com/organization/eagle-speak,https://eaglespeak.net,"Audio, Collaboration, Communications Infrastructure, Consumer Applications, Consumer Software, Contact Management, Embedded Software, Enterprise Applications, Enterprise Software, Machine Learning, macOS, Meeting Software, Productivity Tools, Software, Speech Recognition, Unified Communications, Video Chat, Video Conferencing, Web Apps, Windows","Apps, Artificial Intelligence, Data and Analytics, Hardware, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Music and Audio, Other, Platforms, Software","Eagle Speak is an award winning technology company that develops cutting edge communication, collaboration, file transfer, data encryption.","Eagle Speak is an award winning tech company that develops cutting edge communication, collaboration, file transfer, data encryption and voice recognition technologies. With users now in over 80 countries Eagle Speak has been able to develop and widely test new types of realtime sentiment analysis technologies leveraging the latest in AI and Machine learning. Applying those techniques to new innovations in everything from voice assistants to healthcare, the core of Eagle Speak has evolved far beyond the initial software offerings. In short Eagle Speak works to make technology enjoyable, invisible and seamless as to improve the way you work, do business and live your life.",https://www.linkedin.com/company/eagle-speak,,https://twitter.com/EagleSpeak,
Easymove,https://www.crunchbase.com/organization/easymove,https://geteasymove.com,"B2B, Consumer Applications, Fleet Management, Last Mile Transportation, Logistics, Same Day Delivery, Transportation","Apps, Other, Software, Transportation",Easymove enables consumers & brands to access local trucks and get instant moving & delivery help at affordable flat cost.,"Easymove enables consumers & brands to access local trucks and get instant moving & delivery help at affordable flat cost. Move large items from point A to point B was always painful and expensive, but Easymove made it easy and fun. Just tell  in app what, when, where you need a moving or delivery help, negotiate the cost with the helper and  once job is done just rate him. Customize  your request and get a dream helper. Book Easymove for: Apartment & House Moving, Furniture & Appliance delivery, Storage and Warehouse Delivery,   LTL or FTL loads. Brands can use   Easymove as a workforce  platform to manage, request  on-demand  drivers and get help with Last Mile Delivery. Our trucks as big as you want.  We have pickup trucks, box trucks, Semi trucks, cargo van. How it works: 1- In web or mobile app choose pickup & drop off address, date time, describe, tell your budget. 2- Review helpers profile, negotiate the cost and hire him. 3- Once job is done rate and pay your helper. Easymove is the only help for any moving and delivery needs.",https://www.linkedin.com/company/geteasymove,,https://twitter.com/geteasymove,https://www.facebook.com/geteasymove
EcoSense Lighting,https://www.crunchbase.com/organization/ecosense-lighting,http://www.ecosenselighting.com,"Consumer Applications, Electronics, Manufacturing, Product Design, Software","Apps, Consumer Electronics, Design, Hardware, Manufacturing, Software",EcoSense Lighting designs and develops lighting solutions for commercial and residential applications.,"EcoSense Lighting is a team of LED lighting pioneers with over 100 years of experience and a genuine passion for delivering advanced solid-state lighting solutions.  EcoSense delivers a broad line of high-quality, cutting-edge LED lighting solutions for architectural and commercial applications. EcoSense has a compelling technology portfolio including the new industry-leading breakthrough dimming technology.  EcoSense has offices in the United States, the United Kingdom, and Hong Kong with headquarters in Los Angeles.",http://www.linkedin.com/company/ecosense-lighting,,http://twitter.com/EcoSenseSSL,https://www.facebook.com/ecosense.lighting
