Organization Name,Organization Name URL,Website,Industries,Industry Groups,Description,Full Description,LinkedIn,Hub Tags,Twitter,Facebook
30SecondsToFly - Claire,https://www.crunchbase.com/organization/30secondstofly-claire,http://www.30secondstofly.com,"Artificial Intelligence, Enterprise Software, SaaS, Travel","Artificial Intelligence, Data and Analytics, Science and Engineering, Software, Travel and Tourism",A.I. Powered Travel Agency Automation,"We provide A.I. driven workflow automation for travel management companies to lower their cost and provide a ""super"" user experience to their travelers. In Autopilot mode Claire completes the travel agent's most repetitive tasks and in Copilot mode she shares learnt traveler patterns with the agent. As a result, Claire saves travel agents on avg. 50% of their time. Our in-house NLP has a response time of less than a second and an accuracy of 96%. Our in-house recommender systems are at 85% first tier accuracy.  While travelers enjoy an unprecedented level of self-service experience, travel agents are free to focus on their revenue generating, high touch customer interactions. A win-win-win for traveler, agent and TMC. 30SecondsToFly was awarded the General Catalyst Award for Travel Innovation $100k, recognised as the most innovate and disruptive emerging company in travel in 2019.  Watch our winning pitch here: https://www.youtube.com/watch?time_continue=156&v=DYEzUF0kx78&feature=emb_logo",https://www.linkedin.com/company/9998975,,https://twitter.com/30SecondsToFly_,https://www.facebook.com/30secondstofly/
3CLogic,https://www.crunchbase.com/organization/3clogic,http://www.3clogic.com,"Artificial Intelligence, Call Center, Customer Service, SaaS, Software, Telecommunications","Administrative Services, Artificial Intelligence, Data and Analytics, Hardware, Other, Professional Services, Science and Engineering, Software",3CLogic is a cloud contact center platform that provides cloud-based multichannel communications for service desks and sales organizations.,"3CLogic is a cloud contact center platform that provides cloud-based multichannel communications for service desks and sales organizations. It also offers solutions to enterprises interested in moving their customer interactions to the Cloud. From a simple connector between a legacy telephony system and a cloud-based CRM (3C Connect) to a hybrid solution or a complete AWS Cloud deployment. 3CLogic integrates with other cloud-based solutions, including CRM, CSM, and WFM, while providing market-leading security, scalability, and reliability. Its complete suite of inbound, outbound, multi-channel cloud-based contact center solutions provides companies with a 360-degree view of all their customer interactions, regardless of the channel chosen. Allowing for better first call resolutions and increasing customer satisfaction.  In addition to traditional contact center features (i.e. multichannel communication, IVR, ACD, predictive dialer, etc.) 3CLogic provides a powerful reporting framework with business analytics and a real-time scripting engine. The platform drives digital transformation by improving CX, organizational efficiency, and reporting insights using dynamic IVR, CTI, AI, advanced analytics, and API-driven integrations. 3Clogic was founded in 2005 and is headquartered in Rockville, Maryland, USA.",http://www.linkedin.com/company/3clogic,,http://twitter.com/3clogic,http://www.facebook.com/3CLogic
3co,https://www.crunchbase.com/organization/3co,http://3co.ai,"3D Technology, Artificial Intelligence, Computer Vision","Artificial Intelligence, Data and Analytics, Hardware, Science and Engineering, Software",Accelerating 3D Intelligence Through Simulation,We make applications intelligent through simulation and deep learning.,https://www.linkedin.com/company/3coai/,,https://twitter.com/3coAI,
3DLOOK,https://www.crunchbase.com/organization/3dlook,https://www.3dlook.me,"3D Technology, Artificial Intelligence, Computer Vision, Machine Learning, Retail Technology","Artificial Intelligence, Commerce and Shopping, Data and Analytics, Hardware, Science and Engineering, Software","3DLOOK is a computer vision, deep learning, and 3D technology company that focuses on personalization in retail.","3DLOOK is a computer vision, deep learning, and 3D technology company that focuses on personalization in retail. Its mobile-first body scanning technology makes data exchange between consumers and the places they love to shop simple, and helps brands and retailers deliver hyper-personalized experiences and better fitting products to their customers. The company was founded in 2016 and is headquartered in San Mateo, California.",https://www.linkedin.com/company-beta/17878391/,,https://twitter.com/3dlook_me,https://www.facebook.com/3DLook-1175292442543605/
3dzook,https://www.crunchbase.com/organization/3dzook,https://www.dzook.ai,"Art, Artificial Intelligence, Computer Vision, Machine Learning, Photo Editing","Artificial Intelligence, Content and Publishing, Data and Analytics, Hardware, Media and Entertainment, Science and Engineering, Software",One-click Artwork!,dzook is an AI-assisted platform that allows users to convert photos into illustrated portraits and videos into animations.,https://www.linkedin.com/company/3-dzook/,,https://twitter.com/3_dzook,https://www.facebook.com/dzookapp
3i Inc.,https://www.crunchbase.com/organization/3i-inc,https://www.3i.ai/?crunchbase,Artificial Intelligence,"Artificial Intelligence, Data and Analytics, Science and Engineering, Software","3D Intelligence Company - Indoor spatial 3D mapping, rendering & navigation to boost collaboration & documentation for Facility Management.","3i Inc. - the 3D Intelligence Company - is specialized in indoor spatial 3D mapping, rendering and navigation. We use computer vision, machine learning and XR to represent space as it is: in 3D. By doing so, we aim to solve modern collaboration and documentation issues for Facility Management, Construction, Insurance, Real Estate... We empower our client with fast, light, powerful and affordable technology that enables them to better collect, visualize and manage data in 3D space.",https://www.linkedin.com/company/19067366,,https://twitter.com/3i_company,https://www.facebook.com/3i-Inc-106737577398322/
3TEN8,https://www.crunchbase.com/organization/3ten8,http://www.3ten8.ai/,"Artificial Intelligence, Data Center Automation, Machine Learning, Mobile, Predictive Analytics, Telecommunications, Virtualization, Wireless","Artificial Intelligence, Data and Analytics, Hardware, Information Technology, Mobile, Science and Engineering, Software",3TEN8 is an artificial intelligence company for 5G network automation and operations.,"3TEN8 develops a cloud SaaS-based platform that helps mobile operators to understand and optimize their wireless networks and subscriber's experience. They creating cognitive operations technology (AIOps) for closed-loop, self-healing, and self-operating networks in 4G, 5G, and beyond. Its software provides insights and analytics for mobile carriers.  The company 's self-learning artificial intelligence technology predicts outages and network degradations and delivers self-healing actionable insights focused on preventing customer impact. Amr Salem, Naresh Guntupalli, and Elica Rahdar founded 3TEN8 on August 15, 2014. It has its headquarters in Santa Clara in California.",https://www.linkedin.com/company/3ten8/,,https://www.twitter.com/3ten8,
42 Interactive,https://www.crunchbase.com/organization/helynx,http://www.42i.ai,"Artificial Intelligence, Big Data, Machine Learning","Artificial Intelligence, Data and Analytics, Science and Engineering, Software",Ask the right questions," 42 Interactive is a common language for humans and AIs. Machine learning gets enhanced with human knowledge, and humans make sure the AIs ask the right questions.",https://www.linkedin.com/company/3649137,,https://www.twitter.com/helynxinc,
42Chat,https://www.crunchbase.com/organization/sciens-io,https://42chat.com,"Artificial Intelligence, Customer Service, Digital Marketing, Events, Machine Learning, Messaging, Natural Language Processing, SMS","Artificial Intelligence, Data and Analytics, Events, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Other, Professional Services, Sales and Marketing, Science and Engineering, Software",42Chat make AI Chatbots that provide instant answers and personalized connection over regular text (and other channels),"42Chat is an AI chatbot platform designed to create truly 1:1 relationships between businesses and their clients over regular text. 42Chat is the world leader in EventBots, bots designed for events from 10-100,000+.  Their bots been deployed at hundreds of events and won over a dozen awards, including CIO Review's Editor's Choice for 10 Most Promising Conversational Platform Providers and the SISO Innovation Battlefield. Major partnerships include Aventri, Shepard Exposition Services, and Connect.  A hyper-focus on Jobs To Be Done makes for highly efficient deployment, with templated bots fully functional in under 20 minutes.  The 95%+ Correct Response Rate and 98% open rate are unmatched among AI Chatbots.  42Chat was co-founded by Robert Caldwell and Chuck Elias in 2016.",https://www.linkedin.com/company/42chatbots,,https://www.twitter.com/42chatbots,https://www.facebook.com/42chatAI
451 Degrees,https://www.crunchbase.com/organization/451-degrees,http://451degrees.com,"Advertising, Analytics, Artificial Intelligence, Big Data, Machine Learning, Natural Language Processing, SEO","Advertising, Artificial Intelligence, Data and Analytics, Internet Services, Sales and Marketing, Science and Engineering, Software",451 Degrees is a machine learning and artificial intelligence platform.,"451 Degrees is a machine learning and artificial intelligence platform. All participants in the Content Marketplace: Content Providers, Advertisers and Consumers have pains in the current system. Content Providers want to create enhanced engagement, know more about their viewers, deliver enhanced advertising and create simple, better Search Engine Optimization within their sites as well as in traditional Search Engines. Advertisers know there is an audience but they want to know the Articles, Images, Videos, Music and Products they are associated with fit all their marketing needs and do not create tensions. Consumers want a simple and easy experience that will also allow them to have a voice. Currently, there is too much unidentifiable or inappropriately labeled Articles, Images, Videos, Music and Product content on too many channels to properly make it all fit. Where and what is all this Big Data? 451 Degrees has created Graffiti, a Big Data software as a service (SaaS), that, without requiring any change to the original content, helps solve these issues and more. Graffiti follows content, whether it is an article, video, image, music or product, over multiple locations such as Twitter, Instagram, Facebook plus others and analyzes all comments and info about that piece as an independent source and in symphony. Graffiti works with content publishers; news sites, video sites, image sites, product sites, blogs, e-commerce product sites and any one with comments or a desire to increase consumer engagement within their site. Big Data bringing Real Time results increasing revenues and relevance. Here’s how it works... Utilizing a simple bi-directional API, Graffiti analyzes large data sets so they can be used in a pro-active and revenue generating capacity to identify opportunities and strategies to better engage your consumer, deliver better advertising or product placement to your product and define all things properly. Graffiti is built to specifically analyze and redefine Internet content in REAL TIME by augmenting existing meta data with user generated comments. In short - Graffiti recognizes what is actually being said and its relevance by using patented Machine Learning (ML), Artificial Intelligence (AI), Natural Language Processing (NLP) and Latent Semantic Analysis (LSA) techniques. Most Articles, Images, Videos, Music Files or e-Commerce Products contain some original meta data placed on that content by the owners of that content. As a web based analytics tool and service, Graffiti will continually analyze these articles of content and update them with more relevant, truly organic, “meta tags” based on actual comments and what is really being talked about. These updates are automated in Real Time as new meta data. The content continues to evolve as the community Comments about it. This translates into the consumers ability to easily find the Articles, Images, Videos, Music Files and Products they seek. User commentary is better defined and assists the content owner with developing a true, instead of perceived or desired, set of tags originally placed by the content owner. What are the benefits to our Clients? Our core functionality allows our clients to analyze Big Data in Real Time, classify and redefine content by evaluating user comment based data generated through consumer engagement. This is no longer “junk” but the most useful element of any content. It is the audience of many brought into focus and use. The evaluation of Big Data, in the form of comments, in turn generates more true engagement which delivers stronger and more refined meta data to use when optimizing search (SEO) as well as Ad Delivery Networks (ADN) Key Word targets or Product Placement for every piece of content. Graffiti accomplishes this by collecting ALL comments available across the web and applying a proprietary algorithm to determine the most appropriate meta-tags and serving these refined meta-tags as a service in REAL TIME back to the original source. As well as to the Ad Delivery Network or Recommendation  Engine for increased transaction opportunity in Real Time. This Ad Delivery Network can exist as a stand alone Below The Fold (BTF) ADN thus creating and entire new frontier of revenue inside a barren wasteland. These are found revenues that are proven to be of the highest values in Cost Per Click (CPC) and Cost Per Action (CPA) transactions. Who Can Use Graffiti? Graffiti works with businesses that wants to make deep learning sense of comments and other consumer commentary and use it for engagement and revenue generation practices. Our target clients are Content Owners, Media, Consumer Brands, BioTech, e-Commerce and multi-national Corporations as well as strategic partners with existing technology solutions where we can provide added value to their offering. Intellectual Property Currently holding four United States Patents with more pending and in development ● United States Patent Num.8,055,688, Num.8,126,936, Num.8,543,622, Num.8,930,414",http://www.linkedin.com/company/2537434,,http://twitter.com/451Degrees,http://www.facebook.com/451DegreesGraffiti
4Degrees,https://www.crunchbase.com/organization/4degrees,https://4degrees.ai,"Artificial Intelligence, Computer, Computer Vision, Internet, Machine Learning","Artificial Intelligence, Consumer Electronics, Data and Analytics, Hardware, Internet Services, Science and Engineering, Software","AI-enabled relationship management platform, built for relationship driven industries.","4Degrees helps professionals build better relationships, and democratize access to social capital - driven by machine learning. The company envisions to equalize opportunity by enabling you to build stronger professional relationships. Its platform identifies the right connections for you to focus on, works with you to strengthen those relationships over time, and helps you activate your network when you need it.",https://www.linkedin.com/company/4degrees/,,https://twitter.com/4DegreesAI,
"4th Law, LLC",https://www.crunchbase.com/organization/4th-law-llc,https://www.4th-law.com,"Artificial Intelligence, Autonomous Vehicles, Developer Platform, Drone Management","Artificial Intelligence, Data and Analytics, Hardware, Science and Engineering, Software, Transportation","A Command and Control platform for Robots and Terrestrial, Aerospace, and Deep Space Unmanned Vehicles.","4th Law provides modular, configurable, extendable, and portable control systems on its own proprietary intelligent Command and Control platform for Robots and Terrestrial, Aerospace, and Deep Space Unmanned Vehicles.",https://www.linkedin.com/company/17898711/,,https://twitter.com/4thlawSF,https://www.facebook.com/4thlawsf
55B Labs,https://www.crunchbase.com/organization/unicorn-ar,https://55b.cloud,"Artificial Intelligence, Cloud Computing, Consumer Software, Intelligent Systems, Machine Learning, Natural Language Processing","Artificial Intelligence, Data and Analytics, Internet Services, Science and Engineering, Software",Artificial Intelligence & Neuroscience company,We use Artifical Intelligence to make applications smarter.,https://www.linkedin.com/company/55b/?viewAsMember=true,,http://Twitter.com/mikeamcnair,
5x5 Technologies,https://www.crunchbase.com/organization/5x5-technologies,http://www.5x5tech.com/,"Artificial Intelligence, Cloud Data Services, Computer Vision, Drones, Information Technology, Robotics, Software, Telecommunications","Artificial Intelligence, Consumer Electronics, Consumer Goods, Data and Analytics, Hardware, Information Technology, Internet Services, Science and Engineering, Software",Pioneer in the use of 3D computer vision and AI with unmanned aerial systems to inspect and analyze industrial assets.,"5x5 Technologies pursues Relentless Innovation in 3D spatial computing and artificial intelligence to give superpowers to unmanned aerial systems (e.g. drones). The company's Ávrio engineering platform creates a highly detailed digital graph for advanced asset management, inspection and analysis.  5x5 is enabling organizations around the world in the Telecom, Energy, Transportation and Government sectors to capture revenues and cost-controls that were previously impossible at scale.",https://www.linkedin.com/company/5x5tech,,https://twitter.com/5x5Tech,
6d bytes,https://www.crunchbase.com/organization/6d-bytes,https://6dbytes.com,"Artificial Intelligence, Food and Beverage, Machine Learning, Robotics","Artificial Intelligence, Data and Analytics, Food and Beverage, Hardware, Science and Engineering, Software",6d bytes is a robotics startup that builds robotics systems to revolutionize the way of preparing and serving meals.,"6D Bytes builds robotics systems to prepare and serve fresh & delicious meals.  The company uses robotics, machine vision, and AI to transform the way the food and beverage industry approaches the preparation and serving of healthy foods.",https://www.linkedin.com/company/myblendid/,,https://twitter.com/@myblendid2,https://www.facebook.com/myblendid/
6D.ai,https://www.crunchbase.com/organization/6d-ai,http://6d.ai/,"Apps, Artificial Intelligence, Augmented Reality, Big Data, Computer Vision, Machine Learning, Virtual Reality","Apps, Artificial Intelligence, Data and Analytics, Hardware, Science and Engineering, Software",6D.ai develops application programming interfaces (APIs) for the Augmented Reality (AR) Cloud.,6D.ai develops application programming interfaces (APIs) for the Augmented Reality (AR) Cloud. 6D.ai offers 3D computer vision for spatial computing. The company focuses on infinite scale and real-time 3D reconstruction of the world on mobile sensors.,https://www.linkedin.com/company/6d.ai/,,https://twitter.com/6d_ai,
6sense,https://www.crunchbase.com/organization/6sense,http://www.6sense.com,"Analytics, Artificial Intelligence, B2B, Big Data, Machine Learning, Marketing, Predictive Analytics, Sales","Artificial Intelligence, Data and Analytics, Other, Sales and Marketing, Science and Engineering, Software",6sense features unified account engagement platform unifies revenue teams with account-level insights to achieve predictable revenue growth.,"6sense features unified account engagement platform unifies revenue teams with account-level insights to achieve predictable revenue growth. It helps revenue teams identify and close more opportunities by putting the power of AI, big data and machine learning behind every member of the B2B revenue team, empowering them to uncover anonymous buying behavior, prioritize fragmented data to focus on accounts in the market, and engage resistant buying teams with personalized, multi-channel, multi-touch campaigns. 6sense helps Sales and Marketing teams predictably grow revenue with a unified account engagement platform. By uncovering anonymous demand living in the “dark funnel,” sales teams can prioritize the right accounts to work, engage with resistant buying teams using deep account insights and AI-driven orchestration and measure real results.  It was founded in 2013 and is headquartered in San Francisco, California.",https://www.linkedin.com/company/6sense/,Pledge 1%,http://twitter.com/6SenseInc,https://www.facebook.com/6senseinc/
7 Chord,https://www.crunchbase.com/organization/7-chord,http://www.7-chord.com/,"Analytics, Artificial Intelligence, Big Data, Credit, Data Mining, Data Visualization, Financial Services, Machine Learning, Predictive Analytics, Trading Platform","Artificial Intelligence, Data and Analytics, Design, Financial Services, Information Technology, Lending and Investments, Science and Engineering, Software",FinTech firm that uses Machine Learning (A.I.) to automate pricing and execution in corporate bonds. Corporate Bond Electronic Trading,"7 Chord empowers bond traders with the modern day predictive pricing and trading signals. BondDroid, our proprietary machine learning technology, distills millions of data-points into actionable analytics that help traders reduce their cost of execution and make better investment decisions. The firm was founded by renowned machine learning engineers, trading technologists and experienced traders. Barclays accelerator, powered by Techstars, Class of 2017. ",https://www.linkedin.com/company/7-chord,,https://twitter.com/7chordbd,
7 Senses Labs,https://www.crunchbase.com/organization/7-senses-labs,,"Artificial Intelligence, Big Data, Education, Edutainment, Machine Learning, Robotics, Software","Artificial Intelligence, Data and Analytics, Education, Hardware, Media and Entertainment, Science and Engineering, Software",Story-based Adaptive Learning Solutions for Children,"7 Senses Labs' A7 solution gives the child an immersive experience online of running through challenges (e.g., subway surfer or temple run) and solving problems. Offline the child can feel their learning come alive in a tangible manner through the social learning robot they are developing with integrated Augmented Reality. Touch and feel the objects you are learning with and solve problems.",https://www.linkedin.com/company/7-senses-labs-inc-,,https://twitter.com/7SensesLabs,https://www.facebook.com/joinA7?_rdr
7Park Data,https://www.crunchbase.com/organization/7park-data,http://7parkdata.com,"Analytics, Artificial Intelligence, B2B, Big Data, Finance, Machine Learning, Mobile, Natural Language Processing, Predictive Analytics, SaaS","Artificial Intelligence, Data and Analytics, Financial Services, Mobile, Other, Science and Engineering, Software",7Park Data leverages advanced machine intelligence to transform unstructured information into Leading Performance Indicators.,"7Park Data transforms data to revolutionize business decisions. Leveraging advanced machine intelligence, its platform transforms one petabyte of unstructured information into performance indicators for over 10,000 companies globally. Its clients are the most sophisticated investment firms and Fortune 500 corporations who depend on 7Park Data for more accurate benchmarking, forecasting, and strategic decision making. 7Park Data offers Avenue Suite, a collection of dashboards enabling business users to access, download, and visualize data. Avenue I/O, our developer site, provides open-source tools to quickly and easily build analytical products powered by our APIs. 7Park Data was founded in 2012 and is headquartered in New York City.",https://www.linkedin.com/company/7park-data-inc/,,http://twitter.com/7parkdata,https://www.facebook.com/7parkdata
7QUBES,https://www.crunchbase.com/organization/7qubes,https://www.7qubes.com,"Artificial Intelligence, Blockchain, FinTech, Machine Learning","Artificial Intelligence, Data and Analytics, Financial Services, Other, Science and Engineering, Software","SaaS, FinTech, Distributed Ledger Technology, Blockchain, AI","7QUBES is an Artificial Intelligence (AI) empowered platform that utilizes Distributed Ledger Technology (DLT) to facilitates smart contracts, secure payment transactions, logistics and maintain data security. ",http://www.linkedin.com/7qubes,,http://www.twitter.com/7qubes,https://www.facebook.com/7QUBES
8chili,https://www.crunchbase.com/organization/8chili,https://8chili.com,"Artificial Intelligence, Health Care","Artificial Intelligence, Data and Analytics, Health Care, Science and Engineering, Software",Remote collaboration platform,"8chili is a bay area based medtech startup with a vision to reimagine surgeries using deep technologies like computer vision, mixed reality and artificial intelligence. Our first product is aimed at democratising access to high quality continuous surgical training that brings the power of experiential learning via 3D live video of the surgeons field of view. In a nutshell we enable the residents/fellows to transport into the eyes of the surgeon during a surgery. Our endgame is to create a rich data lake of 3D videos of surgeries with high accuracy depth cloud that can potentially become the training data set for robotic systems to perform open intervention surgeries without assistance - Autonomous surgeries",https://www.linkedin.com/company/8chili/,,https://twitter.com/Hello8chili,
8dates Dating,https://www.crunchbase.com/organization/8dates-dating,http://8datesdating.com ,"Apps, Artificial Intelligence, Dating, Messaging, Mobile Apps","Apps, Artificial Intelligence, Community and Lifestyle, Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Science and Engineering, Software",AI smart concierge that manages the dates after you choose the match...,"User choose the match, then we take over and manage the dates. Our AI (Maestro) concierge plans amazing dates and takes the users through a ""slow vs.fast"" dating journey, that is proven to work! Chivalry's back and 8dates will show you why. ",,,,https://www.facebook.com/8datesdating/
<Tuple>,https://www.crunchbase.com/organization/tuple-dd38,http://tuple.xyz,"Artificial Intelligence, Bioinformatics, Biotechnology, Cloud Computing, Information Technology, Software","Artificial Intelligence, Biotechnology, Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",Technology firm providing expert consulting and research services.,"<Tuple> is a technology firm providing expert consulting and research services. We specialize in Microsoft Azure technologies, implementing modern artificial intelligence and data platform solutions. In addition, we also have expertise in the life sciences space, providing consultative assistance in bioinformatics and genomics research.",https://www.linkedin.com/company/tuplexyz/,,,
@RISK Technologies,https://www.crunchbase.com/organization/risk-technologies,http://atrisktech.com,"Artificial Intelligence, Big Data, Cyber Security, Finance, Machine Learning, SaaS, Software","Artificial Intelligence, Data and Analytics, Financial Services, Information Technology, Privacy and Security, Science and Engineering, Software",@RISK Technologies is a cognitive cyber security management SaaS company.,"@RISK Technologies is a cognitive cyber security management SaaS company. It delivers a single, unified solution that integrates and enhances tools to eliminate attacks while proactively responding to actual threats in real time. RISK Technologies provides cybersecurity management of organizations with the application of big data science and machine learning.",https://www.linkedin.com/company/-risk-technologies-inc./,,https://twitter.com/AtRiskTech,
