Organization Name,Organization Name URL,Website,Industries,Industry Groups,Description,Full Description,LinkedIn,Hub Tags,Twitter,Facebook,CB Rank (Organization)
University of Missouri,https://www.crunchbase.com/organization/university-of-missouri-columbia,http://www.missouri.edu/,"Business Development, Education, Sales","Education, Professional Services, Sales and Marketing","University of Missouri, Columbia is a research university.","University of Missouri (also known as Mizzou) in Columbia, Missouri, is one of the oldest public universities in the region. Today Mizzou has grown to offer more than 280 degree programs at the undergraduate and graduate levels, including those in medicine and other advanced professional fields. As a full-fledged university with much in the way of academics, research and college life offerings, Mizzou’s more than 30,000 students come from all over the country. Some of the more popular programs at the school include Journalism and Writing. Mizzou is also one of a small group of universities that offers Medicine, Law and Veterinary Medicine.       Additional divisions include: *Agriculture	 *Arts and Sciences *Business *Education *Engineering *Nursing More than 600 student organizations also make their home at Mizzou, so that whatever a student’s interest is it can be found at Mizzou.  In order to maintain itself as the competitive public university that it is, Mizzou has had to maintain fairly selective standards for admission. A great number of admitted students were valedictorians of their class or graduated in the top 10%.  Mizzou considers grade point average, rigor of high school courses, SAT or ACT scores and other factors such as extracurricular involvement in its undergraduate admissions process. Graduate programs have individual requirements that may include course pre-requisites, undergraduate GPA and test scores.  Students may be considered for academic merit scholarships awarded by the school. There are also federal aid sources such as Pell grants, loans and work-study to help those with a financial need to cover tuition costs. Veteran’s benefits are also offered.",https://www.linkedin.com/edu/university-of-missouri-columbia-18720,,https://www.twitter.com/mizzounews,http://www.facebook.com/90109721511,"22,777"
PlantSnap,https://www.crunchbase.com/organization/plantsnap,https://www.plantsnap.com/who-we-are/,"Education, Information Services","Education, Information Technology",PlantSnap started as Eric was traipsing through a friend’s backyard in 2012 and wondered about the identity of a plant he stumbled across.,"Developer of a plant identification application designed to identify over 200,000 types of plants worldwide. The company's plant identification application permits the user to capture a plant's image and identify that plants, flowers or trees in seconds, it identifies over 200,000 types of plants worldwide and also gathers data from users that can be used for education, gaming, safety, gardening, landscaping and much more, enabling users to get information about any plants they want easily.",,,https://twitter.com/plantsnap,https://www.facebook.com/pg/PlantSnap/about/?ref=page_internal,"22,830"
SignUp.com,https://www.crunchbase.com/organization/volunteerspot,http://SignUp.com,"Apps, Communities, Education, Event Management, Non Profit, SaaS, Small and Medium Businesses, Sports","Apps, Community and Lifestyle, Education, Events, Media and Entertainment, Other, Software, Sports","SignUp.com is a provider of free, digital solutions for group and activity coordination.","SignUp.com is a provider of free, digital solutions for group and activity coordination. Since its founding in 2009, SignUp.com (formerly VolunteerSpot) has made group coordination and participation easy and successful for millions of people. Free tools and resources such as activity SignUps, online calendars, automated reminders, and tips and ideas are designed to save time, reduce stress, and make every group activity a greater success. The company is based in Austin, Texas.",https://www.linkedin.com/company/volunteerspot-inc.,,http://twitter.com/Signupdotcom,http://www.facebook.com/volunteerspot,"22,918"
Swivl,https://www.crunchbase.com/organization/swivl,http://swivl.com,"Android, Apps, Education, iOS, Video","Apps, Education, Media and Entertainment, Mobile, Platforms, Software, Video",Swivl offers online tools that enable teachers and students use video to help improve and share their skills.,"Swivl is an automated mobile accessory with a suite of online tools that enable educators to use video for professional development and instruction. The Swivl Robot, Capture app and Cloud work together with your mobile devices to create multimedia videos, which can be shared using our free, secure, FERPA and COPPA compliant video hosting service.",http://www.linkedin.com/company/swivl,,http://twitter.com/goswivl,http://www.facebook.com/theswivl,"23,002"
Brainscape,https://www.crunchbase.com/organization/brainscape,http://brainscape.com,"Consumer Software, Education, Mobile, Productivity Tools, Quantified Self","Biotechnology, Data and Analytics, Education, Mobile, Software",Intelligent Mobile Education Platform,"Brainscape is an adaptive mobile education platform that is changing the way people study just about any subject.  Founded by cognitive neuroscientists, engineers, data junkies, and executives from the education industry, Brainscape is building the foundations of a comprehensive ""knowledge graph"" that is helping people learn nearly any topic more efficiently.  Brainscape allows professors, thought leaders, and top students to create ""smart flashcards"" in the Brainscape format and share them within their schools, organizations, and the rest of the world. Brainscape is already installed on several million iOS devices across the K-12, higher ed, corporate training, and lifelong learner markets.  The team has developed a successful freemium SaaS revenue model that allows power users to purchase access to advanced content and features.  Brainscape's ultimate goal is to map the world of knowledge into bite-sized, learnable chunks -- an initiative it calls the Knowledge Genome Project.",https://www.linkedin.com/company/brainscape/about/,,http://twitter.com/brainscape,http://www.facebook.com/Brainscape,"23,123"
uConnect,https://www.crunchbase.com/organization/uconnect,http://gouconnect.com,"Association, EdTech, Education, Internet","Education, Internet Services, Other, Software","UConnet creates custom career service websites for colleges, universities, and non-profit organizations.","uConnect was founded based on the premise that too many students do not take advantage of their school's career service resources. In-depth market research has shown that a majority of students are using third-party web sites and resources for career advice and opportunities, despite the fact that they have exceptional resources right under their noses. They found the disconnect to be rooted in the generally slow adoption of new technology by colleges and universities. They're continuously developing internet technology to help schools stay ahead of the curve and more effectively connect with their recruiting networks to facilitate more opportunities for their students.",http://www.linkedin.com/company/uconnect-inc-,,http://twitter.com/gouconnect,http://www.facebook.com/pages/uConnect/198519400190294,"23,184"
"University of California, San Francisco",https://www.crunchbase.com/organization/university-of-california-san-francisco,http://www.ucsf.edu,"Association, Education, Medical, Pharmaceutical","Education, Health Care, Other",Director of the Lab for Advanced Cytometry (LAC) and the Sony Biotechnology Center at UCSF in the Department of Laboratory Medicine,"UCSF scientist over twenty-five (25) years, twenty-three as Director of the Laboratory for Cell Analysis (LCA). Currently Director of the Lab for Advanced Cytometry (LAC) and the Sony Biotechnology Center at UCSF in the Department of Laboratory Medicine. • Built the LCA into one of the largest academic cytometry core facilities worldwide. • Direct contribution to grants totals well over $40M in extramural funding.  • Helped design and build five commercial flow cytometers, two cell sorters, and two commercial confocal microscopes.  Current work supports several developing technology fields including automated digital pathology and laser-based microdissection systems, next generation clinical cell sorters, spectral flow cytometry, chip-based cytometry and point-of-care devices, wide-field high-resolution deep tissue confocal microscopy, mass spec flow cytometry (CyTOF), and spectral in vivo imaging. Application development includes single cell genomics, new functional reporter probes for cell cycle, cellular biosensors, FRET/FRAP/FLIM reporters for monitoring protein and drug interactions, new encoded carrier technology for immune profiling and liquid arrays, and rapid identification systems for virology and microbiology. Hyun also participates in biomedical software and database design, and testing of new algorithms for cytometric data processing and presentation of results.",https://www.linkedin.com/company/ucsf,,http://twitter.com/ucsf,http://www.facebook.com/ucsf,"23,689"
Duck Duck Moose,https://www.crunchbase.com/organization/duck-duck-moose,http://duckduckmoose.com,"Android, Apps, EdTech, Education, iOS, Mobile","Apps, Education, Mobile, Platforms, Software",Duck Duck Moose (a subsidiary of Khan Academy) is an award-winning creator of educational mobile apps for children.,"Duck Duck Moose is an award-winning creator of educational mobile apps for children. Founded in 2008, the company has created 21 top-selling titles and has received 21 Parents’ Choice Awards, 18 Children’s Technology Review Awards, 12 Tech with Kids’ Best Pick App Awards, and a KAPi award for “Best Children’s App” at the International Consumer Electronics Show.  Duck Duck Moose is now a subsidiary of Khan Academy, a nonprofit with a mission to provide a free, world-class education for anyone, anywhere.",https://www.linkedin.com/company/duck-duck-moose,,http://twitter.com/duckduckmoose,http://www.facebook.com/DuckDuckMoose,"23,737"
NimbleBox.ai,https://www.crunchbase.com/organization/nimblebox-ai,http://www.nimblebox.ai,"Artificial Intelligence, Developer Tools, Education, Machine Learning","Artificial Intelligence, Data and Analytics, Education, Science and Engineering, Software",NimbleBox.ai is an AI startup specializing in customizable GPU and CPU machines for developers and researchers.,"NimbleBox.ai is a platform that helps data science teams, developers, and students work and collaborate on their deep learning projects on the cloud with one-click. It requires no experience or learning to use, what usually takes hours to set up, is done almost instantly by NimbleBox. It is the only single workbench for Artificial Intelligence.  More than a thousand data science teams, developers, and students trust NimbleBox every month with their AI goals and projects. NimbleBox.ai was founded in 2018 and is based in San Francisco, California, United States,",https://linkedin.com/company/nimblebox-ai/,,https://twitter.com/NimbleBoxAI,https://facebook.com/NimbleBoxAI,"23,740"
Hapara,https://www.crunchbase.com/organization/hapara,http://hapara.com,"EdTech, Education, Underserved Children","Education, Other, Software",Hapara provides visible and differentiated instructional management tools for educators using Google Suite for Education and Microsoft O365,"Hapara builds tools that amplify the best practices of teachers in Google Suite and Microsoft Office/365. Their Teacher Dashboard provides real time views of student activity across an array of tools, from one central location.in Drive, Gmail, Blogger, Sites, and Google Plus. Additionally, a number of knowledge management structures including file pushing and retrieval mechanisms, make the Dashboard invaluable to schools that are using Google or O365 for student efforts. Their Highlights Remote Control tool gives teachers a real time view of student browser activity in Chrome, while Hapara Workspace gives teachers a collaborative space to build differentiated assignments and projects..  Hapara Analytics enables education leaders to assess the impact of their school or district’s digital learning strategy by providing powerful data visualizations of learning experiences.. Hapara is used by more than 1.6 millions paying users in over 44 countries around the world.",https://www.linkedin.com/company/hapara,,http://twitter.com/hapara_team,http://www.facebook.com/pages/Hapara/242919002543124,"23,874"
Valore,https://www.crunchbase.com/organization/valore-3,http://www.valore.com/,"Digital Media, Education, Finance, Innovation Management, Internet, Tutoring","Education, Financial Services, Internet Services, Media and Entertainment, Professional Services",Valore offers innovative solutions that eliminate the inefficiencies throughout the textbook industry.,"Valore offers innovative solutions that eliminate the inefficiencies throughout the textbook industry, and bring more affordable textbooks and higher quality courseware to students, bookstores, professors, and schools.",https://www.linkedin.com/company/valore-inc-,,https://www.twitter.com/valorebooks,,"23,907"
dotin,https://www.crunchbase.com/organization/dotin-us,http://dotin.us/,"Artificial Intelligence, Education, Events, Human Resources, Machine Learning, Personalization, Social Media","Administrative Services, Artificial Intelligence, Commerce and Shopping, Data and Analytics, Education, Events, Internet Services, Media and Entertainment, Science and Engineering, Software","Intelligent SaaS-based AI platform, helping enterprises in sourcing, screening, upskilling and engaging talent in real-time.","dotin.us is a team of passionate technologists from Silicon Valley who are dedicated to understanding the art of decisions made by the subconscious mind to yield powerful business outcomes. We do this using the science of psychological, structured/unstructured social or enterprise data and machine learning to tap into the subconscious mind of humans. This enables us to capture the true digital personality fingerprint of every user. After all 95% of decisions are made by the subconscious mind.",https://www.linkedin.com/company/10698682,,https://www.twitter.com/dotin_us,https://www.facebook.com/247423142130029,"23,949"
zyBooks,https://www.crunchbase.com/organization/zybooks,http://www.zybooks.com,"E-Learning, Education, Publishing","Content and Publishing, Education, Media and Entertainment, Software",zyBooks publishes interactive textbooks that utilizes animations and embedded tools.,"zyBooks was started in 2012 by Smita Bakshi and Frank Vahid. Frank is a Computer Science and Engineering professor at the University of California, Riverside, and Smita, prior to her 10 years in the high-tech industry, and was a UC Davis Electrical Computer Engineering professor.We started zyBooks to help college STEM (Science, Technology, Engineering, and Math) students graduate. More than half of STEM students don't achieve their STEM degrees, and many students are tripped up by their early STEM classes. Part of the problem is the huge mismatch between today's students and traditional (and increasingly expensive and bloated) textbooks, forcing instructors to teach with one hand tied behind their back. Meanwhile, the real power of the web for learning—interactivity—has barely been tapped.  So, we started creating zyBooks—STEM material native for the web—using ""less text, more action."" zyBooks have minimal text, and instead consist of question sets, animations, interactive tools, and embedded homework, so students can learn by doing. We developed a platform to author, deliver, and continually support and improve zyBooks, vowing to always do right by the student and instructor.  We keep prices as low as possible, provide the best support we can, and make the zyBook platform easy to use for students and instructors. zyBooks are collaboratively authored by talented teams of professors, content developers and software engineers.  Professors include Roman Lysecky (University of Arizona), Sandy Irani (UC Irvine), and Andre Knoesen & Raj Amirtharajah (UC Davis). Starting with just a handful of universities in 2012, our computer science and engineering zyBooks are now used at over 200 colleges and universities and a few dozen high schools.",https://www.linkedin.com/company/zyante,,https://twitter.com/zybooks,https://www.facebook.com/zyBooks/,"23,951"
Bakpax,https://www.crunchbase.com/organization/bakpax,https://www.bakpax.com,"Artificial Intelligence, Big Data, Education, Hardware, Information Technology","Artificial Intelligence, Data and Analytics, Education, Hardware, Information Technology, Science and Engineering, Software",Bakpax uses AI to read handwriting and grade assignments.,"Bakpax uses AI to read handwriting and grade assignments. The company's platform reads handwriting assignments and converts the questions and answers into formatted, interactive text, enabling teachers to save the time and trouble of grading, stay on top of student performance and empower students with constant feedback.",https://www.linkedin.com/company/bakpax,,https://twitter.com/bakpax,https://www.facebook.com/bakpax,"23,963"
Rapunzl - Invest. Share. Win.,https://www.crunchbase.com/organization/rapunzl-invest-smarter,https://www.rapunzlinvestments.com/,"EdTech, Education, Finance, FinTech, Internet, Payments, Software, STEM Education, Trading Platform","Education, Financial Services, Internet Services, Lending and Investments, Payments, Science and Engineering, Software",Rapunzl is an award-winning app that allows you to earn cash & scholarship prizes while you learn how to invest.,"Tired of feeling lost with the stock market? Join our FREE investing community today!   Rapunzl is an award-winning app that allows you to earn while you learn how to invest. Simulate a real-time stock portfolio in fantasy stock competitions for prizes!   “We need more innovative solutions like Rapunzl that makes investing and financial education engaging & accessible for everyone.” - Arne Duncan, Former US Secretary of Education   Tap into your hidden investor potential!  Manage a real-time stock portfolio without ever risking a dollar! Follow your friends’ & family’s investments, add companies to your personalized watchlist, trade stocks for free, and mimic the trades of Rapunzl’s top investors.   Stop feeling overwhelmed when you think about saving & investing: Imagine yourself as Wall Street royalty and take charge of your financial independence by learning the art of investing.   Absolutely FREE, you can:   - Buy, Sell and Short from 8,000+ stocks - Access real-time market data & market-moving alerts - Learn to invest with integrated Trade Academy Video Library - Discover top performing investors & unlock rewards - Finish in the TOP THIRD to win CASH PRIZES!   Rapunzl’s state-of-the-art platform allows individual investors to build stock-picking skills through a social & collaborative investor community with zero risk. Access analyst ratings, earnings calendars and market news to gain an edge on the competition.    Finance has been trapped in an ivory tower for too long. With Rapunzl, everyone can trade for free with huge upside and zero-risk while they learn from a growing community of investors.   Think YOU have what it takes?  Enter a FREE competition today.   If you have questions or already downloaded Rapunzl & need some help, email us at support@rapunzl.org   Or, check out our website: http://www.rapunzlinvestments.com   --------------------------------------------------------------------   Our founders built Rapunzl to help youth understand the stock market & develop financial literacy skills. We hosted our first stock competition in April, 2018 for over 2,000 Chicago high school students with $20,000 in scholarships. To date, we’ve given away nearly $100,000 in prizes & that’s taught us the importance of including the following disclosures:   If you are under the age of 12 you cannot use Rapunzl. If you are between the ages of 13-17, you may not make in-app purchases nor redeem cash prizes or other rewards unless specifically stated. Please remember that if you are a student searching for a scholarship competition, create an account using your school-verified email address to become eligible for prizes!   Otherwise: You represent & warrant that you are at least 18 years of age. In locations where the minimum age for permissible use of the App is greater than 18 years of age, you represent & warrant that you meet the age requirement for the minimum age for permissible use of the App.   Even if you are over the age of 18, if you are not a legal & valid US resident, you are not eligible to receive any of Rapunzl’s competition prizes. Rapunzl’s competitions are not associated with Apple or Google Play. We may own a collection of Androids & iPhones but that’s because Rapunzl is a technology platform. We are NOT a registered investment advisor or broker-dealer and we do not provide investment advice or solicit investments.   No content in the Rapunzl app should be considered a recommendation/solicitation for the purchase or sale of investment products. There are risks associated with any investment, particularly community-based social trading.   Rapunzl hosts free competitions because we have a dream to aggregate user sentiment data & license this data to large banks & hedge funds. These licenses will allow us to fund more prizes on the app. In the future, Rapunzl may use the trading data generated by you & other Users in connection with our affiliated entities’ proprietary trading & for other commercial purposes. Want more info? http://rapunzlinvestments.com/legal/",https://www.linkedin.com/company/rapunzl-investing-llc/,Pledge 1%,https://www.twitter.com/rapunzl_invest,https://www.facebook.com/rapunzl.investing/,"23,970"
Othot,https://www.crunchbase.com/organization/othot,http://www.othot.com/,"Analytics, Higher Education, Software","Data and Analytics, Education, Software",Othot is an advanced analytics solution for higher education institutions.,"Othot is an advanced analytics solution for higher education institutions. It is an artificial intelligence solution that enables colleges and universities to optimize the relationship between the institution and the individual throughout the entire student-to-alumni lifecycle. It was incorporated in 2014 and is based in Pittsburgh, Pennsylvania.",https://www.linkedin.com/company/othot,,https://twitter.com/othotLLC,https://www.facebook.com/othotLLC/info/?tab=overview,"23,979"
SportsRecruits,https://www.crunchbase.com/organization/sports-recruits,http://www.sportsrecruits.com,"Education, Internet, Recruiting, Software, Sports","Education, Internet Services, Professional Services, Software, Sports",SportsRecruits is a college recruiting website that increases exposure in recruiting camps and tournaments.,"SportsRecruits is a college recruiting website that increases exposure in recruiting camps and tournaments. At SportsRecruits, they build sport-specific platforms to help high school student-athletes market themselves to college coaches. Its tools take an inherently disorganized, stressful, and time-consuming process and streamline it, saving users time while greatly maximizing their efficiency.",http://www.linkedin.com/company/2602682,,https://twitter.com/Sports_Recruits,https://www.facebook.com/sportsrecruitsnyc,"24,014"
TITAN School Solutions,https://www.crunchbase.com/organization/titan-school-solutions,https://www.titank12.com,"Education, Information Technology, Software","Education, Information Technology, Software",TITAN School Solutions is a school nutrition software and services provider to K-12 school districts.,"TITAN School Solutions is a school nutrition software and services provider to K-12 school districts. The company bringing state-of-the-art efficiencies and real-time transparency to school foodservice. TITAN founders are school information technology veterans. They created scalable and affordable, web-based management solutions to help districts and schools like yours succeed and remain focused more on education and less on administration. TITAN offers an entirely Software as a Service (SaaS) cloud-based platform. It performs all maintenance, upgrades, and backups to be expected with an enterprise platform. They support Google Chrome, Microsoft Edge, and Apple’s Safari on all supported operating systems such as Windows, OS X, and Android.",https://www.linkedin.com/company/titan-school-solutions/,,https://twitter.com/titank12,https://www.facebook.com/titank12/,"24,022"
Digital Dream Labs,https://www.crunchbase.com/organization/digital-dream-labs,http://digitaldreamlabs.com,"EdTech, Education, Information Technology","Education, Information Technology, Software",Digital Dream Labs provides hands-on educational technology for children ages 4 to 9.,"Digital Dream Labs provides hands-on educational technology for children ages 4 to 9. Its products satisfy the need for engaging, language- and system-agnostic designs that allow pre-readers to interface with both on-screen environments and other devices such as educational robots, smart speakers and other smart devices, and drones.  The company was founded in 2012 and is headquartered in Pittsburgh, Pennsylvania.",https://www.linkedin.com/company/digital-dream-labs/,,http://twitter.com/DigitalDreamLab,http://www.facebook.com/digitaldreamlabs,"24,073"
Slate Science (Matific),https://www.crunchbase.com/organization/slate-science,http://www.slatescience.com,"Apps, EdTech, Education, Gaming, Mobile Apps, STEM Education","Apps, Education, Gaming, Mobile, Science and Engineering, Software",SlateMath is an iPad app that develops mathematical skills through interactive math games.,"Slate Science is transforming mobile devices into interactive, adaptive learning platforms for K12 STEM education. The Slate Science platform enables rapid, multi-platform development of modular learning units, designed to offer performance-based, student-specific learning experiences.",,,http://twitter.com/slatescience,,"24,109"
Tinybop,https://www.crunchbase.com/organization/tinybop,http://tinybop.com,"Apps, Education, iOS, Software","Apps, Education, Mobile, Platforms, Software",Tinybop builds a suite of educational iOS apps for kids.,"Tinybop is an award-winning studio of designers, developers, and artists building a suite of educational iOS apps for kids. They strive to create immersive games that encourage exploration and creativity. They believe in the power of learning through play, experimentation, and inquiry.",https://www.linkedin.com/company/tinybop-inc-,,http://twitter.com/tinybop,http://www.facebook.com/tinybop,"24,160"
CommonGenius,https://www.crunchbase.com/organization/CommonGenius,https://www.CommonGenius.com,"Communities, Consulting, E-Commerce Platforms, Education, Internet, Marketplace","Commerce and Shopping, Community and Lifestyle, Education, Internet Services, Professional Services",Building the central marketplace for the 21st Century Knowledge Economy,"CommonGenius is an international expert community that helps professionals overcome complex challenges in and out of the office. -Greatness beyond your circumstances- CommonGenius’ knowledge marketplace boasts thousands of consultants, trainers, and mentors with more than 5000 unique specialities, from financial accounting to nuclear physics. Our users make better decisions and meet the right people to accelerate their careers, businesses, and lifestyle ambitions — making truly premium contact and mentorship accessible.",https://www.linkedin.com/company/commongenius/,,https://twitter.com/common_genius,https://www.facebook.com/CommonGeniusOfficial/,"24,228"
Schoolzilla,https://www.crunchbase.com/organization/schoolzilla,https://schoolzilla.com,"Analytics, Big Data, Data Visualization, Education, Enterprise Software, SaaS, Software","Data and Analytics, Design, Education, Information Technology, Software",Schoolzilla is a SaaS data platform that enables data-driven leadership in K12 schools and districts,"Schoolzilla provides a best-in-class dashboard system---Mosaic District Progress Monitoring---that makes it easy for K12 district and school leaders to be data-driven leaders. Mosaic is used to support districts working to reduce chronic absence, improve assessment results, reduce equity gaps, monitor behavior interventions, make sure students are on track to graduate college- and career-ready, and more. Mosaic is a configurable SaaS solution built on the Schoolzilla Data Warehouse that ingests and transforms data from more than 100 commonly used SIS, assessment, and operational software systems.",https://www.linkedin.com/company/2717643,,http://twitter.com/schoolzilla,,"24,253"
"SchooLinks, Inc.",https://www.crunchbase.com/organization/schoolinks-inc,http://www.schoolinks.com,"Artificial Intelligence, Career Planning, EdTech, Education, SaaS, Software","Artificial Intelligence, Data and Analytics, Education, Professional Services, Science and Engineering, Software","SchooLinks is a modern, AI-powered college and career readiness platform. ","SchooLinks is a modern, AI-powered college and career readiness platform that helps K12 districts streamline their counseling activities and improve district outcomes. ",,,https://twitter.com/schoolinks?lang=en,,"24,375"
Knowledge to Practice,https://www.crunchbase.com/organization/knowledge-to-practice,https://www.k2p.com,"Education, Information Technology, Medical","Education, Health Care, Information Technology","Transforming postgraduate medical education, delivering personalized, just in time learning for time starved MD's","Knowledge to Practice catalyzes and accelerates progress in postgraduate medical education. It offers self-directed learning solutions, self-assessment tools reveal knowledge gaps, content modules can be reviewed repeatedly, and more. The company was founded in 2014 and is based in Bethesda, United States.",https://www.linkedin.com/company/knowledge-to-practice-inc-,,https://www.twitter.com/k2p_ed,https://www.facebook.com/KnowledgetoPractice/,"24,414"
Wikipedia,https://www.crunchbase.com/organization/wikipedia,https://www.wikipedia.org/,"EdTech, Education, Internet","Education, Internet Services, Software",Wikipedia is an open-source online encyclopedia which provides a database of articles on an extensive range of topics.,"Wikipedia is a multilingual open-collaborative online encyclopedia created and maintained by a community of volunteer editors using a wiki-based editing system. Wikipedia comes in 285 different versions and is hosted and funded by the Wikimedia Foundation, a non-profit organization which also operates Wikipedia-related projects such as Wiktionary and Wikibooks. The operation of the platform depends on MediaWiki, a custom-made, free and open source wiki software platform written in PHP and built upon the MySQL database system. Wikipedia comprises more than 55 million articles, attracting 1.7 billion unique visitors per month. Wikipedia was launched by Larry Sanger and Jimmy Wales on January 15, 2001, and is headquartered in San Francisco, California, United States.",https://www.linkedin.com/company/wikipedia-the-free-encyclopedia/,,https://twitter.com/Wikipedia,http://www.facebook.com/wikipedia,"24,442"
Epignosis,https://www.crunchbase.com/organization/epignosis,http://www.epignosishq.com/,"E-Learning, Education, Enterprise Software, Information Technology, SaaS, Software","Education, Information Technology, Software",Epignosis is an eLearning solutions vendor with a mission to make premium eLearning technology accessible and affordable.,"Epignosis is a learning technology vendor that aims to democratize learning by making premium eLearning technology accessible and affordable. The company develops a suite of products that support learning and talent development for organizations and enterprises. Its products include eFront, a robust LMS platform for enterprises, TalentLMS, a zero-overhead cloud LMS, and TalentCards, a mobile-app for microlearning and micro-certifications within modern organizations. At Epignosis, they iterate on ideas that produce tools that people actively use. They strive to balance usability, simplicity, and fit-to-purpose solutions, paired with robustness and strong potential. They believe that great companies are built on empathy, integrity, diversity, and simplicity. Epignosis was founded in 2012 and is based in San Francisco, California.",https://www.linkedin.com/company/epignosis-ltd,,,https://www.facebook.com/pg/epignosishq/,"24,528"
Fourstay,https://www.crunchbase.com/organization/fourstay,https://4stay.com,"E-Commerce, Education, Internet, Marketplace, Real Estate, Rental, Rental Property, Travel Accommodations","Commerce and Shopping, Education, Internet Services, Real Estate, Travel and Tourism",4stay - SaaS enabled online marketplace for student and intern housing.,"4stay is an online marketplace connecting students with property managers near your campus. They currently have dozens of open rooms looking for students. Their rooms are affordable, their process is easy to use and their platform allows students to know exactly what each room looks like and what amenities they have so that nothing is a surprise!",https://www.linkedin.com/company/fourstay,,https://twitter.com/4stay_co,https://www.facebook.com/fourstay/,"24,570"
StraighterLine,https://www.crunchbase.com/organization/straighterline,http://www.StraighterLine.com,"E-Learning, Education, Internet","Education, Internet Services, Software",StraighterLine is enabling thousands of students to affordably obtain their degrees.,"As the cost of higher education skyrockets and the average household income declines, StraighterLine is enabling thousands of students to affordably obtain their degrees. StraighterLine provides online, self-paced, pay-as-you-go introductory level college courses for $99 per month or $1000 per year . The goal of this company is to increase access and affordability and lower the cost threshold for starting in college. Through StraighterLine, students are able to inexpensively take their core courses online and then seamlessly transfer those courses for credit at accredited partner universities to earn their ultimate degree.",http://www.linkedin.com/company/straighterline,,http://twitter.com/straighterline,http://www.facebook.com/Str8erLine,"24,676"
Pathgather,https://www.crunchbase.com/organization/pathgather,http://pathgather.com,"Corporate Training, Education, Human Resources, Software, Training","Administrative Services, Education, Software",Pathgather is the learning experience platform for forward-thinking enterprises.,Pathgather is the learning experience platform for forward-thinking enterprises seeking to reshape their workforce and stay competitive in the digital world.,http://www.linkedin.com/company/2906237,,http://twitter.com/pathgather,http://www.facebook.com/Pathgather,"24,711"
Prompt,https://www.crunchbase.com/organization/editrevise,https://prompt.com/,"Education, iOS, Service Industry, Software, Universities","Education, Mobile, Other, Platforms, Software",Prompt develops a writing feedback service platform that makes people better writers.,"Prompt develops a writing feedback service platform that makes people better writers. The company's writing coaches support thousands of students on tens of thousands of essays per year. The writing feedback is what great teachers provide when they have more time. Prompt's goal is to support students with their writing skills. They work directly with students, educators, and educational institutions as a Virtual Writing Center. They provide coaching and feedback on all types of student writing from college admissions essays to AP essays to college-level writing.",https://www.linkedin.com/company/prompt-feedback/,,https://twitter.com/promptfeedback,https://www.facebook.com/editrevise/,"24,722"
Washington State University,https://www.crunchbase.com/organization/washington-state-university,https://wsu.edu,"Education, Universities","Education, Other","Washington State University is a school in Pullman, Washington.","Washington State University conducts transformational research and provides world-class education to more than 26,000 undergraduate, graduate, and professional students. Founded in 1890 in Pullman, it is Washington’s original land-grant university, with a mission of improving quality of life. The University stands among 108 public and private universities in America recognized with the ""very high research activity"" categorization from Carnegie Foundation for the Advancement of Teaching.  The Carnegie Foundation for the Advancement of Teaching places WSU among 119 national universities and colleges that earn the Community Engagement Classification for both curricular engagement and outreach and partnerships with larger communities (local, regional/state, national, global) for the exchange of knowledge and resources.",https://www.linkedin.com/school/166875/,,https://twitter.com/WSUPullman,https://www.facebook.com/WSUPullman/,"24,730"
Bloc,https://www.crunchbase.com/organization/bloc-2,https://www.bloc.io,"Android, Education, iOS, Software, Web Design, Web Development","Design, Education, Mobile, Platforms, Software",Bloc is a mentor-led online bootcamp for aspiring software developers and designers.,"Bloc is an intensive online coding bootcamp for aspiring developers. By combining the time-tested 1-on-1 apprenticeship model with original, industry-vetted curriculum, Bloc offers students around the world a more accessible and effective alternative to an offline bootcamp. Bloc is headquartered in San Francisco, CA.",https://www.linkedin.com/company/bloc-inc-/,,http://twitter.com/trybloc,http://www.facebook.com/trybloc,"24,774"
Higher Learning Technologies,https://www.crunchbase.com/organization/higher-learning-technologies,https://www.builtbyhlt.com/,"Apps, EdTech, Education, iOS, Mobile, Software","Apps, Education, Mobile, Platforms, Software",Higher Learning Technologies specializes in using mobile technology to create better education solutions.,"Higher Learning Technologies specializes in using mobile technology to create better education solutions. HLT mission is to empower students by creating the most innovative, captivating, and successful, mobile education platform. Their vision is to transform the lives of students by giving them the knowledge and confidence they need to turn their dreams into reality. It was founded in 2012 and is based in Coralville, Iowa.",http://www.linkedin.com/company/higher-learning-technologies,,http://twitter.com/HigherLearnTech,http://www.facebook.com/HigherLearningTechnologies,"24,818"
Gradient.io,https://www.crunchbase.com/organization/gradient-io,https://www.gradient.io/,"Advertising, Artificial Intelligence, Brand Marketing, E-Commerce, Education, Machine Learning, Software","Advertising, Artificial Intelligence, Commerce and Shopping, Data and Analytics, Education, Sales and Marketing, Science and Engineering, Software",Gradient.io is a machine learning platform that optimizes presence for brands in Amazon,"Gradient.io is an intelligent insights platform for Amazon. Using proprietary machine learning technology, Gradient.io’s platform helps brands understand and optimize their digital point-of-sale presence. Gradient.io solutions include Gradient Digital Shelf, Gradient Score, Gradient Dynamics, and Gradient Compete. Brands taking advantage of these solutions can finally unlock the full power of Amazon. For more information, visit https://gradient.io",https://www.linkedin.com/company/gradient-io/,,https://twitter.com/gradient_io,https://www.facebook.com/pg/gradientio/,"24,846"
