Organization Name,Organization Name URL,Website,Industries,Industry Groups,Description,Full Description,LinkedIn,Hub Tags,Twitter,Facebook
2-BBB Medicines BV,https://www.crunchbase.com/organization/2-bbb-medicines-bv,http://2-bbb.com/,"Biotechnology, Health Care","Biotechnology, Health Care, Science and Engineering",2-BBB Medicines BV is a created to develop medicines for the treatment of devastating brain diseases.,"2-BBB started in 2003 as to-BBB technologies BV, a spin-off company from the renowned Blood-Brain Barrier Research Group of the Leiden Academic Center for Drug Research (LACDR) from Leiden University in the Netherlands. The founding fathers of to-BBB were Pieter Gaillard, Alfred Nijkerk (VenGen), Bert de Boer (emeritus head of the LACDR Blood-Brain Barrier Research Group) and Leiden University.",https://www.linkedin.com/company/2-bbb-medicines-bv/,,https://twitter.com/2BBBMedicines,
20/20 Gene Systems,https://www.crunchbase.com/organization/20-20-gene-systems-inc,http://2020gene.com,"Big Data, Biotechnology, Health Diagnostics","Biotechnology, Data and Analytics, Health Care, Science and Engineering",20/20 GeneSystems (‘20/20’) was founded in May of 2000 to develop and promote an innovative proteomics product line that provides drug,"20/20 GeneSystems (‘20/20’) was founded in May of 2000 to develop and promote an innovative proteomics product line that provides drug companies, biodefense specialists and life scientists with new tools for protein analysis. Their headquarters are in the heart of the biotechnology corridor in Rockville, Maryland in close proximity to the National Institutes of Health with which they have extensive collaborations.  20/20 GeneSystems develops and commercializes innovative, proprietary diagnostics tests that aid in the fight against cancer. These tests generally fall into three categories:  - Personalized Medicine: Their patented platform technology for measuring biomarkers in tumors is highly unique in that it combines the visual advantages of classical pathology with the multiplex capabilities needed as a result of genomics and proteomics. This technology is now being used to develop tests to predict responses to several new targeted therapies for kidney and lung cancer.  - Early detection of lung cancer: 20/20 is developing a blood test for the early detection of lung cancer. This product will be used for screening smokers and former smokers to pre-select or enrich the patient population to receive annual CT scanning long before the disease becomes symptomatic.  - Biological Detection: 20/20 is on the leading edge of developing technologies to help in the detection of biological toxins.",https://www.linkedin.com/company/20-20-genesystems,,http://twitter.com/2020Gene,https://www.facebook.com/595512853824044
20n,https://www.crunchbase.com/organization/20n,http://20n.com/,"Biotechnology, Computer, Health Care","Biotechnology, Consumer Electronics, Hardware, Health Care, Science and Engineering",A computational synthetic biology company.,"At 20n, They use algorithms to engineer microbes. Specifically, their algorithms engineer microbes to make chemicals. Like yeast produces alcohol during beer brewing, their engineered microbes will produce chemicals with therapeutic health and industrial biotech applications. The best illustration of this DARPA-backed technology is the bacteria They engineered to produce Paracetamol (also known as acetaminophen, and sold under the brand name Tylenol). Aside from this bacteria, there is no known natural way of producing acetaminophen. They are building data mining technology that will allow us to enable the bioproduction of a whole spectrum of valuable molecules. Below is the map of every chemical that can be made biologically, as discovered by 20n's algorithms.",https://www.linkedin.com/company/20n,,https://twitter.com/tweet20n,
21st Century Therapeutics,https://www.crunchbase.com/organization/21st-century-therapeutics,http://www.21-cti.com/,"Biotechnology, Developer Platform, Health Care, Health Diagnostics, Medical","Biotechnology, Health Care, Science and Engineering, Software",21st century therapeutics discovers and develops new drugs in cancer and immune-mediated diseases.,21st century therapeutics discovers and develops new drugs in cancer and immune-mediated diseases.,,,,
22nd Century Group,https://www.crunchbase.com/organization/22nd-century-group,http://www.xxiicentury.com,"Biotechnology, Health Care, Health Diagnostics","Biotechnology, Health Care, Science and Engineering",22nd Century Group is a plant biotechnology company developing tobacco harm reduction and smoking cessation products.,"22nd Century Group is a plant biotechnology company developing tobacco harm reduction and smoking cessation products. In 1998, Joseph Pandolfino founded 22nd Century Limited, LLC (22nd Century) to provide funding to North Carolina State University (NCSU) for research and development collaboration on nicotine biosynthesis in the tobacco plant. Mr. Pandolfino questioned, coffee without caffeine and beer without alcohol is commercially available so why aren’t tobacco cigarettes without nicotine a choice for consumers? Further, he hypothesized: If it were possible to produce tobacco cigarettes without nicotine, smokers could use these extraordinary cigarettes to successfully quit smoking. A paradox to be sure. Nonetheless, Mr. Pandolfino’s hypothesis stemmed from his careful observation of real smokers. As an importer of tobacco-free herbal cigarettes, Mr. Pandolfino had come to realize that some consumers were using nicotine-free herbal cigarettes to successfully quit smoking. Anecdotal evidence suggested that this approach was actually effective. The biggest problem with the novel “therapy” was the fact that herbal cigarettes have distinct taste and aroma characteristics which greatly limit their consumer appeal and acceptance. Indeed, although various processes were developed to improve these nicotine-free herbal cigarettes, it became clear that their peculiar taste and aroma characteristics would never appeal to mainstream smokers. If, on the other hand, a tobacco cigarette without nicotine could be developed, Mr. Pandolfino believed a new cigarette category could prove an attractive product choice to all smokers. With this in mind, Mr. Pandolfino set out to investigate the feasibility of efficiently producing tobacco cigarettes without nicotine.",,,,
23andMe,https://www.crunchbase.com/organization/23andme,http://23andme.com,"Biotechnology, Genetics, Life Science","Biotechnology, Health Care, Science and Engineering","23andMe is a DNA testing technology company that enables its users to access their ancestry, genealogy, and inherited traits.","23andMe is a human genome research company enabling users to study their ancestry, genealogy, and inherited traits. A startup co-founded by Linda Avey and Anne Wojcicki, the wife of Google co-founder Sergey Brin, 23andMe has plans to make the human genome searchable. Brin, along with Google, gave 23andMe $3.9 million as part of a series A in May of 2007. The company was named after the number of chromosome pairs in humans. They aim to help people understand what their genes mean by indexing them and highlighting significant findings.  23andMe allows its clients/users to study their ancestry, genealogy, and inherited traits. The company also markets to researchers and scientists, for whom they provide neatly categorized and easily searchable data. One reason the Google investment in 23andMe made sense, was that this company could enable the search giant to index another facet of the world's information. With the Biotech and Health Care industries growing rapidly, 23andMe could help Google get and maintain a market hold in these already multi-billion dollar areas.",https://www.linkedin.com/company/23andme,Unicorn,http://twitter.com/23andMe,http://www.facebook.com/23andMe
24Genetics,https://www.crunchbase.com/organization/24genetics,https://24genetics.com,"Biotechnology, Genetics, Health Care, Sports","Biotechnology, Health Care, Science and Engineering, Sports",24genetics.com is a biotechnology company specialized in Human Genetics.,"24genetics.com is a biotechnology company specialized in Direct to Consumer Genetic Test. It has one of the broadest portfolios in the market with DNA test for health prevention, pharmacogenomics, nutrigenetics, sports, ancestors, skin care, etc. Some of his tests stand out especially as his ancestry test with more than 400 geographical areas is the most detailed of the market. His health test with more than 250 traits is also one of his most famous reports. 24Genetics operates in more than 30 countries.",https://www.linkedin.com/company/24genetics.com,,,https://www.facebook.com/24genetics
2B Technology,https://www.crunchbase.com/organization/2b-technology,http://www.twobtech.com/,"3D Printing, Analytics, Biotechnology, Commercial, Environmental Engineering, Manufacturing, Telecommunications","Biotechnology, Data and Analytics, Hardware, Manufacturing, Other, Science and Engineering, Sustainability",2B Technologies is dedicated to the development and commercialization of new analytical instruments.,"2B Technologies is dedicated to the development and commercialization of new analytical instruments for atmospheric and environmental measurements.  They specialize in miniaturized instruments for measurements of ozone (O3), nitric oxide (NO), nitrogen dioxide (NO2), mercury (Hg; under development), and other chemical species in air.  The photo to the right shows their Model 202 Ozone Monitor and their Personal Ozone Monitor (POM) sitting atop a conventional ozone monitor.  Their Model 202 was originally developed out of the need for the University of Colorado research group of co-founder Dr. John Birks to make vertical profiling measurements of ozone on kites and balloons where measurements using conventional ozone monitors are impossible.  The POM represents another advance in miniaturization and portability.  Their small, lightweight, low-power instruments are now used for atmospheric measurements using balloons, kites, UAVs, research aircraft,  and at many remote sites, including Antarctica, the Galapagos Islands, the Greenland ice sheet, the summit of Mont Blanc, the Amazon rain forest, on buoys in the Arctic Ocean, on commercial airliners, in many U.S. National Parks and at numerous other locations throughout the world.  More than 1,700 of Their Model 202 and Model 205 Ozone Monitors, over 140 POMs, and more than 4,100 total instruments have been sold since the year 2000, with about half of their instruments going to researchers outside the U.S. More than 500 scientific papers have been published that cite use of 2B Tech instruments, and those papers have been cited more than 7,000 times by other researchers.",https://www.linkedin.com/company/2b-technologies-inc.,,,
2Blades Foundation,https://www.crunchbase.com/organization/2blades-foundation,http://2blades.org/,"Agriculture, Biotechnology","Agriculture and Farming, Biotechnology, Science and Engineering",2Blades Foundation is a Biotechnology company.,"At 2Blades, they pursue a better understanding of plant pathogens and the best solutions to the diseases they cause. The insights they find, which are at times unexpected or difficult to predict, provide new strategies for keeping plants healthy.  2Blades works to apply these innovations to the breeding of significant crops for commercial and subsistence agriculture. They seek to get these healthier plants into the hands of farmers all over the world, so that farmers can stop losing crops to disease and can grow more efficiently with less need for crop protection chemicals. Fighting crop disease is an important part of a sustainable system for producing food now and in the future, as the world works to feed more people and conserve their natural resources.",https://www.linkedin.com/company/two-blades-foundation/,,https://twitter.com/2blades,https://www.facebook.com/2BladesFoundation/
360imaging,https://www.crunchbase.com/organization/360imaging,https://www.360imaging.com,"3D Technology, Biotechnology, Dental","Biotechnology, Hardware, Health Care, Science and Engineering, Software",360imaging is a 3D digital implantology provider offering a variety of products and services to implant professionals and their patients.,"360imaging based in Atlanta, Georgia is a leading provider in 3D Digital Implantology, offering a range of products and services to implant professionals and their patients.  At 360imaging our mission is improve the cost, quality and accessibility of implant treatment planning worldwide through our unique solution offering that covers the whole cycle from scan to surgical guide. In close cooperation with top doctors and researchers around the world, 360imaging continues to develop the 360imaging solution, a complete solution for all implant treatment needs. The 360imaging solution draws upon our years of experience, expertise and innovation in the field making it the most perfect and complete solution for doctor needs.  360imaging solution includes the following set of integrated products and services:  - 360dps: An intuitive and easy to use treatment planning software for accurate and predictable planning of implant cases.  - Surgical Guides: The most affordable surgical guides for every case scenario. Manufactured and designed in USA, cutting down delivery time in half.  - Digital Lab Service: Offering complete Implant-related service such as Radiology Reports, Conversion & Image Modeling and Customized Treatment Planning services. Company History: 360imaging opened its doors for business in 2005, with the initial goal of building 3D CT imaging centers for the dental community across the United States. After opening two centers in Atlanta and one Preferred Scan Center in Athens, GA and one in Charlotte, NC, we realized the need to offer our dental practice clients Digital Lab service after each patient scan. In order to best serve our dental practice clients, we decided to pursue the development of the 360 Digital Lab, that offered complete Implant treatment related services including Radiology Reports, Conversion and Image Modeling and Treatment Planning services. After planning over 30,000 cases over 6 years, we saw the shortcomings of the software packages on the market and saw an opportunity to simplify the planning process through a superior software option that would work with any type of implant. That led to the development of 360dps; a comprehensive, cost-effective and intuitive implant planning software designed to make implant planning painless.  In addition, the backups and delays on surgical guides coming from overseas were a constant problem. In response, we have developed a state-of-the-art technology to produce surgical guides here in Atlanta, GA. This technology allows us to produce guides in half the time of guides that are produced overseas, letting practitioners complete cases faster and increasie cash flow.",http://www.linkedin.com/company/360imaging,,,http://www.facebook.com/pages/360imaging/323921023939
3Bar Biologics,https://www.crunchbase.com/organization/3bar-biologics,http://www.3barbiologics.com/,"Agriculture, Biotechnology, Farming","Agriculture and Farming, Biotechnology, Science and Engineering",3Bar Biologics delivers a sustainable microbe inoculant system that helps farmers increase crop yield.,"3Bar Biologics is a bioscience company based in Columbus, OH. The firm is dedicated to applying disruptive technologies to create ecologically sound products that sustainably increase yields and protect farmer’s investments in land and seed. 3Bar’s first product is Bio-YIELD, an all-natural, sustainable microbe inoculant system. Bio-YIELD was first introduced to the market in 2014 serving eastern Corn Belt growers. We will broaden to the global market as we generate supporting data for additional markets. Scientists at The Ohio State University invested more than 15 years of research to produce the discovery process that identified the unique beneficial bacteria that are the foundation of this organic solution for increasing yields in corn, soybean, wheat, and other crops.",https://www.linkedin.com/company/3bar-biologics-inc-,,,
3D Bio Holdings,https://www.crunchbase.com/organization/3d-bio-holdings,http://www.3dbiocorp.com,"Biotechnology, Health Care, Pharmaceutical","Biotechnology, Health Care, Science and Engineering",3D Bio Holdings is a company that specializes in regenerative medicine and devices.,"3D Bio Holdings LLC operates as a biotechnology company. The company was incorporated in 2014 and is headquartered in New York, New York.",https://www.linkedin.com/company/3dbio-corporation,,,
3D Biomatrix,https://www.crunchbase.com/organization/3d-biomatrix,http://3dbiomatrix.com,"3D Technology, Biotechnology, Manufacturing","Biotechnology, Hardware, Manufacturing, Science and Engineering, Software",3D Biomatrix designs and manufactures 3D culture plates and scaffolds for cellular assays in drug discovery operations.,"3D Biomatrix Inc. designs and manufactures three-dimensional cell culture plates and scaffolds for cellular assays in drug discovery. Its scaffolds are used by researchers and drug discovery experts in bone-marrow, hepatocytes, and thymus applications. 3D Biomatrix Inc. was founded in 2010 and is based in Ann Arbor, Michigan.",http://www.linkedin.com/company/3d-biomatrix,,http://twitter.com/3DBiomatrix,http://www.facebook.com/3dbiomatrix
3D Biotek,https://www.crunchbase.com/organization/3d-biotek,http://www.3dbiotek.com,Biotechnology,"Biotechnology, Science and Engineering",3D Biotek LLC is a biotechnology company.,"3D Biotek LLC is a biotechnology company located in New Jersey, USA. Using its Precision 3D Micro-Fabrication Technology and Advanced Bio-Manufacturing Technology, 3D Biotek is a leader in the research and development of novel 3-dimensional (3D) cell culture devices for stem cell/tissue engineering and drug discovery applications.",https://www.linkedin.com/company/3d-biotek-llc,,https://www.twitter.com/3dbiotek,https://www.facebook.com/3D-Biotek-LLC-263089809173/
3D Custom Collagen,https://www.crunchbase.com/organization/3d-custom-collagen,http://www.3dcustomcollagen.com,Biotechnology,"Biotechnology, Science and Engineering",3D Custom Collagen is a biotechnology company.,"3D Custom Collagen, Inc. (3DCC, Inc.) is a biotechnology company that provides superior 3D Collagen scaffolds and customized collagen products to the healthcare and research industry. 3DCC, Inc. uses bovine corium and tendon from USA closed herds to customize collagen products based on client needs. Their current products range from minimally processed to highly purified soluble or cross linked-3D collagen.",,,,
3D-Matrix Medical Inc.,https://www.crunchbase.com/organization/3d-matrix-medical-inc,http://www.3d-matrix.co.jp/en,"Biotechnology, Health Care, Medical","Biotechnology, Health Care, Science and Engineering",3DMatrix Medical is a regenerative medicine company with products that accelerate wound healing & tissue regeneration.,"Based on various rights related to self-assembling peptide technology, we are developing a global business centered on the research reagent business, medical device business and licensing business.",,,,
3dbiosurfaces Technologies,https://www.crunchbase.com/organization/3dbiosurfaces-technologies,https://3dbiosurfaces.com/,"Biotechnology, Information Technology","Biotechnology, Information Technology, Science and Engineering",3dbiosurfaces Technologies provides high sensitivity substrates for enhanced diagnostic test performance.,3dbiosurfaces Technologies provides high sensitivity substrates for enhanced diagnostic test performance. The company's core technology is based on creating three-dimensional features that increase the available area for binding of biomolecules used in-vitro testing with no change in the time to perform the test. ,https://www.linkedin.com/company/3dbiosurfaces-technologies-llc/,,,
3Derm Systems,https://www.crunchbase.com/organization/3derm-systems,http://3derm.com,"3D Technology, Biotechnology, Health Care, Medical, Medical Device","Biotechnology, Hardware, Health Care, Science and Engineering, Software",3Derm is a medical technology company offering a skin imaging system that allows users to take clinical-quality 3D skin images remotely.,"3Derm is a cost-effective, skin imaging system that allows non-dermatologists to take clinical-quality 3D skin images remotely. Two million Americans develop skin cancer every year. With 3Derm, dermatologists can review images taken at medical kiosks and other referral sites to efficiently monitor high volumes of patients’ lesions while reserving in-office appointment times for those patients whose images indicate a more alarming condition. 3Derm cuts down on wait times reduces healthcare spending and save lives. Two million Americans develop skin cancer every year. Patients currently monitor their skin through routine dermatology appointments, which are scheduled as frequently as six times per year for high-risk cases. These are both expensive and inconvenient. 3Derm Systems is developing a low-cost skin monitoring solution that allows patients to take clinical-quality 3D images from the comfort of their own homes. Dermatologists can use the uploaded images to efficiently monitor high volumes of patients' lesions while reserving in-clinic appointment times for patients whose images indicate a more alarming condition. 3Derm aims to revolutionize the field of teledermatology by providing greater access to dermatological care. Some patients use handheld digital cameras or apps to take and send images via teledermatology. 3Derm allows patients to keep their local dermatologist instead of using a telemedicine service and uses clinical quality features that ensure every image maximizes diagnostic usefulness for both the patient and the physician.",https://www.linkedin.com/company/3derm-systems,,http://twitter.com/3Derm,http://www.facebook.com/3derm
3T Biosciences,https://www.crunchbase.com/organization/3t-biosciences,http://www.3tbiosciences.com,"Biopharma, Biotechnology, Health Care","Biotechnology, Health Care, Science and Engineering","3T Biosciences is an immunotherapy company headquartered in Menlo Park, California.","Founded in 2017, 3T Biosciences is an immunotherapy company headquartered in Menlo Park, California.",https://www.linkedin.com/company/3tbiosciences/,,https://twitter.com/3tbio,
3Ti,https://www.crunchbase.com/organization/3ti,http://www.3ti.com,"Biotechnology, Health Care, Health Diagnostics, Medical Device","Biotechnology, Health Care, Science and Engineering",3Ti develops stage medical device.,3Ti is a late development stage medical device/diagnostics start up developing next generation blood analyzer and associated consumables for the pre-transfusion/blood bank diagnostics market worldwide.,,,,
454 Life Sciences,https://www.crunchbase.com/organization/454-life-sciences,http://454.com/,"Biotechnology, Life Science","Biotechnology, Science and Engineering","454 Life Sciences is a biotechnology company based in Branford, Connecticut. It is a subsidiary of Roche.","454 Life Sciences, a majority-owned subsidiary of CuraGen Corporation, develops and commercializes novel instrumentation for high-throughput DNA sequencing. Specific applications include whole-genome sequencing, RNA analysis and ultra-deep sequencing of target genes.",,,,
480 Biomedical,https://www.crunchbase.com/organization/480-biomedical,http://www.480biomedical.com,"Biotechnology, Medical, Medical Device","Biotechnology, Health Care, Science and Engineering",480 Biomedical focuses on the development of a bioresorbable scaffold for treating occlusive disease in the superficial femoral artery.,"480 Biomedical focuses on the development of a bioresorbable scaffold for treating occlusive disease in the superficial femoral artery (SFA). Its lead product, SFA scaffold, is a proprietary scaffold and delivery system for use in treating peripheral arterial disease in the SFA. The company was founded in 2011 and is based in Watertown, Massachusetts.",,,,
490 BioTech,https://www.crunchbase.com/organization/490-biotech,http://490biotech.com/,"Biotechnology, Life Science, Pharmaceutical","Biotechnology, Health Care, Science and Engineering",490 BioTech Focused on research solutions that save you time and money while providing the data you need to move your ideas into practice.,490 BioTech is a life sciences company that develops patent protected light-emitting (bioluminescent) human cell lines genetically programmed to ‘report’ on biological events or interactions that affect their metabolic status. The incorporation of these cell lines into cell culture and small animal preclinical efficacy/toxicity testing models is designed to accelerate the pace of new drug discovery and move drugs more rapidly and more effectively towards Phase I human testing with a reduced overall cost.,https://www.linkedin.com/company/490-biotech,,https://twitter.com/490Biotechknox,https://www.facebook.com/490-BioTech-1148470568513942
4D Molecular Therapeutics,https://www.crunchbase.com/organization/4d-molecular-therapeutics,http://www.4dmoleculartherapeutics.com,"Biotechnology, Genetics","Biotechnology, Health Care, Science and Engineering","4D Molecular Therapeutics designs, develops, and commercializes transformative gene therapeutic products for unmet medical conditions.","4D Molecular Therapeutics is a biotechnology company.The Company designs, develops, and commercializes transformative gene therapeutic products for unmet medical conditions.",https://www.linkedin.com/company/4d-molecular-therapeutics-llc,,https://twitter.com/4dmolecular,https://www.facebook.com/TherapeuticVectorEvolution/
4D Path,https://www.crunchbase.com/organization/4d-path,http://www.4dpath.com/,"Biotechnology, Health Care, Medical","Biotechnology, Health Care, Science and Engineering",4D Path specializes in integrating cancer diagnostics and precision medicine.,"4D Path specializes in integrating cancer diagnostics and precision medicine into a single quantitative digital platform based only on a single hematoxylin and eosin. Its patented technology is designed to be universal, with the ability to characterize underlying fundamental processes across cancer spectra in many organ systems. The company was incorporated in 2016 and is based in Belmont, Massachusetts.",,,,
4P Therapeutics,https://www.crunchbase.com/organization/4p-therapeutics,http://www.4ptherapeutics.com/,"Biotechnology, Health Care, Medical Device, Pharmaceutical","Biotechnology, Health Care, Science and Engineering",4P Therapeutics is a private company focused on the research and development of novel drug delivery technologies and therapeutics. ,"4P Therapeutics is a private company focused on the research and development of novel drug delivery technologies and therapeutics. 4P develops products that meet the needs of patients, physicians and payers. The company has capabilities for developing pharmaceutical products ranging from pre-clinical testing to clinical manufacturing and early stage clinical development (Phase I/II). A key company focus and area of expertise is in the development of transdermal products for currently injected compounds, including proteins, peptides, macromolecules and biologics. Transdermal delivery of commercially available drugs or biologics that are typically delivered via injection has the potential to improve safety, efficacy and therapeutic outcomes associated with these treatments. ",https://www.linkedin.com/company/4p-therapeutics/,,,
64-x,https://www.crunchbase.com/organization/64-x-mountain-view-california,https://www.64-x.com/,"Biofuel, Biometrics, Biopharma, Biotechnology, Genetics, Life Science, Pharmaceutical, Product Research","Biotechnology, Data and Analytics, Design, Energy, Health Care, Natural Resources, Science and Engineering, Sustainability","64-x is a biotech company that aims to engineer microbes that solve long-term problems in biomanufacturing, bioremediation, and health.","64-x designs microorganisms with enhanced properties that enable otherwise unattainable applications in biomanufacturing, bioremediation, and health. Alexis Rovner, George Church, Jeffrey Way, and Pamela Silver founded 64-x on August 22, 2017. 64-x is based in San Francisco, CA.",https://www.linkedin.com/company/64-x/,,https://twitter.com/64minusX,https://www.facebook.com/64minusx/
7 Oaks Pharmaceutical,https://www.crunchbase.com/organization/7-oaks-pharmaceutical,http://bensalhprx.com,"Biotechnology, Diabetes, Manufacturing","Biotechnology, Health Care, Manufacturing, Science and Engineering",7 Oaks Pharmaceutical manufactures and distributes diabetic wound care and bedsore ointments under the brand name Bensal HP.,"7 Oaks Pharmaceutical Corp. manufactures and distributes diabetic wound care and bedsore ointments under brand name Bensal HP. The company was founded in 1997 and is based in Easley, South Carolina.",,,,
712 North Inc.,https://www.crunchbase.com/organization/712-north,https://www.712north.com,"Biotechnology, Pharmaceutical","Biotechnology, Health Care, Science and Engineering",Personalized Mitochondrial Medicines,712 North is a pre-clinical stage pharmaceutical company that develops modulators of the dynamic mitochondrial network for patients with Alzheimer's and other diseases.,https://www.linkedin.com/company/712-north/,,https://twitter.com/712NorthInc,
858 Therapeutics,https://www.crunchbase.com/organization/858-therapeutics,,"Biotechnology, Health Care, Pharmaceutical","Biotechnology, Health Care, Science and Engineering","858 Therapeutics is a stealth company specializing in the area of healthcare services, pharmaceutical, and biotechnology.","858 Therapeutics is a stealth company specializing in the area of healthcare services, pharmaceutical, and biotechnology. The company was founded in 2019 and is headquartered in San Diego, California, USA.",,,,
89bio,https://www.crunchbase.com/organization/89bio,https://www.89bio.com/,"Biopharma, Biotechnology, Pharmaceutical","Biotechnology, Health Care, Science and Engineering",89Bio is a biopharmaceutical company building a pipeline of biologic and small molecule treatments for liver and metabolic disorders.,"89bio is a clinical-stage biopharmaceutical company focused on rapidly advancing our lead product candidate, BIO89-100, through clinical development for the treatment of non-alcoholic steatohepatitis (NASH). BIO89-100 is a specifically engineered glycoPEGylated analog of fibroblast growth factor 21 (FGF21). It may be a differentiated FGF21 therapy, and we believe it has the potential to become a mainstay of therapy for NASH given its ability to address the key liver pathologies (steatosis and fibrosis) and underlying metabolic dysregulation in patients with NASH. We are also expanding the breadth of indications for BIO89-100 with an initial focus on severe hypertriglyceridemia (SHTG).",,,,
9 Meters Biopharma,https://www.crunchbase.com/organization/9-meters-biopharma,https://9meters.com/,Biotechnology,"Biotechnology, Science and Engineering",9 Meters Biopharma is a gastrointestinal platform company focusing on patients with rare disorders and unmet needs.,"9 Meters Biopharma is a gastrointestinal platform company focusing on patients with rare disorders and unmet needs. The company's pipeline includes drug candidates for short bowel syndrome and celiac disease. 9 Meters Biopharma is led by a strong management team with a history of bringing novel therapeutics to market, and the company owns all global rights to their products, which are backed by more than 150 patents worldwide.",https://www.linkedin.com/company/9meters/,,https://twitter.com/9metersbio,
