Organization Name,Organization Name URL,Website,Industries,Industry Groups,Description,Full Description,LinkedIn,Hub Tags,Twitter,Facebook,CB Rank (Organization)
Actifio,https://www.crunchbase.com/organization/actifio,http://www.actifio.com,"Analytics, Enterprise Software, Information Services, Information Technology, Virtualization","Data and Analytics, Hardware, Information Technology, Software",Actifio delivers enterprise data-as-a-service to global enterprise customers and service provider partners.,"Actifio delivers Enterprise Data-as-a-Service to hundreds of global enterprise customers and service provider partners in more than 30 countries. Actifio helps hundreds of global enterprise customers and service provider partners in more than 30 countries around the world virtualize their data, just as they virtualized their servers and networks. Their Virtual Data Pipeline™ technology decouples data from infrastructure, enabling dramatic improvements in business resiliency, agility, and access to the cloud. Actifio replaces siloed data management applications with a radically simple, application-centric, SLA-driven approach that lets customers capture data from production applications, manage it more economically, and use it when and where they need. The result is enterprise data available for any use, anytime, anywhere, for less.",http://www.linkedin.com/company/399246,Exited Unicorn,http://twitter.com/actifio,http://www.facebook.com/actifio,675
Bloomberg,https://www.crunchbase.com/organization/bloomberg,http://www.bloomberg.com,"Analytics, Business Information Systems, Business Intelligence, Finance, Financial Services, Information Services, News","Content and Publishing, Data and Analytics, Financial Services, Information Technology, Media and Entertainment","Bloomberg provides news, data, analytics, and communication services for the global business and financial world.","Bloomberg is the leader in global business and financial information. They give influential decision makers the data, analytics, news and insight to give them a critical edge. Bloomberg connects influential decision makers to a dynamic network of information, people and ideas. Their strength - quickly and accurately delivering data, news and analytics through innovative technology - is at the core of everything they do. With over 15,500 employees in 192 locations, Bloomberg deliver business and financial information, news and insight around the world.  Bloomberg was founded in 1982 and within 10 years had over 10,000 customers for the Bloomberg Professional service, a ground breaking private network with data, analytics and other financial information. In the same decade, Bloomberg launched Bloomberg News and opened offices around the world.  Subscriptions to the Bloomberg Professional service skyrocketed in the next decade and the company launched Bloomberg Tradebook and Bloomberg.com.  This past decade saw the development of technological advances in key products and services such as email and instant messaging that have made the Bloomberg Professional service the leading choice of more than 320,000 business and financial professionals globally. Today, Bloomberg is applying its extensive data, news and technology to offer new tools in the fields of government, law, energy and sports. The company's hallmark, innovation and a passion for getting things right, remains strong and is the inspiration behind Bloomberg's award-winning products and solutions.",http://www.linkedin.com/company/bloomberg-lp,,https://twitter.com/Bloomberg,http://www.facebook.com/bloombergnews,770
Premise Data,https://www.crunchbase.com/organization/premise,http://www.premise.com,"Analytics, Big Data, Business Intelligence, Data Visualization, Enterprise Software, Information Services, Medical, Medical Device","Data and Analytics, Design, Health Care, Information Technology, Software","Premise is a data and analytics platform powered by a global network of on-the-ground contributors, data science, and machine learning. ","Premise is a data and analytics platform that empowers decision makers with real-time, actionable intelligence. By combining the power of a global network of on-the-ground contributors with industry leading data science and machine learning Premise is ‘The Source of Ground Truth.’ A $66M Series C venture capital organization, we are backed by Valor Equity Partners, Social Capital, Google Ventures, and Andreessen Horowitz, among others. Premise is headquartered in San Francisco, CA with offices in Washington, D.C., Seattle, WA and Portland, OR.",http://www.linkedin.com/company/premise-data-corporation,,http://twitter.com/premisedata,http://www.facebook.com/premisedata,783
Capella Space,https://www.crunchbase.com/organization/capella-space,http://www.capellaspace.com,"Aerospace, Image Recognition, Information Services, Satellite Communication","Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",Capella Space is a data & information services company that provides insights from space with its constellation of very powerful satellites,"Capella Space is an information services company that provides sub 0.5m very high-resolution synthetic aperture radar earth observation imagery. Through a constellation of small satellites, Capella is providing easy access to frequent, timely, and flexible information affecting dozens of industries worldwide. Capella’s high-resolution SAR satellites are matched with unparalleled infrastructure to deliver reliable global insights that sharpen the understanding of the changing world, improving decisions about commerce, conservation, and well-being on Earth.  The company aims to make timely Earth observation an essential tool for commerce, conservation, and well-being. Capella Space was founded in 2014 and based in San Francisco, California.",https://www.linkedin.com/company/capella-space/,,https://twitter.com/capellaspace,https://www.facebook.com/capellaspacecorp/,845
AppDynamics,https://www.crunchbase.com/organization/appdynamics,http://www.appdynamics.com,"Analytics, Business Intelligence, Information Services, Information Technology, Software","Data and Analytics, Information Technology, Software",AppDynamics develops application performance management (APM) solutions that deliver problem resolution for highly distributed applications.,"The AppDynamics platform gives today’s software-defined businesses the ability to analyze and optimize digital business performance in real time. AppDynamics is led by a senior team of innovators with deep experience in application performance management, systems management and distributed systems. With a pedigree that includes companies such as CA Wily, HP Mercury, BMC, Oracle, Sun, and McAfee, the team has created enterprise-grade solutions deployed at thousands of organizations.  At AppDynamics, their Application Intelligence Platform empowers today’s software-defined businesses with the ability to proactively monitor, manage and optimize the most complex software environments. Because they start with user interactions, their platform is able to dynamically collect millions of performance data points across your applications and infrastructure. They then apply intelligence to instantly identify performance anomalies, enable automatic fixes and continuously measure business impact.  All this happens in real time, in production, with cloud or on-premise deployment flexibility. So even in the most dynamic production environments, you can know more and know it faster. It’s more than monitoring—it’s true Application Intelligence.",http://www.linkedin.com/company/appdynamics,Exited Unicorn,http://twitter.com/AppDynamics,https://www.facebook.com/AppDynamics-193264136815,846
ChaosSearch,https://www.crunchbase.com/organization/chaossearch,https://chaossearch.io,"Computer, Information Services, Information Technology, Software","Consumer Electronics, Hardware, Information Technology, Software",ChaosSearch develops a data platform designed for scalable log analytics.,"ChaosSearch develops a data platform designed for scalable log analytics. The ChaosSearch Data Platform indexes customer’s cloud data rendering it fully searchable and enabling data analytics at scale with a massive reduction of time, cost, and complexity. The company was founded in 2017 and is headquartered in Boston, Massachusetts.",https://www.linkedin.com/company/chaossearch,,https://www.twitter.com/CHAOSSEARCH,,937
At-Bay,https://www.crunchbase.com/organization/at-bay,https://www.at-bay.com/,"Cyber Security, Information Services, Information Technology, Insurance, Network Security, Risk Management","Financial Services, Information Technology, Privacy and Security, Professional Services",At-Bay is a cybersecurity insurance company for the digital age.,"Businesses of every size, in every industry, are increasingly dependent on technology. For all of the benefits innovation brings, the digitization of the economy also creates risk at a magnitude never previously imagined. This new risk is complex, and it's constantly evolving. The old way of managing risk doesn’t cut it in the digital age. We designed At-Bay from the ground up to help businesses meet digital risk head-on. By combining world-class technology with industry-leading insurance expertise, At-Bay offers clarity and confidence to businesses in the digital age. We believe that every business, big or small, when empowered to understand and manage risk, can thrive in a digital world. We address digital risk in a way that everyone, from brokers and business owners, to CISOs and CFOs, can all understand. We question, analyze, and monitor the risk of every company in our portfolio—not just once, but continuously—so we can educate, advise, and support our brokers and our insureds throughout our partnership. Because digital risk never rests, and neither do we.",https://www.linkedin.com/company/at-bay/,,https://twitter.com/KeepRisk_AtBay,,955
Checkr,https://www.crunchbase.com/organization/checkr,https://checkr.com/,"Developer APIs, Enterprise Software, Human Resources, Information Services, Internet, Legal, Legal Tech, Software","Administrative Services, Information Technology, Internet Services, Professional Services, Software",Checkr seeks to automate the process of professional background checks.,"Checkr is a startup that provides either online access or an API that returns automatically generated background checks. Checkr uses the same data sources as traditional background check companies, but can usually turn it around a lot more quickly than traditional providers. Through Checkr’s advanced background check technology, companies can better understand the dynamics of the changing workforce, bring transparency and fairness to their hiring, and ultimately build a better future for workers. Checkr was founded on 2014 and is headquartered in San Francisco, California and Denver, Colorado.",https://www.linkedin.com/company/checkr-com,Unicorn,https://twitter.com/checkr,https://www.facebook.com/checkrio/,"1,056"
Spire Global,https://www.crunchbase.com/organization/spire,http://www.spire.com,"Analytics, Big Data, Business Development, Content, Data Integration, Information Services, Information Technology, Lifestyle, Web Hosting","Community and Lifestyle, Data and Analytics, Information Technology, Internet Services, Media and Entertainment, Professional Services, Software","Spire Global Inc. is a space to cloud data analytics company utilizing satellites to provide maritime, aviation, and weather tracking.","Spire Global Inc. is a space to cloud data analytics company that utilizes proprietary satellite data and algorithms to provide the most advanced maritime, aviation, and weather tracking in the world. Spire’s data analytics is backed by a wholly owned and developed constellation of nanosatellites, global ground station network, and 24/7 operations that provide real-time global coverage of every point on Earth over 100 times per day. Spire identifies and tracks movement of the world's resources and weather systems in order for businesses to make smart decisions. Spire is founded in 2012 and is based in San Francisco, California.",https://www.linkedin.com/company/spireglobal,,https://www.twitter.com/spireglobal,https://www.facebook.com/spireglobal,"1,071"
Roofstock,https://www.crunchbase.com/organization/roofstock,https://www.roofstock.com/,"FinTech, Information Services, Information Technology, Marketplace, Property Management, Real Estate, Rental Property","Commerce and Shopping, Financial Services, Information Technology, Real Estate",Roofstock is an online marketplace for investing in leased single-family rental homes in a transparent and low-friction method.,"Roofstock is an online marketplace for investing in leased single-family rental homes in a transparent and low-friction way. The company provides its clients with research, analytics, and insights to evaluate and purchase independently certified properties at set prices. It enables its investors to treat their real estate investments more like stock portfolios, focusing on asset allocation, rather than researching, and buying vacant homes that need to be repaired and leased. Founded in 2015, Roofstock gets its funding from Bain Capital, Ron Conway, Khosla Ventures, Marc Benioff, and other investment companies. It is headquartered in Oakland, California.",https://www.linkedin.com/company/roofstock,,https://twitter.com/roofstock,https://www.facebook.com/Roofstock,"1,170"
ActivTrak,https://www.crunchbase.com/organization/activtrak,https://activtrak.com/,"Business Intelligence, Information Services, Information Technology, SaaS, Software","Data and Analytics, Information Technology, Software","ActivTrak is the only cloud-native user Activity Monitoring (UAM) tool to help teams improve security, compliance and productivity.","ActivTrak offers cloud-based user activity monitoring that allows organizations to understand how and what people do at work. The ActivTrak platform provides rich contextual insights and analytics about human behavior that empower digital workplaces to achieve security, compliance, and productivity goals. With more than 5,000 customers worldwide and over 100,000 users of their Free version, ActivTrak's award-winning solution can be configured in minutes to provide immediate visibility into what users are doing.  ActivTrak is backed by Elsewhere Partners and led by a team of seasoned security and IT veterans.",https://www.linkedin.com/company/activtrak-com,,https://twitter.com/activtrak,https://www.facebook.com/ActivTrak,"1,245"
BMC Software,https://www.crunchbase.com/organization/bmc-software,http://www.bmc.com,"Cloud Computing, Information Services, Information Technology, Software","Information Technology, Internet Services, Software",BMC Software is a business service management platform offering cloud and IT management solutions for businesses.,"Business Runs on IT. IT Runs on BMC Software. Business runs better when IT runs at its best. That's why more than 20,000 IT organizations — from the Global 100 to the smallest businesses — in over 120 countries rely on BMC Software (NASDAQ: BMC) to manage their business services and applications across distributed, mainframe, virtual and cloud environments. With the leading Business Service Management platform, Cloud Management, and the industry's broadest choice of IT management solutions, BMC helps customers cut costs, reduce risk and achieve business objectives.",http://www.linkedin.com/company/1597,,http://twitter.com/bmcsoftware,http://www.facebook.com/bmcsoftware,"1,309"
Oracle,https://www.crunchbase.com/organization/oracle,https://www.oracle.com,"Collaboration, Computer, Enterprise Software, Information Services, Information Technology, SaaS, Software","Consumer Electronics, Hardware, Information Technology, Other, Software",Oracle is an integrated cloud application and platform services that sells a range of enterprise information technology solutions.,"Oracle is an integrated cloud application and platform services that sells a wide range of enterprise IT solutions. The company also offers software-as-a-service, platform-as-a-service, and infrastructure-as-a-service offerings. It was founded in 1977 and is headquartered in Redwood Shores, California.",https://www.linkedin.com/company/oracle/,,https://twitter.com/Oracle,https://www.facebook.com/Oracle,"1,324"
Topbox,https://www.crunchbase.com/organization/topbox,http://topbox.io,"Analytics, Information Services, Information Technology, Software","Data and Analytics, Information Technology, Software","Analyzing customer interactions and feedback from every contact channel, across your enterprise.","Topbox's Customer Experience Analytics solution analyzes customer interactions across every communication channel, enabling our clients to quickly identify and resolve customer and prospect friction points.   Customers are providing a mountain of feedback about your products and services through voice, chats, texts, social media, NPS surveys, post-sale surveys, product reviews, app feedback, web feedback, and more. Are you listening?",https://www.linkedin.com/company/topbox/,,https://twitter.com/topboxanalytics,https://www.facebook.com/Topbox.io/,"1,326"
Kinside,https://www.crunchbase.com/organization/kinside,https://www.kinside.com/,"Child Care, Information Services, Information Technology","Health Care, Information Technology",Curated child care marketplace accessible only through employers,"Kinside gives parents everything they need to make work work: from securing a spot for your child, to paying for care online, and accessing tax savings and contributions from your employer.",https://www.linkedin.com/company/kinside/,,https://twitter.com/GetKinside,https://www.facebook.com/getKinside,"1,338"
IFTTT,https://www.crunchbase.com/organization/if-this-then-that,https://ifttt.com,"Information Services, Information Technology, Internet","Information Technology, Internet Services",Every thing works better together.,"IFTTT is the world’s leading connectivity platform. We help over 700 global enterprises accelerate the digital transformation of their products into integrated services, dramatically reducing their development costs while extending compatibility and lifetime value. IFTTT is the connectivity standard and low-code alternative to building your own integrations in-house. Our products have attracted 18 million consumers across 140 countries and served over 100 million activated connections. Enterprises like Domino’s, Amazon, Bosch, ING, and Samsung trust IFTTT for their connectivity solutions.",http://linkedin.com/company/ifttt,,http://twitter.com/IFTTT,http://facebook.com/ifttt,"1,433"
IonQ,https://www.crunchbase.com/organization/ionq-inc,https://ionq.co,"Business Development, Information Services, Information Technology, Quantum Computing","Information Technology, Professional Services, Science and Engineering",IonQ is a developer of quantum computing for commercial applications.,"IONQ develops general-purpose quantum information processors. Its unique trapped ion approach combines unmatched physical performance, perfect qubit replication, optical networkability, and highly-optimized algorithms to create a quantum computer that is as scalable as it is powerful and that will support a broad array of applications across a variety of industries.",https://www.linkedin.com/company/ionq.co/,,https://twitter.com/IonQ_Inc,,"1,468"
Lukka,https://www.crunchbase.com/organization/libra,http://www.lukka.tech,"Accounting, Bitcoin, Blockchain, Computer, Cryptocurrency, FinTech, Information Services, Information Technology, Software, Virtual Currency","Consumer Electronics, Financial Services, Hardware, Information Technology, Other, Payments, Professional Services, Software",Lukka is a next-generation software company that delivering to the leading middle and back office solutions for the crypto asset ecosystem.,"Lukka is a leading technology and data services provider for middle and back-office crypto asset processing. Its crypto-native products connect, standardize, reconcile, process, and report audit-ready information within a highly secure SOC 1 Type 2 enterprise-grade infrastructure. Lukka was founded in 2014 and headquartered in New York, United States.",https://www.linkedin.com/company/lukka-inc/,,https://twitter.com/LukkaTech,,"1,488"
HODINKEE,https://www.crunchbase.com/organization/hodinkee,http://www.hodinkee.com,"Content, E-Commerce, Information Services, Internet, News, Publishing","Commerce and Shopping, Content and Publishing, Information Technology, Internet Services, Media and Entertainment",HODINKEE designs watches and is a media and retail platform providing a point of view on industry news and releases.,"Established in 2008, HODINKEE is the destination for all things in the world of horology. Over the past decade, ​founder Ben Clymer and team have​ grown HODINKEE into a robust media and retail platform by providing its respected point of view on industry news and releases, investing in engaging and creative storytelling, producing a designated podcast, printing a bi-annual publication, and launching and growing its own retail outlet, HODINKEE Shop. At its core, HODINKEE’s goal is to bring its readers and consumers the best in luxury products in a way that is approachable, authentic, and honest.",https://www.linkedin.com/company/hodinkee-com/,,http://twitter.com/hodinkee,http://www.facebook.com/HODINKEE,"1,541"
Hello Alice,https://www.crunchbase.com/organization/circular-board,https://helloalice.com/,"Digital Marketing, Information Services, Information Technology","Information Technology, Sales and Marketing","Hello Alice helps businesses launch and grow. This free multi-channel platform guides owners by providing funding, networks, and services.","Hello Alice (helloalice.com) helps businesses launch and grow.  A free multi-channel platform, Hello Alice guides business owners by providing funding, networks, and services.  Through supporting hundreds of thousands of companies a day in all 50 states and globally, Hello Alice is building the largest community of owners in the country, while tracking data and trends to increase the success rate for entrepreneurs. Our partners include enterprise business services, government agencies, and institutions looking to serve small- and medium-business owners to ensure increased revenues. Founded by Carolyn Rodz and Elizabeth Gore, we believe in business for all by providing access to all owners, including women, people of color, veterans, and every American with an entrepreneurial spirit.",https://www.linkedin.com/company/helloalice/,Crunchbase Venture Program,https://www.twitter.com/helloalice,https://www.facebook.com/aliceconnects,"1,647"
Merit,https://www.crunchbase.com/organization/merit,https://merits.com/,"GovTech, Information Services, Information Technology, Internet, Software, Web Apps","Apps, Government and Military, Information Technology, Internet Services, Software",Merit is an online platform for digital certifications based on real-world achievements.,"Merit’s interoperable digital credentials ecosystem uniquely helps governments, companies, and organizations deliver on promises they’ve made to individuals struggling to maximize the credentials they’ve earned in life.",https://www.linkedin.com/company/earnmerits/,,https://twitter.com/earnmerits,https://www.facebook.com/earnmerits,"1,724"
Quantum,https://www.crunchbase.com/organization/quantum-corp,http://www.quantum.com,"Enterprise Software, Information Services, Information Technology, Software","Information Technology, Software","Quantum develops data protection, retention and management software systems for small and large enterprises.","Quantum Corp. is the global specialist in backup, recovery, and archive. From small businesses to multinational enterprises, more than 50,000 customers trust Quantum to solve their data protection, retention and management challenges. Quantum's best-of-breed, open systems solutions provide significant storage efficiencies and cost savings while minimizing risk and protecting prior investments. They include three market-leading, highly scalable platforms: DXiÂ®-Series disk-based deduplication and replication systems for fast backup and restore, ScalarÂ® tape automation products for disaster recovery and long-term data retention, and StorNextÂ® data management software for high-performance file sharing and archiving.",http://www.linkedin.com/company/quantum,,http://twitter.com/QuantumCorp,http://www.facebook.com/quantumcorp,"1,762"
Puppet,https://www.crunchbase.com/organization/puppet-labs,https://puppet.com/,"Application Performance Management, Data Center Automation, Information Services, Information Technology, IT Infrastructure, Software","Data and Analytics, Hardware, Information Technology, Software",Puppet is an information technology automation software company designed for system administrators.,"Puppet makes infrastructure actionable, scalable and intelligent. From the data center to the cloud, Puppet helps enterprises modernize and manage their infrastructure to deliver innovation and efficiency through continuous automation. More than 40,000 organizations — including more than 80 percent of the Global 5000 — have benefited from Puppet’s open source and commercial solutions to ensure business continuity, optimize costs, boost compliance and ensure security - all while accelerating the adoption of DevOps practices and delivery of self-service.",https://www.linkedin.com/company/puppet/,,https://twitter.com/puppetize,https://www.facebook.com/PuppetSoftware,"1,788"
Quora,https://www.crunchbase.com/organization/quora,http://quora.com,"Information Services, Internet, Product Design, Q&A, Social Media","Community and Lifestyle, Design, Information Technology, Internet Services, Media and Entertainment",Quora is a Q&A platform with a mission to share and grow the world's knowledge.,"Quora is a question-and-answer website created, edited, and organized by its owners. Quora enables people from all over the world to come together to share and learn across millions of common interests. The company was founded in 2009 and is based in Mountain View, California, United States.",http://www.linkedin.com/company/quora,Unicorn,http://twitter.com/Quora,http://www.facebook.com/quora,"1,804"
Evidation Health,https://www.crunchbase.com/organization/evidation-health,http://www.evidation.com/,"Analytics, Big Data, Data Center, Health Care, Information Services","Data and Analytics, Hardware, Health Care, Information Technology",Evidation Health is a health data analytics platform that collects and analyze continuous behavior data and healthcare information.,"Evidation Health is a provider of a health data analytics platform designed to collect and analyze continuous behavior data and healthcare information so as to create better health outcomes. Its platform turns raw, high-frequency everyday behavior data from sensors, devices, speech, video, and other sources into new knowledge about health and disease, that enable individuals and innovative companies to understand and influence the everyday behaviors. It was founded in 2012 and is headquartered in San Mateo, California.",https://www.linkedin.com/company/evidation-health,,https://twitter.com/evidation,https://www.facebook.com/evidation,"1,824"
Nauto,https://www.crunchbase.com/organization/nauto-inc,http://www.nauto.com,"Artificial Intelligence, Automotive, Autonomous Vehicles, Information Services, Machine Learning, Mobile","Artificial Intelligence, Data and Analytics, Information Technology, Mobile, Science and Engineering, Software, Transportation",Nauto is an AI-technology company on a mission to make driving safer and smarter,"Nauto is an AI-technology company that’s improving the safety of commercial fleets today and the autonomous fleets of tomorrow. Nauto’s intelligent driver safety system assesses how drivers interact with the vehicle and the road ahead to reduce distracted driving and prevent collisions. Nauto’s intelligent driver safety system assesses how drivers interact with the vehicle and the road ahead to reduce distracted driving and prevent collisions. With this knowledge, Nauto is powering the development of self-driving technology that brings the best of human driving to autonomy.",https://www.linkedin.com/company/10023541,,https://twitter.com/NAUTODriver,https://www.facebook.com/NAUTO-711112735682265/,"1,859"
Sigma Computing,https://www.crunchbase.com/organization/sigma-computing,http://sigmacomputing.com,"Analytics, Business Intelligence, Information Services, Information Technology, Internet","Data and Analytics, Information Technology, Internet Services",Cloud Analytics and Business Intelligence Platform,"Sigma Computing is the first company to truly deliver on the promise of self-service analytics and business intelligence (A&BI). Inspired by the spreadsheet knowledge workers were raised on, the Sigma Spreadsheet interface empowers anyone - from the data team to analysts and domain experts at every level- to analyze data, without code or extracts, and make insight-driven decisions quickly. Sigma is powering an iterative and community-driven approach to A&BI that aligns business goals with analysis and frees data experts to focus on more innovative, fulfilling initiatives.",http://www.linkedin.com/company/7801411/,,http://twitter.com/sigmacomputing,http://www.facebook.com/sigmacomputing/,"1,881"
