Organization Name,Organization Name URL,Website,Industries,Industry Groups,Description,Full Description,LinkedIn,Hub Tags,Twitter,Facebook
Zoovu,https://www.crunchbase.com/organization/zoovu,https://www.zoovu.com,"Artificial Intelligence, Digital Marketing, E-Commerce, Information Technology, Machine Learning, Marketing Automation, SaaS, Software","Artificial Intelligence, Commerce and Shopping, Data and Analytics, Information Technology, Sales and Marketing, Science and Engineering, Software",Zoovu is the AI driven conversational search SaaS platform for E-Commerce.,"Zoovu is the AI-driven conversational search SaaS platform for e-commerce. We help brands and retailers deliver contextually relevant conversations just like your best store associate would. Our conversational AI platform delivers digital assistants across all channels and the entire customer lifecycle including evaluation, purchase decision, and post-purchase. Whether it is through product finders, next-generation chatbots, social media, or intelligent search bars, Zoovu delivers contextual and conversational experiences that convert.  More than 2,500 brands and retailers use Zoovu to help shoppers find and buy the right product, including Amazon, P&G, Whirlpool, and Microsoft. Zoovu operates worldwide in 500+ product categories, across all languages.",https://www.linkedin.com/company/zoovu,,https://twitter.com/zoovu,https://www.facebook.com/zoovu.company
Zoomi,https://www.crunchbase.com/organization/zoomi,http://www.zoomiinc.com/,"Analytics, Artificial Intelligence, Information Services, Information Technology, Machine Learning","Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software",Zoomi is a machine intelligence analytics company that offers machine learning research to commercial clients.,"Zoomi is a machine intelligence analytics company that offers machine learning research to commercial clients. It aims to further research into the behavioral analysis and to apply its technologies to real-world applications within the marketplace. The company was founded in 2012 and headquartered in Malvern, Pennsylvania.",https://www.linkedin.com/company/9273200?trk=tyah&trkInfo=tarId%3A1422479954151%2Ctas%3Azoomi%2C%20inc.%2Cidx%3A1-1-1,,https://twitter.com/zoomiinc,https://www.facebook.com/zoomiinc/timeline?ref=page_internal
Zone7,https://www.crunchbase.com/organization/zone7,https://zone7.ai/,"Artificial Intelligence, Health Care, Sports","Artificial Intelligence, Data and Analytics, Health Care, Science and Engineering, Software, Sports","An AI platform to optimize human performance by protecting health, potential, and durability of athletes & elite workforce.","The future of human performance starts now. Zone7 is used by more than 30 professional sports franchises to track performance and injury risk of some of the world’s leading athletes. Zone7 is also being used to monitor the physical wellbeing of medical staffs in leading hospitals around the world. By analyzing data from wearables, video cameras, medical records and various biomechanics metrics, Zone7 provides coaching staffs and hospital administrators with actionable advice to positively influence rest, work assignment, and planning to protect and optimize human performance.",https://www.linkedin.com/company/zone7ai/,,https://twitter.com/Zone7ai,
Zombie Soup,https://www.crunchbase.com/organization/zombie-soup,http://zombiesoup.com,"Artificial Intelligence, Computer, Software, Virtual Reality","Artificial Intelligence, Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software",Zombie Soup is a software development company,"We find ourselves driven, with a constant hunger to create and evolve. And over time many have tried to be a part of our creative kitchen, but they were not able to adopt to our culture – which is based on excellence and execution. So we find ourselves with a rare breed of minds, assembled to trust in each others integrity and co-leadership. Zombies, that have caught the same virus we today call simply inspiration. And such a virus is spread by our technology dishes we deliver, a global impact with a constant & continues spread. We specialize in the right ingredients such as artificial intelligence or virtual reality. A mixture combined with the void of ideas wanting to be realized, but such a dish requires the knowledge of timing, collaboration, growth and an agile foundation. The final product – a soup of engagement, addictive by design. In its DNA you can sense all of us, our hunger to impact the enduser experience and its viral spread.",https://www.linkedin.com/company/zombie-soup,,https://twitter.com/ZombieSoup,https://www.facebook.com/zombiesoup
Zoetic AI,https://www.crunchbase.com/organization/zoetic-2,http://www.zoeticai.com,"Artificial Intelligence, Machine Learning, Robotics","Artificial Intelligence, Data and Analytics, Hardware, Science and Engineering, Software",Zoetic AI is a developer of a social companion robot to bring empathy and emotional connection to robots using artificial intelligence.,Zoetic AI is a developer of a social companion robot intended to bring empathy and emotional connection to robots using artificial intelligence.,https://www.linkedin.com/company/zoeticai,,https://twitter.com/zoeticai,https://www.facebook.com/zoeticai
ZOEBot.ai,https://www.crunchbase.com/organization/zoebot-ai,https://zoebot.ai/,"Artificial Intelligence, Information Technology, Machine Learning, Marketing Automation, Sales Automation, Service Industry, Software","Artificial Intelligence, Data and Analytics, Information Technology, Other, Sales and Marketing, Science and Engineering, Software","Enterprise Lead Engagement – ZOE, captures, converts leads and follows-up with leads for improved customer engagement.","ZOE is a full life-cycle Enterprise Lead Engagement software robot. It talks naturally to leads on your website via chat and on email, using Machine Learning and Natural Language Processing. ZOE follows up with your leads, makes reverse DNA queries on email or anonymous IP traffic, sets up meetings and even connects phone calls with your reps. These calls are then analysed using voice pattern recognition for key sales insights. ZOE is a trailblazer in using AI for Marketing - Giving your teams an unprecedented leverage in capturing, engaging and converting leads to opportunities.",,,https://twitter.com/Web_Spiders,https://www.facebook.com/webspidersgroup
ZMassWalls,https://www.crunchbase.com/organization/zmasswalls,http://www.zmasswalls.com,"Artificial Intelligence, Energy, Manufacturing, Renewable Energy","Artificial Intelligence, Data and Analytics, Energy, Manufacturing, Science and Engineering, Software, Sustainability",Digital design and ordering system for energy efficient wall system,"Digital design, engineering, and ordering platform for energy efficient wall system for all applications.  Computer-Automated manufacturing which integrates robotics, and AI platforms for cost efficient manufacturing.   Executive management team has 20+ years in this space and is raising capital for our next plant in S. California.  ",https://www.linkedin.com/in/scott-long-8714218a/,,,https://www.facebook.com/netzeronation/?modal=admin_todo_tour
Ziro Digital,https://www.crunchbase.com/organization/ziro-digital,https://zirodigital.com/,"Advertising, Artificial Intelligence, Consulting, Mobile Apps, Social Media, Web Design","Advertising, Apps, Artificial Intelligence, Data and Analytics, Design, Internet Services, Media and Entertainment, Mobile, Professional Services, Sales and Marketing, Science and Engineering, Software",Marketing and Digital Solutions Agency,"Ziro Digital is a marketing and digital solutions agency that caters to brands and companies, helping them grow their business by providing the digital tools they need.  By empowering its clients, Ziro Digital gives brands and companies the advantage of understanding their audience better, creating more meaningful ways to engage. WE CREATE: Marketing Strategy UX and UI Design Digital Content Concept Creation          Branding Design Business Intelligence SEO - Search Engine Optimization WE CONSTRUCT: Mobile Apps and Games Websites and Microsites Machine Learning Artificial Intelligence Responsive Design/Development Virtual and Augmented Reality Intranet and Extranet",https://www.linkedin.com/company/zirodigital,,,
Zira,https://www.crunchbase.com/organization/zira,https://zira.ai/,"Artificial Intelligence, Enterprise Software, Food and Beverage, Internet, Restaurants, Retail, Small and Medium Businesses, Software","Artificial Intelligence, Commerce and Shopping, Data and Analytics, Food and Beverage, Internet Services, Other, Science and Engineering, Software",Zira designs and develops employee management solutions that leverage technology to empower companies.,"Zira designs and develops employee management solutions that leverage technology to empower companies. Its platform is a robust AI, capable of creating fully optimized schedules in seconds to increase employee productivity, increase employee morale, and retention all while reducing labor cost. The company was founded in 2019 and is headquartered in San Francisco, California.",https://www.linkedin.com/company/ziraai,,https://twitter.com/Zira_ai,https://www.facebook.com/ziraworkforce
Zippy.ai,https://www.crunchbase.com/organization/zippy-inc,http://zippy.ai/,"Artificial Intelligence, Machine Learning, Mechanical Engineering, Professional Services, Robotics","Artificial Intelligence, Data and Analytics, Hardware, Other, Science and Engineering, Software","Zippy is a team of field-leaders in engineering, robotics, computer vision, machine learning, and design.","Zippy is a team of field-leaders in engineering, robotics, computer vision, machine learning, and design dedicated to creating autonomous mobility that will power the economy of the future. Zippy is building autonomous robots that will blend seamlessly into the life of cities. Whether you are ordering in food, picking up groceries, or ordering items online, Zippy's fleet of autonomous robots will soon play a part. These robots will be everywhere yet hardly noticed, independent yet intelligent, mechanical yet life-like.",,,,
Zippin,https://www.crunchbase.com/organization/zippin,https://www.getzippin.com/,"Artificial Intelligence, Computer, Shopping, Software","Artificial Intelligence, Commerce and Shopping, Consumer Electronics, Data and Analytics, Hardware, Science and Engineering, Software",Zippin is the next generation of checkout-free technology enabling retailers to quickly deploy frictionless shopping in their stores. ,"Zippin has developed the next generation of checkout-free technology enabling retailers to quickly deploy frictionless shopping in their stores. Our patent-pending approach uses AI, machine learning and sensor fusion technology to create the best consumer experience: banishing checkout lines and self-scanners for good, and letting shoppers zip in and out with their purchases. Zippin’s platform leverages product and shopper tracking through overhead cameras, as well as smart shelf sensors, for the highest level of accuracy even in crowded stores. Founded by industry veterans from Amazon and SRI with deep backgrounds in retail technology, AI and computer vision, Zippin is headquartered in San Francisco and has raised venture funding from Maven Ventures, Core Ventures Group, Pear Ventures, Expansion VC, and Montage Ventures.  For more information, visit www.getzippin.com.",https://www.linkedin.com/company/zippin/,,https://twitter.com/GetZippin,https://www.facebook.com/getzippin/
Zinvest Financial,https://www.crunchbase.com/organization/zinvest-financial,https://www.zvstus.com,"Artificial Intelligence, Financial Services, FinTech, Machine Learning, Trading Platform, Wealth Management","Artificial Intelligence, Data and Analytics, Financial Services, Lending and Investments, Science and Engineering, Software",Making finance simple with algo-driven investing.,"An investment advisor that empowers people with the benefits of professional money management. Invest in our easy, affordable investment strategy that uses AI to grow your investments while you sleep.  Simply open a managed portfolio account, deposit a minimum $3000 to get started, and leverage an automated wealth management system formerly used at a multimillion-dollar hedge fund at one low cost of a 1.5% management fee. No wallet fees, no performance fees, no advisory fees - period.",https://www.linkedin.com/company/zinvest,,https://www.twitter.com/zinvestusa,https://www.facebook.com/zinvestusa
Zinoplex,https://www.crunchbase.com/organization/zinoplex,http://www.zinoplex.com//,"Artificial Intelligence, Database, Machine Learning","Artificial Intelligence, Data and Analytics, Science and Engineering, Software",Zinoplex is an intelligence platform that uses machine learning algorithms to understand people and the relationships between them.,"Zinoplex is a data and relationship discovery platform that uses machine learning algorithms to understand people and the relationships between them. These algorithms allow Zinoplex to produce updated network maps that generate insights on people and their relationships. Its technology collates large amounts of information and databases to identify buyer intent and demand signals. Zinoplex was founded in 2014 and is based in Boston, Massachusetts.",,,,
Zinier,https://www.crunchbase.com/organization/zinier,https://www.zinier.com/,"Artificial Intelligence, Cloud Computing, Enterprise Applications, Enterprise Software, Field Support, SaaS","Apps, Artificial Intelligence, Data and Analytics, Internet Services, Professional Services, Science and Engineering, Software","Zinier is a field service automation platform helping organizations work smarter, faster, and more efficiently.","Zinier’s intelligent field service automation platform helps organizations transform how they coordinate and execute work so they can solve problems faster, fix things before they break, and maintain the infrastructure that we rely on every day. Field service organizations around the world use Zinier to connect all their teams and data in one place and supercharge every aspect of their field service operations.",https://www.linkedin.com/company/zinier-inc,Emerging Unicorn,https://twitter.com/zinier,https://www.facebook.com/zinier/
ZineOne,https://www.crunchbase.com/organization/zineone,http://www.zineone.com,"Artificial Intelligence, Machine Learning, Real Time, SaaS","Artificial Intelligence, Data and Analytics, Other, Science and Engineering, Software","ZineOne uses AI to deliver intelligent customer experiences in key moments to delight customers, foster loyalty, and increase revenue.","ZineOne’s Intelligent Customer Engagement enables businesses to predict buying intent and provides the ability to influence the session outcome in key moments. Recognized by Gartner as a Gartner MQ for Personalization Engine solutions provider, ZineOne’s Intelligent Customer Engagement platform has positioned the company as an innovative AI personalization provider that is already delivering nearly $1 billion dollars in new revenue for its customers. The patent-pending platform and its continuously learning models provide insights into each and every visitor across digital and physical channels while delivering intelligent customer experiences in key moments to delight customers, foster loyalty, and increase revenue. Learn more at www.zineone.com.",https://www.linkedin.com/company/zineone/,,http://twitter.com/Zine_One,http://www.facebook.com/ZineOne
Zihi Inc.,https://www.crunchbase.com/organization/zihi,https://zihipro.com/,"Artificial Intelligence, Machine Learning, Software, Sports, Training","Artificial Intelligence, Data and Analytics, Education, Science and Engineering, Software, Sports",Zihi is an AI/ML-based endurance sports training platform.,"Zihi: a training platform  that allows athletes and coaches to leverage the strength of AI to improve endurance sports performance. For Coaches:  Zihi automates activities that a computer manages better than a human, freeing up the coach to do what he or she does best: support, motivate, and encourage the athlete. For Athletes: Less expensive than one-to-one coaching. Accounts for athletes’ schedules and other factors: illness, injury, altitude, gender, daily stresses",https://www.linkedin.com/company/zihi/about/,,https://twitter.com/Zihi04165187,https://www.facebook.com/pg/checklists.zihipro/
Ziff,https://www.crunchbase.com/organization/ziff,http://ziff.ai,"Artificial Intelligence, Data Mining, Database, Machine Learning","Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software","ZIFF Real Intelligence, Understood. Automated. Shipped & Scaled! ","ZIFF Real Intelligence, Understood. Automated. Shipped & Scaled! ZIFF is the world's only unstructured database powered by AI. ZIFF will consume any unstructured data; Image, Audio, or Video and automatically generate learned results that can be curated and improved by your experts and easily consumed by software engineers. ",,,,
Zeusshield,https://www.crunchbase.com/organization/zeusshield,https://zsc.io/,"Artificial Intelligence, Blockchain, Information Technology, Insurance, InsurTech","Artificial Intelligence, Data and Analytics, Financial Services, Information Technology, Other, Science and Engineering, Software",Zeusshield is a blockchain AI insurance solution providing an insurance ecosystem with precision marketing and intelligent insurance claims.,Zeusshield uses blockchain to apply trust management into the insurance services and thus building up a new insurance ecosystem with the provision of precision marketing and intelligent insurance claims.,,,https://twitter.com/zeusshield,https://www.facebook.com/shield.zeus.1
Zeuss,https://www.crunchbase.com/organization/zeuss,http://www.Zeuss.com,"Analytics, Artificial Intelligence, Big Data, Software","Artificial Intelligence, Data and Analytics, Science and Engineering, Software",Zeuss provides software solutions that give users unmatched insight into their digital communications.,"Zeuss is an enterprise software company whose suite of products is based on its patent pending Zeuss Data Intelligence Engine (ZDIE). The engine enables people to intuitively discover actionable information across both structured and unstructured data with ease. The company powers knowledge management, intelligence and human capital continuity solutions for private and public sector organizations.",,,,
Zetran,https://www.crunchbase.com/organization/zetran,https://www.zetran.com,"Apps, Artificial Intelligence, Human Resources, Machine Learning, SaaS, Small and Medium Businesses, Software","Administrative Services, Apps, Artificial Intelligence, Data and Analytics, Other, Science and Engineering, Software",AI Saas App for SMEs,"Zetran is a Saas apps maker for Small and Medium business. We plan to develop Apps with AI and Machine Learning Capabilities to simply business process in Finance, Accounting, Human Resource and Productivity. Our first App myBooks is now live",https://www.linkedin.com/company/zetrancorp/,,https://twitter.com/Zetran_Corp,https://www.facebook.com/zetrancompany/
ZETA X,https://www.crunchbase.com/organization/zeta-x,http://www.zeetaax.com/,"Artificial Intelligence, Graphic Design, Hedge Funds, Sales, Software","Artificial Intelligence, Data and Analytics, Design, Financial Services, Lending and Investments, Sales and Marketing, Science and Engineering, Software",Artificial intelligence,"A company interested in artificial intelligence and has several projects in the financial markets, design and programming and is considered a holding company on several projects",https://www.LinkedIn.com/zetaxcompany,,https://twitter.com/JaySpark0x,https://www.facebook.com/zetaxcompany
Zesty.ai,https://www.crunchbase.com/organization/zesty-ai,https://zesty.ai,"Analytics, Artificial Intelligence, InsurTech, Machine Learning, Real Estate, Software","Artificial Intelligence, Data and Analytics, Financial Services, Real Estate, Science and Engineering, Software",Zesty.ai is an AI-enabled property analytics and risk platform for insurance.,"Frequent natural disasters displace families, devastate communities and drive financial loss. Zesty.ai uses artificial intelligence to understand the impact of climate risk to each and every building.  We deliver actionable insights to improve property resiliency and to develop innovative insurance products, so that we can protect our homes and businesses and support thriving communities.   Zesty.ai was named Top 100 Most Innovative AI Company in the world by CB Insights in 2020, Gartner Cool Vendor in Insurance by Gartner Research and silver medalist in the global Zurich Innovation Challenge in 2019.",https://www.linkedin.com/company/zesty-ai/,,https://twitter.com/zestyai,https://www.facebook.com/pg/zestyai/
"Zest, the Reality Media App",https://www.crunchbase.com/organization/zest-b73c,http://www.zestreality.com,"Apps, Artificial Intelligence, Augmented Reality, Communities, Mobile, Mobile Apps, Social Media, Social Network, Software","Apps, Artificial Intelligence, Community and Lifestyle, Data and Analytics, Hardware, Internet Services, Media and Entertainment, Mobile, Science and Engineering, Software",Zest provides an app that provides users interaction with the real world using augmented reality.,Zest social media app is changing the way we interact with the real world using Augmented Reality and Artificial Neural Network-based object recognition technology.,https://www.linkedin.com/company/zest-reality-media,,https://twitter.com/ZestReality,https://www.facebook.com/ZestReality/
Zest AI,https://www.crunchbase.com/organization/zestfinance,http://zest.ai,"Artificial Intelligence, Big Data, Financial Services, FinTech, Machine Learning, SaaS","Artificial Intelligence, Data and Analytics, Financial Services, Science and Engineering, Software",Zest AI is a financial service company that makes software for credit underwriting.,"Zest AI makes the power of machine learning safe to use in credit underwriting. The Zest Model Management System enables lenders to analyze vast amounts of credit data to help increase approval rates and reduce the risk of faulty credit decisions. The platform also provides the ability to explain data modeling results to measure business impact and help comply with regulatory requirements. Lenders using Zest AI software make better decisions and better loans—increasing revenue, reducing risk, and automating compliance. Zest AI was founded in 2009 with the mission of making fair and transparent credit available to everyone. Learn more at http://www.zest.ai.",https://www.linkedin.com/company/zest-ai/,,https://twitter.com/Zest_AI,https://www.facebook.com/HelloZestAI/
ZERØ,https://www.crunchbase.com/organization/zero-2,http://www.zeroapp.ai,"Apps, Artificial Intelligence, Email, Legal, Machine Learning","Apps, Artificial Intelligence, Data and Analytics, Information Technology, Internet Services, Messaging and Telecommunications, Professional Services, Science and Engineering, Software",ZERØ is an AI-powered email management technology that automates time-consuming administrative tasks for lawyers.,"ZERØ is an AI-powered email management technology that automates time-consuming administrative tasks for lawyers, allowing them to focus on practicing law. ZERØ uses proprietary machine learning and natural language processing algorithms to predictively and automatically file emails into iManage and NetDocuments, capture time spent emailing from mobile devices and generate draft time entry narratives, detect potential wrong recipients on emails in real-time, and offer additional productivity features designed to help lawyers identify the information that matters most to them in their inboxes.",https://www.linkedin.com/company/zeroapp/,,https://twitter.com/zeromailapp,https://www.facebook.com/zeromailapp
ZeroEyes,https://www.crunchbase.com/organization/zeroeyes,https://zeroeyes.com/,"Artificial Intelligence, Computer Vision, Machine Learning, Security, Software, Video","Artificial Intelligence, Data and Analytics, Hardware, Media and Entertainment, Privacy and Security, Science and Engineering, Software, Video",ZeroEyes is an AI security company that detects the weapon and sends an alert to prevent and stop active shooter threats.,"ZeroEyes is an AI security company that detects the weapon and sends an alert to prevent and stop active shooter threats. It also sends real-time alerts to improve situational awareness and decrease response times for first responders. The company's gun detection technology uses computer vision to send alerts about an active shooter threat.  ZeroEyes applies a layer of artificial intelligence that turns camera networks into an early warning system for firearms-related threats. They will track multiple suspects as the subject moves past surveillance cameras and update responders in a real-time fashion. The company was founded in 2018 and is headquartered in Philadelphia, Pennsylvania, USA.",https://www.linkedin.com/company/zeroeyes-ai,,https://twitter.com/zeroeyesai,https://www.facebook.com/ZeroEyesAI/
Zerocracy,https://www.crunchbase.com/organization/zerocracy,https://www.zerocracy.com,"Artificial Intelligence, Cryptocurrency, Information Technology, Machine Learning, Software","Artificial Intelligence, Data and Analytics, Financial Services, Information Technology, Payments, Science and Engineering, Software",AI-empowered project management chatbot that automates routine processes in software development projects,"Everybody thinks that robots will replace humans in their daily jobs, but we think something else will happen. With AI and modern communication platforms computers will manage people, not the other way around. Computers will plan and control our routine work, while we will do what we love to do—real work. AI actually can already replace managers in software projects, decreasing project failure rate. Zerocracy is an AI-empowered chatbot that automates the majority of routine and boring operations project managers often fail to do right in software projects, and helps increase the quality of product, decrease costs, and improve maintainability.",https://www.linkedin.com/company/zerocracy/,,https://twitter.com/0crat,https://facebook.com/zerocracy
"Zero Element, Inc",https://www.crunchbase.com/organization/zero-element-inc,https://zeroelement.com,"Artificial Intelligence, Cyber Security, Darknet, Network Security, SaaS","Artificial Intelligence, Data and Analytics, Information Technology, Internet Services, Privacy and Security, Science and Engineering, Software",Unified Cyber Security and Threat Intelligence Management Platform.,"Zero Element began in 2014 as a SaaS project, founded by an elite group of information security veterans to help organizations of all shapes and sizes achieve world-class security without the headaches and huge expense of other solutions. Zero Element develops in house the very same tools that hackers use to perpetrate attacks, turning these tools around to create secure environments and enabling customers to fight hackers proactively rather than the typical reactive model. With its Unified Automatic Cyber Defence Management Platform, Zero Element is the first company that has built a platform that federates security information from all parts of a network to identify and thwart cyber attacks. Today, business depends on connectivity. But with connectivity comes vulnerability. It’s chaos out there. Together, we will bring order. Zero Element cyber security defence platform is an easy, automated product that is quickly implemented in organisations at every level.",,,,
