Organization Name,Organization Name URL,Website,Industries,Industry Groups,Description,Full Description,LinkedIn,Hub Tags,Twitter,Facebook
BenefitHub,https://www.crunchbase.com/organization/benefithub,https://www.benefithub.com/,"Employee Benefits, Enterprise Software, Information Technology, Marketplace, Payments","Administrative Services, Commerce and Shopping, Financial Services, Health Care, Information Technology, Payments, Software",BenefitHub is the market’s number one online benefit portal and employee discount marketplace in the US.,"BenefitHub is a fully customizable benefits and rewards platform.BenefitHub believe that an employee often gives the best of themselves to a company that seeks to serve its employees both inside and outside of the workplace. People should benefit from their job every day and, through these benefits, feel proud of the company that helps them accomplish career and life goals. BenefitHub,  help companies find ways to serve employees by offering an advantage and a reward for hard work and commitment to their employer.They offer a digital interface that helps companies serve their employee’s needs through an all-inclusive platform of employee-centric benefits. Whether it’s discounts on everyday items or health and financial wellness, everything needed to help facilitate a healthy work-life balance is available on BenefitHub.",https://www.linkedin.com/company/benefithub/,,https://twitter.com/your_benefithub,https://www.facebook.com/yourbenefithub/
BeyondPay,https://www.crunchbase.com/organization/beyondpay,https://www.beyondpay.com/,"Consulting, Employee Benefits, Human Resources, Professional Services, Software","Administrative Services, Health Care, Other, Professional Services, Software",BeyondPay specializes in providing workforce management solutions.,"BeyondPay specializes in providing workforce management solutions. They offer a full line of products and services including an integrated, single database solution combining payroll, scheduling, time and attendance. Founded in 1995, the company is headquartered in Clinton, New Jersey.",https://www.linkedin.com/company/beyondpay/,,https://twitter.com/beyondpay,https://www.facebook.com/beyondpay/
Bonusly,https://www.crunchbase.com/organization/bonus-ly,https://bonus.ly,"Employee Benefits, Employment, Human Resources, Internet, Peer to Peer, SaaS","Administrative Services, Health Care, Internet Services, Other, Professional Services, Software",Bonusly offers companies a web platform to reward and motivate employees by using peer-to-peer bonuses.,"Bonusly is an internet company that provides a web platform for companies to reward and motivate employees by using peer-to-peer bonuses. Bonusly helps celebrate everyday contributions and key milestones, automate time-consuming HR admin processes, incentivize participation in company initiatives, and offer digital rewards their employees will love. With its efficient, effective, and enjoyable recognition and rewards solution, they can help people feel a greater sense of alignment and purpose, understand what it means to embody company core values, and see how contributions of all kinds support your mission.  In turn, the customer can pull actionable data about employee experience from powerful people analytics tools. Bonusly delivers unique insights on individual, team, and company levels so you can make strategic decisions about culture, professional development, performance management, and retention.",https://www.linkedin.com/company/bonus-ly,,https://twitter.com/bonusly,https://www.facebook.com/peerbonus
Bouxtie,https://www.crunchbase.com/organization/bouxtie,http://bouxtieinc.com/,"Apps, B2B, B2C, E-Commerce, Employee Benefits, Gift Card","Administrative Services, Apps, Commerce and Shopping, Financial Services, Health Care, Other, Software",Bouxtie allows you to instantly send a personalized digital gift cards.,Bouxtie [pronounced bow-tie] is transforming the way people give gifts and connect. With the Bouxtie application select from hundreds of top retail brands and instantly send a digital gift card right from your phone.,https://www.linkedin.com/company/bouxtie-ltd,,https://twitter.com/Bouxtie,https://www.facebook.com/Bouxtie
CaringWire,https://www.crunchbase.com/organization/caringwire,https://www.caringwire.com/,"Elder Care, Employee Benefits, Health Care, Health Insurance, Information Technology, Software, Wellness","Administrative Services, Financial Services, Health Care, Information Technology, Software","AI driven decision support tool building the ""Google Maps"" for caregivers.","We believe that growing old is a privilege. One that does not come with a roadmap. CaringWire’s goal is to become that roadmap. Integrating technology with the human touch to become the “Google Maps” for caregivers. CaringWire is a decision support tool for seniors and caregivers. Empowering and preparing caregivers with guided content and recommendations to enable self-management, while feeling connected.",https://www.linkedin.com/company/caringwire/,,,https://www.facebook.com/caringwir/
Carrot Fertility,https://www.crunchbase.com/organization/carrot-fertility,https://www.get-carrot.com,"Employee Benefits, Fertility, Human Resources, Software","Administrative Services, Health Care, Software","Carrot Fertility helps employers offer their workers fertility benefits that are flexible, transparent, and cost-conscious.","Carrot offers a fertility benefit for modern companies, focused on making fertility care easier, accessible, and more affordable. The company partners with modern companies to provide fertility coverage for the millions of employees. Through its software, Carrot helps employees to personalize a fertility plan, chat with fertility experts, order medications, and access unique content. It helps them access the care they need, such as egg freezing, in-vitro fertilization, fertility diagnoses, and more.",https://www.linkedin.com/company/get-carrot/,,https://twitter.com/CarrotFertility,https://www.facebook.com/carrotfertility/
Ceridian,https://www.crunchbase.com/organization/ceridian,http://www.ceridian.com,"Compliance, Consulting, Employee Benefits, Human Resources, Information Technology, Payments, SaaS, Software","Administrative Services, Financial Services, Health Care, Information Technology, Payments, Professional Services, Software","Ceridian helps organizations maximize their human, financial, and technology resources.","Ceridian is a global business services company that provides reality-based KnowHow to take the guesswork out of impacting your organization's bottom line.  From human resources and benefits to productivity and payroll services, they help organizations maximize their human, financial and technology resources. As a leader in payroll outsourcing, gift cards and corporate spending, they're the driving force in payment innovation. Whether they're partnering with you to save money, grow your business, enhance operations or minimize financial risks they provide the insights and solutions that ensure your success. Dayforce, the company's flagship cloud HCM platform, provides human resources, payroll, benefits, workforce management, and talent management capabilities in a single solution. Ceridian's platform helps to manage the entire employee lifecycle, from recruiting and onboarding, to paying people and developing their careers. Ceridian provides solutions for organizations of all sizes, from small businesses to global organizations.",http://www.linkedin.com/company/ceridian,,http://twitter.com/Ceridian_US,http://www.facebook.com/CeridianUS
CheckPoint HR,https://www.crunchbase.com/organization/checkpoint-hr,http://www.checkpointhr.com,"Employee Benefits, Enterprise Software, Human Resources","Administrative Services, Health Care, Software",CheckPoint HR provides web-based human resource management solutions for small to mid-sized companies.,"CheckPoint HR, LLC operates as an administrative service organization. Its Web-based human resources management system offers a solution to manage payroll and benefits administration, and other business-critical human resource processes. The company also offers payroll, human resource, employee benefit, employee assistance program, training, and recruiting services. It serves hospitality services, non-profit, auto dealership, pharmaceutical, technology/communications, retail, financial services, real estate management, healthcare, manufacturing, education, and food related industries. CheckPoint HR, LLC was founded in 2001 and is headquartered in Edison, New Jersey with a sales office in New York, New York.",http://www.linkedin.com/company/checkpoint-hr,,http://twitter.com/CheckPointHR,https://www.facebook.com/checkpointhr1
Cinch Financial,https://www.crunchbase.com/organization/cinch-financial,https://www.cinchfinancial.com,"Artificial Intelligence, Big Data, Employee Benefits, Financial Services, FinTech, Lifestyle, Mobile Apps, Personal Finance, Software","Administrative Services, Apps, Artificial Intelligence, Community and Lifestyle, Data and Analytics, Financial Services, Health Care, Mobile, Science and Engineering, Software",Comprehensive personal financial manager and intelligence platform.,"Cinch is your personal, always-on, always-loyal CFO.  Our goal is to take care of your financial life and manage it for you – holistically, and all in one place.  All the hard, painful stuff most people hate we will handle for you with only your financial health in mind.   We do this through our intelligence platform that will drive autonomous personal finance – the software that acts as an always-on fiduciary agent across your entire financial life in one single package and across all your financial accounts.   We use innovative technology and behavioral science to optimize financial decisions of any size – from how much to save each month, to the best path out of credit card debt, to making sure you never overpay for car insurance (or any financial product) ever again.   We’re starting with your everyday finances – your debts, savings, day-to-day cash flow, insurance, and large monthly bills – and then turning to your big goals like buying a home, large future expenses, and retirement savings. By starting with the “today” money decisions, the future begins to take care of itself.   And we will be there as your life, and all the financial products out there, change.   Technology has made it so that you can manage your entire life between 5-6 apps on your phone, but personal finance hasn’t caught up. That’s where Cinch comes in – it’s a comprehensive, holistic, and totally unbiased platform that has only your financial health in mind.",https://www.linkedin.com/company-beta/2702370/,,https://www.twitter.com/cinchfinancial,https://www.facebook.com/cinchfinancial
CircleOf,https://www.crunchbase.com/organization/circleof,http://www.circleof.com,"Employee Benefits, Health Care, Human Resources, Mobile, Mobile Apps, Social Media","Administrative Services, Apps, Health Care, Internet Services, Media and Entertainment, Mobile, Software",Igniting humanity’s capacity to help one another.,"CircleOf creates tools which connect people who care with people in need. Use CircleOf to instantly form teams with your family, friends, colleagues or communities to privately share information, provide assistance, and volunteer your knowledge and time. CircleOf is both a resource and powerful, social communication tool -- allowing anyone at anytime to create a connected community of care. CircleOf helps companies support their employees and fosters engagement. CircleOf is a powerful partner in the management of healthcare costs, targeting benefits and information, increasing awareness and productivity, reducing absenteeism, and attracting and retaining the best people. Easily measure the health of your organization with CircleOf.",https://www.linkedin.com/company/circleof/,,https://twitter.com/CircleOf_app,https://www.facebook.com/CircleOf-1800156986721676/
Code SixFour,https://www.crunchbase.com/organization/code-sixfour,https://www.codesixfour.com,"Business Information Systems, Consulting, Employee Benefits, Health Insurance, Human Resources, Information Services, Information Technology, Insurance, SaaS, Software","Administrative Services, Financial Services, Health Care, Information Technology, Professional Services, Software",The Code SixFour Benefits Consulting Cloud empowers insurance agents and benefits brokers to deliver better benefits outcomes to employers.,"The Code SixFour Benefits Consulting Cloud empowers insurance agents and benefits brokers to deliver better benefits outcomes to employers.  By combining a powerful Technology Platform and dynamic Content Packages, advisors can make their work more effective, research-based, and differentiated in the market.   Build your consulting cloud with Code SixFour's data management tools (plan library, account management, and claims data storage), create deliverables (Benefit Enrollment Booklets, What-If-Scenario Modeling, Finalist Proposal Generators), and export custom content (benchmarking, compliance analysis, and claims analytics).  These and many other custom insights are automatically generated for your clients and prospects from the Benefits Consulting Cloud.  Integrate with other cloud platforms (such as SalesForce, Employee Navigator, Gen4, Microsoft Dynamics, and others).",https://www.linkedin.com/company/code-sixfour,,https://twitter.com/codesixfour,https://www.facebook.com/codesixfour
Cooleaf,https://www.crunchbase.com/organization/cooleaf,http://www.cooleaf.com,"Employee Benefits, Human Resources, SaaS, Software","Administrative Services, Health Care, Software","Smarter employee engagement, recognition and incentives","At Cooleaf, we design programs to engage teams in behaviors that help companies achieve better business results.  Through an award-winning technology platform, we empower our customers with best-in-class recognition capabilities, business-aligned challenges, and data insights. We are a 500 startups and angel-funded startup that works with customers that range from small businesses to the Fortune 500. Our customers include Synovus Bank, Signant Health, Rubicon Global, Freshly, Aprio, Make-A-Wish Foundation, Auburn University, and many others.",https://www.linkedin.com/company/cooleaf,,http://twitter.com/cooleaf,http://www.facebook.com/Cooleaf
CoreStream,https://www.crunchbase.com/organization/corestream-6417,http://corp.corestream.com/,"Computer, Employee Benefits, Human Resources, Software","Administrative Services, Consumer Electronics, Hardware, Health Care, Software",CoreStream is a developer of an employee health benefits platform that offers payroll deductions for the voluntary benefits marketplace.,"CoreStream is a developer of an employee health benefits platform that offers payroll deductions for the expanding voluntary benefits marketplace. The company's tools and industry awareness allow employers to offer a rapidly expanding portfolio of benefits without being held hostage by their own technological or resource-related constraints. It also offers various services including the ability to bill multiple benefits through one payroll slot, white-labeled portal and enrollment systems, and also offers consulting services, including providing referrals for various types of benefits and managing the process from RFP to implementation. CoreStream was founded in 2006 and is headquartered in Tampa, Florida.",https://www.linkedin.com/company/corestream/,,https://twitter.com/corestreaminc,https://www.facebook.com/corestreambenefits
CrewHu,https://www.crunchbase.com/organization/crewhu,http://www.crewhu.com,"Apps, E-Commerce, Employee Benefits, Human Resources, Internet, Software","Administrative Services, Apps, Commerce and Shopping, Health Care, Internet Services, Software",crewHu is an online social employee recognition platform.,"CrewHu is an amazing platform for engaging your employees, and rewarding the great work done by your team. It is social, fun, and a great way to motivate top performance in your MSP. The features extend beyond recognition and empower customer surveys tied to service techs and tickets.",https://www.linkedin.com/company/crewhu,,,https://www.facebook.com/pg/CrewHu
Dominion Systems,https://www.crunchbase.com/organization/dominion-systems,https://www.dominionsystems.com/,"Employee Benefits, Human Resources, Office Administration, SaaS, Software","Administrative Services, Health Care, Software","Dominion Systems offers a payroll software and cloud based solutions for time and attendance, benefits, HR works, and others.","Dominion Systems gives you the ability to hire, pay, and benefit your employees, all from one easy-to-use platform. Our biggest strength as a company has always been our ability to adapt to the needs of our clients. Our goal is to provide the industry's best human resource management software and customer service to our clients. By automating as many processes as possible through a cloud-based system, we strive to simplify the way your business operates the back office.",https://www.linkedin.com/company/dominion-systems/,,https://twitter.com/DominionSystems,https://www.facebook.com/dominionsystems/
"ebenefit Marketplace, LLC",https://www.crunchbase.com/organization/ebenefit-marketplace-llc,https://www.getEBM.com,"Employee Benefits, Health Care, Health Insurance, Human Resources, Insurance, InsurTech, SaaS","Administrative Services, Financial Services, Health Care, Software","An outsourced provider of employee benefits technology platforms for carriers, brokers, consultants and other third parties.","ebenefit Marketplace (ebm) provides cloud-based technology and outsourcing services that streamline benefits, HR, and payroll administration for employers, brokers, consultants and TPAs nationwide.  We’ve drawn on our experience in the benefits administration marketplace to provide the most cost-effective, state-of-the-art benefit administration platforms available. Serving a vast user base nationwide, ebm’s platform offerings feature online enrollment, interactive decision support, ACA compliance reporting, carrier and payroll integration, employee engagement videos and much more.  Our offerings provide a holistic solution that addresses individual client needs, helps lower health benefit costs, reduces administrative burden and allows employers to offer their employees a simple, personalized shopping experience.",https://www.linkedin.com/company/ebenefit-private-benefit-marketplace,,http://twitter.com/ebenefitMarket,https://www.facebook.com/ebenefitMarketplace/
EmpowerPoints,https://www.crunchbase.com/organization/empowerpoints,https://empowerpoints.com,"Employee Benefits, Human Resources, SaaS","Administrative Services, Health Care, Software",SaaS,"EmpowerPoints brings all your employee engagement efforts together in one simple to use platform.  Rewards, incentives, employee surveys, wellness, suggestion box and more.  EmpowerPoints gives your team the ability to recognize, reward, report, gamify and improve their daily experience driving both their success and their engagement in the workplace. The flexible and affordable system includes an online, mobile and native application putting the recognition into the hands of those who know best.",https://www.linkedin.com/company/empowerpoints/,,,https://www.facebook.com/empowerpoint/
Empyrean Benefit Solutions,https://www.crunchbase.com/organization/empyrean-benefit-solutions,http://www.goempyrean.com,"Employee Benefits, Human Resources, Software","Administrative Services, Health Care, Software",Empyrean is a provider of human resource technology and services used to deliver compliant health and welfare benefits.,"Empyrean is a provider of human resource technology and services used to deliver compliant health and welfare benefits. The company supports various organization's needs to deliver compliant health and welfare benefits across a broad range of employees. It scales, adapts, and integrates to fit the client's unique workforce, industry, and strategy and makes enrollment, administration, compliance, and other human resource functions accessible through a unified interface that enable clients to reduce cost and provide a higher level of service to their employees. Empyrean was founded in 2006 and is headquartered in Houston, Texas.",http://www.linkedin.com/company/empyrean-benefit-solutions,,http://twitter.com/empyreanbenefit,https://www.facebook.com/goempyrean/
Enrollment Alliance,https://www.crunchbase.com/organization/enrollment-alliance,https://enrollmentalliance.com,"Employee Benefits, Human Resources, Insurance, Software","Administrative Services, Financial Services, Health Care, Software",Enrollment Alliance is providing technologies and modern communication strategies that simplify employee benefit enrollment processes.,"Enrollment Alliance is providing technologies and modern communication strategies that simplify employee benefit enrollment processes. It also develops platforms used for communication which utilize text messaging, video animation, and live chat. The company focuses on the benefits of face-to-face education by utilizing its proprietary enrollment technology. Bobby Leesman established the company in Tampa, Florida in 2014.",https://www.linkedin.com/company/enrollment-alliance,,,https://www.facebook.com/enrollmentalliance
Ensu,https://www.crunchbase.com/organization/ensu,https://www.ensu.com/,"Apps, Employee Benefits, Health Care, Health Diagnostics, Machine Learning, Software, Wellness","Administrative Services, Apps, Artificial Intelligence, Data and Analytics, Health Care, Software",Ensu helps people automatically track and manage their emotional health using machine learning and natural language processing.,"The Ensu platform provides automated emotional health support. Through developing cutting-edge, high signal digital behavioral markers, Ensu's software identifies emotional states and events in life driving those states. Our software then assists users in gaining new perspectives into their cognition through more deeply understanding their thought patterns and identifying flaws and distortions in thinking. We then provide personalized recommendations, interventions and advice to help users manage and improve their emotional states and be their best self. Ensu's scientific efforts are led by Chief Scientific Advisor Dr. Joel Swendsen, the global #1 published scientific researcher regarding the feasibility and validity of mobile technologies in mental health treatment and research. Ensu is also working with other globally leading scientists in niche areas within cognitive psychology, machine learning, and mental health technology.",https://www.linkedin.com/company/ensuapp,,https://twitter.com/EnsuApp,https://www.facebook.com/EnsuApp/
Espresa,https://www.crunchbase.com/organization/espresa,https://www.espresa.com,"Employee Benefits, Enterprise Software, Human Resources, SaaS, Software","Administrative Services, Health Care, Software",Espresa operates as a culture benefits platform that supports HR and people teams.,"Espresa is an only all-in-one culture benefits platform that supports HR and people teams with the design, implementation, communication, and scaling of culture benefit programs. It serves as a cloud platform and vendor network for services to improve work-life balance, increase productivity, and attract and retain the best people. The company was founded in 2015 and is headquartered in Palo Alto, California.",https://www.linkedin.com/company/espresa/,,https://twitter.com/espresainc,https://www.facebook.com/espresainc
Even.com,https://www.crunchbase.com/organization/even-responsible-finance,https://even.com/,"Apps, Employee Benefits, Finance, Financial Services, FinTech, Personal Finance","Administrative Services, Apps, Financial Services, Health Care, Software","Even.com is a financial service company that allows users to get paid on demand, budget instantly, and save automatically.","Over half of Americans live paycheck to paycheck. We’re trying to fix that, by building new financial services that make it easier to make ends meet, pay down debt, and save money. And we’re doing it as a transparent, straightforward business that only profits when our customers do, too. We partner with employers to offer Even as a benefit. Employers offer Even to their people; in return, employers save money because Even improves employee retention. Even is based in Oakland, California and Raleigh, North Carolina.",https://www.linkedin.com/company/even-responsible-finance/,,https://twitter.com/makethingseven,https://www.facebook.com/whatiseven/
EverythingBenefits,https://www.crunchbase.com/organization/everythingbenefits,https://www.everythingbenefits.com,"Business Information Systems, Compliance, Employee Benefits, Enterprise Software, Health Insurance, Human Resources, Information Technology, Insurance, Software","Administrative Services, Financial Services, Health Care, Information Technology, Professional Services, Software",EverythingBenefits is a developer of a cloud-based business software used to help businesses increase profits.,"EverythingBenefits is a developer of a cloud-based business software used to help businesses increase profits. It provides access to health benefits, flexible benefits, career connections, 401(K) integration, cobra administration, and wellness services that enable employers, brokers, and benefits consultants to streamline the benefits management cycle from research and quote generation to enrollment. EverythingBenefits was established in 2015 and is headquartered in New Providence, New Jersey.",https://www.linkedin.com/company/everythingbenefits,,https://twitter.com/evthingbenefits,https://www.facebook.com/everythingbenefits
FitBliss,https://www.crunchbase.com/organization/fitbliss,http://www.fitbliss.com,"Artificial Intelligence, Customer Service, Employee Benefits, Health Care, InsurTech, Machine Learning, Productivity Tools, SaaS, Sales, Wellness","Administrative Services, Artificial Intelligence, Data and Analytics, Financial Services, Health Care, Other, Professional Services, Sales and Marketing, Science and Engineering, Software",Optimize Health & Productivity for the Global Workforce,"Built natively on Salesforce.com, FitBliss improves sales, service, & marketing performance by optimizing employee health through intelligent gamification & educational engagement. FitBliss integrates with 100s of popular consumer health trackers and applications for a user-friendly experience and ties the data with work performance to quantify outcomes in a secure and private experience for the employee.",http://www.linkedin.com/company/fitbliss,,http://twitter.com/fitblisscom,http://www.facebook.com/fitblisscom
Five to Nine,https://www.crunchbase.com/organization/five-to-nine,http://fivetonine.co,"B2B, Communities, Employee Benefits, Millennials, SaaS, Social","Administrative Services, Community and Lifestyle, Health Care, Other, Software",Five to Nine is a culture engagement solution that increases workplace connectivity and inclusion. ,Five to Nine provides culture solutions to increase workplace connectivity and inclusion. The platform allows HR administrators to use culture-building opportunities to elevate work culture while leveraging employee experience data to drive business outcomes.,https://www.linkedin.com/company/10057324,,https://www.twitter.com/fivetoninechi,https://www.facebook.com/fivetonine
Flimp Communications,https://www.crunchbase.com/organization/flimp-media,http://www.flimp.net,"Employee Benefits, Human Resources, Software, Video","Administrative Services, Health Care, Media and Entertainment, Software, Video","Flimp Communications is a leader in HR, benefits and employee communication. We provide digital communications and decision support tools.","Flimp Communications is a leader in HR, benefits and employee communication and provides videos, decision-support tools and interactive, digital communication solutions to employers, HR consultants, insurance carriers and healthcare providers. With offices in Boston, MA, Denver, CO, Vero Beach FL and Burlington, VT, Flimp works with over 600 corporate clients, including many Fortune 500 companies. The award-winning FLIMP® content-communications platform enables users to create, distribute and track interactive video and branded multimedia content without any programming or IT resources for corporate, internal, employee and marketing communications. For more information, please visit www.flimp.net.",http://www.linkedin.com/company/flimp-media,,http://twitter.com/flimp,http://www.facebook.com/Flimp
Flock,https://www.crunchbase.com/organization/flock-5,http://www.helloflock.com,"Employee Benefits, Human Resources, SaaS, Software","Administrative Services, Health Care, Software","Flock is an all-in-one software platform to manage HR, Benefits, and Compliance.","Flock is an all-in-one software platform to manage HR, Benefits, and Compliance. It simplifies the complexity of benefits administration and delivers world-class benefits and HR experience. Flock provides a paperless and automated system for the painful, but very important administrative tasks required to onboard and continuously manage employees. The platform limits risks and liability; and we make it easier for HR and health insurance brokers/agents alike to be the strategic drivers and champions for their business counterparts.",https://www.linkedin.com/company/flock-www-helloflock-com-,,https://twitter.com/FlockSoftware,https://www.facebook.com/flocksoftware
Fond,https://www.crunchbase.com/organization/fond,https://www.fond.co,"Employee Benefits, Human Resources, SaaS, Software, Subscription Service","Administrative Services, Health Care, Other, Software",Fond is a SaaS platform that makes it easy to manage rewards and recognition programs.,"Fond is a SaaS platform that seamlessly consolidates employee rewards and recognition processes into one easy-to-use solution. With Fond, employees and managers can recognize each other, redeem rewards, access exclusive corporate discounts, and measure success so HR departments spend less time managing programs and more time driving results. Fond is headquartered in San Francisco, California. Learn more at https://www.fond.co.",https://www.linkedin.com/company/fondco/,,http://twitter.com/fond,http://www.facebook.com/FondTechnologies
FormFire,https://www.crunchbase.com/organization/formfire,https://www.formfire.com/,"Employee Benefits, FinTech, Health Insurance, Human Resources, Software","Administrative Services, Financial Services, Health Care, Software",FormFire provides a cutting-edge technology that is the digital standard for transacting medical insurance business.,"FormFire provides a cutting-edge technology that is the digital standard for transacting medical insurance business. The company's platform allows brokers to grow through efficient quoting and customer management. It brings digital online processes to the paperbound world of small group health insurance quoting, sold case installation, and group renewal for employees, employers, brokers, and carriers. FormFire was established in 2006 and is headquartered in Cleveland, Ohio.",https://www.linkedin.com/company/formfire/,,https://twitter.com/formfire?lang=en,https://www.facebook.com/formfire/
